"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","recordNumber","occurrenceRemarks","continentocean","phylum","class","order","identifiedBy","yearIdentified","monthIdentified","specificEpithet","scientificNameAuthorship","barcode","dayIdentified","verbatimLatitude","verbatimLongitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","relationshiptype","relatedcatalogitem","preparationtype","individualcount","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","US",,"Dalbergia oliveri Gamble ex Prain","Plantae","Fabaceae","Dalbergia","2017","1","14","Brazil","São Paulo","Assis","Assis: Around the ""Estação Ecológica de Assis"".",,"US","MATERIAL_SAMPLE","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","M. R. Pace & C. L. Bastos","-50.3926","-22.6263","2024-04-17 11:34:00","645",,,"Tracheophyta","Magnoliopsida","Fabales",,,,"oliveri","Gamble ex Prain",,,,,,,,,,,,,"GBIF","Assis",,"Dalbergia oliveri Gamble ex Prain",,"BR",,"NMNH Material Samples (USNM)","2017-01-14",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","assis","around the ""estacao ecologica de assis""",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3028053541","http://grbio.org/cool/142r-0w94",,,"http://n2t.net/ark:/65665/306c1ca95-1277-4716-945a-db46cea2f611",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dalbergia",,,,,,"26098c25-8f7f-4c71-97ac-1d3db181c65e",,,TRUE,FALSE,"Dalbergia oliveri","Dalbergia oliveri","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","CR",,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Dalbergia oliveri","Gamble ex Prain","name_w_authors",,"Dalbergia oliveri","Gamble ex Prain","species","not found",,,,"Dalbergia oliveri Gamble ex Prain","Dalbergia","Fabaceae","unknown","Dalbergia oliveri"
"speciesLink","FLOR","76579","Daphnopsis fasciculata","Plantae","Thymelaeaceae","Daphnopsis","2002","08","18","Brasil","São Paulo","Assis","Estação Ecológica de Assis. Parcela permanente do BIOTA.",,"UFSC","PreservedSpecimen","268","Savassi-Coutinho, A.P.","-50.3666667","-22.5833333","2025-06-01T12:01:46","764","<nO>Árvore com 7 metros de altura. Cerradão. Indivíduo 10387. Parcela (Z2). Duplicata de ESA091815</nO>",,,,,,,,"fasciculata","(Meisn.) Nevling","FLOR0076579",,"22º35'S","50º22'0''W","520",,,,,,,,"SPLINK","Assis",,,,,,,,,,,,,,,,,,,"FLOR",,"Savassi-Coutinho, A.P.","764","2002","s.n.","n.d.",,"Savassi-Coutinho",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Daphnopsis fasciculata","(Meisn.) Nevling","possibly_ok","Thymelaeaceae","Daphnopsis fasciculata","(Meisn.) Nevling","species","name accepted","bfo-14944",,,"Daphnopsis fasciculata (Meisn.) Nevling","Daphnopsis","Thymelaeaceae","unknown","Daphnopsis fasciculata"
"speciesLink","FLOR","76569","Daphnopsis utilis","Plantae","Thymelaeaceae","Daphnopsis","2004","02","12","Brasil","São Paulo","Assis","Estação Ecológica de Assis.",,"UFSC","PreservedSpecimen","268","Medeiros, D.A.","-50.3811111","-22.6044444","2025-06-01T12:01:46","14955","<nO>Árvore. Projeto de inventário da Biodiversidadde arbórea BIOTA/FAPESP. Savana Florestada. Duplicata de ESA104016</nO>",,,,,"Lima, R.A.F.","2014","8","utilis","Warm.","FLOR0076569","30","22º36'16''S","50º22'52''W","570",,,,,,,,"SPLINK","Assis","2014-8-30",,,,,,,,,,,,,,,,,,"FLOR",,"Medeiros, D.A.","14955","2004","Lima, R.A.F.","2014",,"Medeiros",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Daphnopsis utilis","Warm.","possibly_ok","Thymelaeaceae","Daphnopsis utilis","Warm.","species","name accepted","bfo-14950",,,"Daphnopsis utilis Warm.","Daphnopsis","Thymelaeaceae","low","Daphnopsis utilis"
"gbif","US",,"Davilla elliptica A.St.-Hil.","Plantae","Dilleniaceae","Davilla","2018","4","28","Brazil","São Paulo",,"Assis. Estaçao Ecologica Assis/Instituto Florestal; permanents plots.",,"US","MACHINE_OBSERVATION","urn:uuid:60e28f81-e634-4869-aa3e-732caed713c8","P. Acevedo-Rodriguez, P. Dias, J. Monzoli & N. Taniguti","-50.3859","-22.6038","2024-01-02 15:46:00","16800",,,"Tracheophyta","Magnoliopsida","Dilleniales",,,,"elliptica","A. St.-Hil.",,,,,"574.0",,,,,,,,"GBIF",,,"Davilla elliptica A.St.-Hil.",,"BR",,"NMNH Extant Biology","2018-04-28",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","assis","estacao ecologica assis/instituto florestal",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","2235738050","urn:lsid:biocol.org:col:15463",,,"http://n2t.net/ark:/65665/30312f844-2cfe-46ca-8335-e221b272ac3e",,,,,"PRESENT",,,,,,,,,,,,,,,"GPS",,,,,,,,,,,,,,,,"Davilla",,,,,,"821cc27a-e3bb-4bc5-ac34-89ada245069d",,"StillImage;StillImage;StillImage;StillImage",TRUE,FALSE,"Davilla elliptica","Davilla elliptica","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE","https://collections.nmnh.si.edu/media/?i=13075276; 13075275; 13075273; 13075278",,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Davilla elliptica","A.St.-Hil.","name_w_authors","Dilleniaceae","Davilla elliptica","A.St.-Hil.","species","name accepted","bfo-17279",,,"Davilla elliptica A.St.-Hil.","Davilla","Dilleniaceae","unknown","Davilla elliptica"
"gbif",,"22038","Dendropanax cuneatus (DC.) Decne. & Planch.","Plantae","Araliaceae","Dendropanax","2011",,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"ESALQ/Piracicaba","OCCURRENCE",,"Caio Santilli","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Apiales",,,,"cuneatus",,,,,,,,,,,,,,"GBIF","Assis",,"Dendropanax cuneatus (DC.) Decne. & Planch.",,"BR",,"SinBIOTA","2011-04-05/2011-11-01",,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967838329","388",,,"220380030","1629",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21946",,,,,,,,,,,,"8104605",,,,,,,,,,,"Dendropanax",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Dendropanax cuneatus","Dendropanax cuneatus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Dendropanax cuneatus","(DC.) Decne. & Planch.","name_w_authors","Araliaceae","Dendropanax cuneatus","(DC.) Decne. & Planch.","species","name accepted","bfo-5105",,,"Dendropanax cuneatus (DC.) Decne. & Planch.","Dendropanax","Araliaceae","unknown","Dendropanax cuneatus"
"user","RB","RB00953199","Schefflera vinosa (Cham. & Schltdl.) Frodin & Fiaschi","Plantae","Araliaceae","Schefflera","2006","5","14","Brasil","São Paulo",,"Estação Ecológica de Assis, Estrada acesso a Trilha do Cerrado.",,"JBRJ","Preserved Specimen",,"A.P. Savassi-Coutinho; A.C.P. Oliveira; P.F. Penatti","-50.3666667","-22.5833333",,"774",,,,,,"A.P. Savassi-Coutinho et V.C. Souza",,,"vinosa","(Cham. & Schltdl.) Frodin & Fiaschi",,,"22º35´","50º22´W","520",,,,,,,,,"Assis",,,,"BR",,,"2006-05-14","Borda de Cerradão",,,,,,"sp.","Physical Object",,,,"RB",,"Savassi-Coutinho, A.P.","774","2006","Savassi-Coutinho, A.P.","n.d.","Oliveira, A.C.P.; Penatti, P.F.","Savassi-Coutinho","Souza, V.C.","brazil","sao paulo","assis","estacao ecologica de assis, estrada acesso a trilha do cerrado",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county",,,,,"urn:catalog:JBRJ:RB:953199",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/95/31/99/00953199.jpg",,,,,,,,,,,,,,,,,,,"2017-10-14 10:09:26+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Didymopanax vinosus","(Cham. & Schltdl.) Marchal","name_w_authors","Araliaceae","Didymopanax vinosus","(Cham. & Schltdl.) Marchal","species","replaced synonym","bfo-43285","Didymopanax vinosus","(Cham. & Schltdl.) Marchal","Didymopanax vinosus (Cham. & Schltdl.) Marchal","Didymopanax","Araliaceae","low","Didymopanax vinosus"
"speciesLink","IAC","41049","Dimorphandra mollis","Plantae","Fabaceae(=Leguminosae)","Dimorphandra","1991","07","24","Brasil","São Paulo","Assis","Estação Ecológica de Assis",,"IAC","PreservedSpecimen","64","S. Romaniuc Neto et al.","-50.4122","-22.6617","2023-09-15T15:15:51","1228",,,"Tracheophyta","Magnoliopsida","Fabales","S. Romaniuc Neto et al.","1991","07","mollis","Benth.",,"24","-22.6617","-50.4122",,,,,,,,,"SPLINK","Assis","1991-07-24",,,,,,,,,,,,,,,,,,"IAC",,"Romaniuc Neto, S.","1228","1991","Romaniuc Neto, S.","1991",,"Romaniuc Neto",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Dimorphandra mollis","Benth.","possibly_ok","Fabaceae","Dimorphandra mollis","Benth.","species","name accepted","bfo-83086",,,"Dimorphandra mollis Benth.","Dimorphandra","Fabaceae","low","Dimorphandra mollis"
"user","ESA","ESA00139023","Diospyros hispida A. DC.",,"Ebenaceae","Diospyros","2016","22","03","Brasil","São Paulo",,"Estação Ecológica de Assis. Cerrado.",,"ESA",,,"Colletta, G.D","0","0",,"2535",,,,,,"Sem determinador",,,,"A. DC.",,,,,,,,,,,,"não","REFLORA","Assis",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hispida","EBENACEAE Diospyros hispida A. DC.",,,,,,,,,,,"ESA",,,,,"03/22/2016",,,"METRO",,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Diospyros lasiocalyx","(Mart.) B.Walln.","name_w_authors","Ebenaceae","Diospyros lasiocalyx","(Mart.) B.Walln.","species","author misspelled|replaced synonym","bfo-604323","Diospyros lasiocalyx","(Mart.) B.Walln.","Diospyros lasiocalyx (Mart.) B.Walln.","Diospyros","Ebenaceae","high","Diospyros lasiocalyx"
"user","RB","RB01370152","Diplopterys","Plantae","Malpighiaceae","Diplopterys","2017","1","13","Brasil","São Paulo",,"Estação Ecológica de Assis",,"JBRJ","Preserved Specimen",,"M.R. Pace; C.L. Bastos; I.L. Cunha Neto","-50.3611111","-22.5825",,"639",,,,,,,,,"Diplopterys",,,,"22º34´57´´","50º21´40´´W","508",,,,,,,,,"Assis",,,,"BR",,,"2017-01-13","Cerradão",,,,,,"gen.","Physical Object",,,,"RB",,"Pace, M.R.","639","2017","s.n.","n.d.","Bastos, C.L.; Cunha Neto, I.L.","Pace",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,"urn:catalog:JBRJ:RB:1370152",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/37/1/52/01370152.jpg",,,,,,,,,,,,,,,,,,,"2017-10-15 14:47:43+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Diplopterys","A.Juss.","indet","Malpighiaceae","Diplopterys","A.Juss.","genus","name accepted","bfo-8855",,,"Diplopterys A.Juss.","Diplopterys","Malpighiaceae","unknown",
"user","ESA","ESA00139015","Doliocarpus dentatus (Aubl.) Standl.",,"Dilleniaceae","Doliocarpus","2016","22","03","Brasil","São Paulo",,"Estação Ecológica de Assis. Cerrado.",,"ESA",,,"Colletta, G.D","0","0",,"2527",,,,,,"Sem determinador",,,,"(Aubl.) Standl.",,,,,,,,,,,,"não","REFLORA","Assis",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"dentatus","DILLENIACEAE Doliocarpus dentatus (Aubl.) Standl.",,,,,,,,,,,"ESA",,,,,"03/22/2016",,,"METRO",,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Doliocarpus dentatus","(Aubl.) Standl.","name_w_authors","Dilleniaceae","Doliocarpus dentatus","(Aubl.) Standl.","species","name accepted","bfo-7357",,,"Doliocarpus dentatus (Aubl.) Standl.","Doliocarpus","Dilleniaceae","high","Doliocarpus dentatus"
"user","RB","RB01370219","Doliocarpus dentatus (Aubl.) Standl. ssp. dentatus","Plantae","Dilleniaceae","Doliocarpus","2017","1","13","Brasil","São Paulo",,"Estação Ecológica de Assis",,"JBRJ","Preserved Specimen",,"M.R. Pace; C.L. Bastos; I.L. Cunha Neto","-50.3611111","-2.5825",,"628",,,,,,"J.V.L. Monzoli",,,"dentatus","(Aubl.) Standl.",,,"2º34´57´´","50º21´40´´W","508",,"dentatus",,,,,,,"Assis","2023-9-8",,,"BR",,,"2017-01-13","Cerradão",,,,,,"subsp.","Physical Object",,,,"RB",,"Pace, M.R.","628","2017","Monzoli, J.V.L.","2023","Bastos, C.L.; Cunha Neto, I.L.","Pace",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,"urn:catalog:JBRJ:RB:1370219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/37/2/19/01370219.jpg",,,,,,,,,,,,,,,,,,,"2023-09-19 09:48:31+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Doliocarpus dentatus subsp. dentatus","(Aubl.) Standl.","subspecies|name_w_authors","Dilleniaceae","Doliocarpus dentatus subsp. dentatus","(Aubl.) Standl.","subspecies","name accepted","bfo-17287",,,"Doliocarpus dentatus subsp. dentatus (Aubl.) Standl.","Doliocarpus","Dilleniaceae","low","Doliocarpus dentatus"
"user","ESA","ESA00139017","Duguetia furfuracea (A.St.-Hil.) Saff.",,"Annonaceae","Duguetia","2016","22","03","Brasil","São Paulo",,"Estação Ecológica de Assis. Cerrado.",,"ESA",,,"Colletta, G.D","0","0",,"2529",,,,,,"Sem determinador",,,,"(A.St.-Hil.) Saff.",,,,,,,,,,,,"não","REFLORA","Assis",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"furfuracea","ANNONACEAE Duguetia furfuracea (A.St.-Hil.) Saff.",,,,,,,,,,,"ESA",,,,,"03/22/2016",,,"METRO",,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Duguetia furfuracea","(A.St.-Hil.) Saff.","name_w_authors","Annonaceae","Duguetia furfuracea","(A.St.-Hil.) Saff.","species","author misspelled","bfo-110313",,,"Duguetia furfuracea (A.St.-Hil.) Saff.","Duguetia","Annonaceae","high","Duguetia furfuracea"
"gbif",,"22036","Duguetia lanceolata A.St.-Hil.","Plantae","Annonaceae","Duguetia",,,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"Escola Superior de Agricultura ''Luiz de Queiroz'' - ESALQ/USP","OCCURRENCE",,"Ana Paula G. Savassi","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Magnoliales",,,,"lanceolata",,,,,,,,,,,,,,"GBIF","Assis",,"Duguetia lanceolata A.St.-Hil.",,"BR",,"SinBIOTA",,,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967831300","443",,,"220360029","663",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21944",,,,,,,,,,,,"3236927",,,,,,,,,,,"Duguetia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Duguetia lanceolata","Duguetia lanceolata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Duguetia lanceolata","A.St.-Hil.","name_w_authors","Annonaceae","Duguetia lanceolata","A.St.-Hil.","species","name accepted","bfo-110319",,,"Duguetia lanceolata A.St.-Hil.","Duguetia","Annonaceae","unknown","Duguetia lanceolata"
"user","ESA","ESA117518","eleagnoides",,"Sapindaceae","matayba","2010","21","01","Brasil","São Paulo",,"Estação Ecológica de Assis - Instituto Florestal - Projeto Parcelas Permanentes - Biota Fapesp - Estrada em direção a parcela",,"ESA",,,"Flores, T.B.","0","0",,"326",,,,,,"Sem determinador",,,,,,,,,,,,,,,,"não","REFLORA","Assis",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","assis","estacao ecologica de assis - instituto florestal - projeto parcelas permanentes - biota fapesp - estrada em direcao a parcela",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"eleagnoides","SAPINDACEAE ",,,,,,,,,,,"ESA",,,,,"01/21/2010",,,"METRO",,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Eleagnoides",,"name_w_wrong_case|indet",,"Eleagnoides",,"genus","not found",,,,"Eleagnoides","Eleagnoides","Sapindaceae","high",
"gbif",,"22036","Endlicheria paniculata (Spreng.) J.F.Macbr.","Plantae","Lauraceae","Endlicheria",,,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"Escola Superior de Agricultura ''Luiz de Queiroz'' - ESALQ/USP","OCCURRENCE",,"Ana Paula G. Savassi","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Laurales",,,,"paniculata",,,,,,,,,,,,,,"GBIF","Assis",,"Endlicheria paniculata (Spreng.) J.F.Macbr.",,"BR",,"SinBIOTA",,,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967833223","443",,,"220360030","663",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21944",,,,,,,,,,,,"9400262",,,,,,,,,,,"Endlicheria",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Endlicheria paniculata","Endlicheria paniculata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Endlicheria paniculata","(Spreng.) J.F.Macbr.","name_w_authors","Lauraceae","Endlicheria paniculata","(Spreng.) J.F.Macbr.","species","name accepted","bfo-8417",,,"Endlicheria paniculata (Spreng.) J.F.Macbr.","Endlicheria","Lauraceae","unknown","Endlicheria paniculata"
"gbif",,"22038","Enterolobium gummiferum (Mart.) J.F.Macbr.","Plantae","Fabaceae","Enterolobium","2011",,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"ESALQ/Piracicaba","OCCURRENCE",,"Caio Santilli","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Fabales",,,,"gummiferum",,,,,,,,,,,,,,"GBIF","Assis",,"Enterolobium gummiferum (Mart.) J.F.Macbr.",,"BR",,"SinBIOTA","2011-04-05/2011-11-01",,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967834180","388",,,"220380034","1629",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21946",,,,,,,,,,,,"592589",,,,,,,,,,,"Enterolobium",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Enterolobium gummiferum","Enterolobium gummiferum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Enterolobium gummiferum","(Mart.) J.F.Macbr.","name_w_authors","Fabaceae","Enterolobium gummiferum","(Mart.) J.F.Macbr.","species","name accepted","bfo-83156",,,"Enterolobium gummiferum (Mart.) J.F.Macbr.","Enterolobium","Fabaceae","unknown","Enterolobium gummiferum"
