"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","collectionID","recordedBy","decimalLongitude","decimalLatitude","modified","recordNumber","occurrenceRemarks","continentocean","phylum","class","order","identifiedBy","yearIdentified","monthIdentified","specificEpithet","scientificNameAuthorship","barcode","dayIdentified","verbatimLatitude","verbatimLongitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","relationshiptype","relatedcatalogitem","preparationtype","individualcount","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif",,"22038","Psychotria vellosiana Benth.","Plantae","Rubiaceae","Palicourea","2011",,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"ESALQ/Piracicaba","OCCURRENCE",,"Caio Santilli","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Gentianales",,,,"vellosiana",,,,,,,,,,,,,,"GBIF","Assis",,"Palicourea sessilis (Vell.) C.M.Taylor",,"BR",,"SinBIOTA","2011-04-05/2011-11-01",,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"SYNONYM","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967838203","388",,,"220380101","1629",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21946",,,,,,,,,,,,"8180595",,,,,,,,,,,"Psychotria",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Palicourea sessilis","Psychotria vellosiana","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Palicourea sessilis","(Vell.) C.M.Taylor","name_w_authors","Rubiaceae","Palicourea sessilis","(Vell.) C.M.Taylor","species","replaced synonym","bfo-613500","Palicourea sessilis","(Vell.) C.M.Taylor","Palicourea sessilis (Vell.) C.M.Taylor","Palicourea","Rubiaceae","unknown","Palicourea sessilis"
"speciesLink","ESA","139064","Psychotria tenerior","Plantae","Rubiaceae","Psychotria","2016",,,"Brasil","São Paulo","Assis","Estação Ecológica de Assis. Cerrado.","23972","ESALQ","PreservedSpecimen","8","Colletta, G.D","-50.41","-22.66","2025-03-13T16:59:17","2576","<nO>Erva, 1m, flores rosa claro</nO>",,,,,,,,"tenerior","(Cham.) Müll.Arg.","ESA139064",,,,,,,,,,,,"SPLINK","Assis",,,,,,,,,,,,,,,,,,,"ESA",,"Colletta, G.D.","2576","2016","s.n.","n.d.",,"Colletta",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Palicourea tenerior","(Cham.) Delprete & J.H.Kirkbr.","possibly_ok","Rubiaceae","Palicourea tenerior","(Cham.) Delprete & J.H.Kirkbr.","species","replaced synonym","bfo-617521","Palicourea tenerior","(Cham.) Delprete & J.H.Kirkbr.","Palicourea tenerior (Cham.) Delprete & J.H.Kirkbr.","Palicourea","Rubiaceae","unknown","Palicourea tenerior"
"speciesLink","SPSF","57536","Panicum millegrana","Plantae","Poaceae","Panicum","2016","04","15","Brasil","SP","Assis","Estação Ecológica de Assis",,"IF","PreservedSpecimen","13","G.Durigan","-49.2375","-22.816667","2024-08-06T09:12:50","3993","<nO>COLETA: Gramínea com 60 cm de altura. Colmos inclinados. Espiguetas pegajosas.; GEOGRAFIA: Mata Ciliar. Ambiente sombreado.;</nO>","América do Sul","Magnoliophyta","Liliopsida","Poales","G.Durigan","2016","04","millegrana","Poir.","SPSF00057536","15",,,"544","544",,,,,,,"SPLINK","Assis","2016-04-15",,,,,,,,,,,,,,,,,,"SPSF",,"Durigan, G.","3993","2016","Durigan, G.","2016",,"Durigan",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Panicum millegrana","Poir.","possibly_ok","Poaceae","Panicum millegrana","Poir.","species","name accepted","bfo-13389",,,"Panicum millegrana Poir.","Panicum","Poaceae","medium","Panicum millegrana"
"speciesLink","UEC","71031","Peixotoa","Plantae","Malpighiaceae","Peixotoa","1993","05","27","Brazil","São Paulo","Assis","Estação Ecológica de Assis.","23972","UNICAMP","S","2","Durigan, G","-50.41","-22.66","2023-03-09T11:36:05","30732","<nO>flor, Liana. Flores amarelas. Cerradão.</nO>",,"Magnoliopsida",,,"Amorim, AMA","1999",,,,,,"0","0",,,,,,,,,"SPLINK","Assis","1999-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Durigan, G.","30732","1993","Amorim, A.M.A.","1999",,"Durigan",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Peixotoa","A.Juss.","indet","Malpighiaceae","Peixotoa","A.Juss.","genus","name accepted","bfo-8933",,,"Peixotoa A.Juss.","Peixotoa","Malpighiaceae","high",
"user","ESA","ESA00139027","Pera glabrata (Schott) Poepp. ex Baill.",,"Peraceae","Pera","2016","22","03","Brasil","São Paulo",,"Estação Ecológica de Assis. Cerrado.",,"ESA",,,"Colletta, G.D","0","0",,"2539",,,,,,"Sem determinador",,,,"(Schott) Poepp. ex Baill.",,,,,,,,,,,,"não","REFLORA","Assis",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"glabrata","PERACEAE Pera glabrata (Schott) Poepp. ex Baill.",,,,,,,,,,,"ESA",,,,,"03/22/2016",,,"METRO",,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Pera glabrata","(Schott) Baill.","name_w_authors","Peraceae","Pera glabrata","(Schott) Baill.","species","author misspelled","bfo-17629",,,"Pera glabrata (Schott) Baill.","Pera","Peraceae","high","Pera glabrata"
"speciesLink","UEC","071389","Peritassa campestris","Plantae","Hippocrateaceae","Peritassa","1989","09","25","Brazil","São Paulo","Assis","Estação Ecológica de Assis","23972","UNICAMP","S","2","Durigan, G","-50.41","-22.66","2024-11-25T11:26:25","30621","<nO>Arbusto 1m, flores alvas.; Cerradão</nO>",,"Magnoliopsida",,,"Lombardi, JA","1998","12","campestris","(Cambess.) A.C.Sm.","UEC068988",,"0","0",,,,,,,,,"SPLINK","Assis","1998-12-NA",,,,,,,,,,,,,,,,,,"UEC",,"Durigan, G.","30621","1989","Lombardi, J.A.","1998",,"Durigan",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Peritassa campestris","(Cambess.) A.C. Sm.","possibly_ok","Celastraceae","Peritassa campestris","(Cambess.) A.C. Sm.","species","author misspelled","bfo-17787",,,"Peritassa campestris (Cambess.) A.C. Sm.","Peritassa","Celastraceae","high","Peritassa campestris"
"user","RB","RB01321740","Persea pyrifolia Nees & Mart.","Plantae","Lauraceae","Persea","2003","12","3","Brasil","São Paulo",,"Estação Ecológica de Assis. Parcela permanente do Biota. Cerradão, indivíduo 5562 (Parcela E-6),",,"JBRJ","Preserved Specimen",,"A.P. Savassi- Coutinho; V.R. Scalon","-50.3666667","-22.5833333",,"705",,,,,,"J.B. Baitello",,,"pyrifolia","Nees & Mart.",,,"22º35´","50º22´W","520",,,,,,,,,"Assis",,,,"BR",,,"2003-12-03",,,,,,,"sp.","Physical Object",,,,"RB",,"Savassi-Coutinho, A.P.","705","2003","Baitello, J.B.","n.d.","Scalon, V.R.","Savassi-Coutinho",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,"urn:catalog:JBRJ:RB:1321740",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/32/17/40/01321740.jpg",,,,,,,,,,,,,,,,,,,"2017-10-15 12:46:55+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Persea willdenovii","Kosterm.","name_w_authors","Lauraceae","Persea willdenovii","Kosterm.","species","replaced synonym","bfo-8523","Persea willdenovii","Kosterm.","Persea willdenovii Kosterm.","Persea","Lauraceae","high","Persea willdenovii"
"speciesLink","UEC","137278","Phoradendron craspedophyllum","Plantae","Loranthaceae","Phoradendron","2003","01","07","Brazil","São Paulo","Assis","Estação Ecológica Assis, parcelas permanentes.","23972","UNICAMP","S","2","Breier, TB; Bahrami, AK","-50.41","-22.66","2025-04-07T10:57:43","0826","<nO>Hemiparasita de Myrtaceae, frutos branco avermelhados, extremidade vermelha.</nO>",,"Magnoliopsida",,,"Caires, CS",,,"craspedophyllum","Eichler","UEC014944",,"0","0",,,,,,,,,"SPLINK","Assis",,,,,,,,,,,,,,,,,,,"UEC",,"Breier, T.B.","0826","2003","Caires, C.S.","n.d.","Bahrami, A.K.","Breier",,"brazil","sao paulo","assis","estacao ecologica assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Phoradendron craspedophyllum","Eichler","possibly_ok","Santalaceae","Phoradendron craspedophyllum","Eichler","species","name accepted","bfo-14421",,,"Phoradendron craspedophyllum Eichler","Phoradendron","Santalaceae","high","Phoradendron craspedophyllum"
"user","RB","RB01370217","Piper amalago L.","Plantae","Piperaceae","Piper","2017","1","13","Brasil","São Paulo",,"Estação Ecológica de Assis",,"JBRJ","Preserved Specimen",,"M.R.Pace; C.L.Bastos; I.L.Cunha Neto","-50.3611111","-22.5825",,"629",,,,,,"E.F. Guimarães",,,"amalago","L.",,,"22º34´57´´","50º21´40´´W","508",,,,,,,,,"Assis",,,,"BR",,,"2017-01-13","Cerradão",,,,,,"sp.","Physical Object",,,,"RB",,"Pace, M.R.","629","2017","Guimaraes, E.F.","n.d.","Bastos, C.L.; Cunha Neto, I.L.","Pace",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,"urn:catalog:JBRJ:RB:1370217",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/37/2/17/01370217.jpg",,,,,,,,,,,,,,,,,,,"2017-10-15 14:48:46+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Piper amalago","L.","name_w_authors","Piperaceae","Piper amalago","L.","species","name accepted","bfo-12743",,,"Piper amalago L.","Piper","Piperaceae","high","Piper amalago"
"speciesLink","UEC","71400","Pothomorphe umbellata","Plantae","Piperaceae","Pothomorphe","1993","02","12","Brazil","São Paulo","Assis","Estação ecológica de Assis.","23972","UNICAMP","S","2","Durigan, G","-50.41","-22.66","2024-11-25T11:32:38","30614","<nO>Arbusto 1m, em terreno encharcado.; Mata ciliar</nO>",,"Magnoliopsida",,,"Franco, GADC",,,"umbellata","(L.) Miq.","UEC151075",,"0","0",,,,,,,,,"SPLINK","Assis",,,,,,,,,,,,,,,,,,,"UEC",,"Durigan, G.","30614","1993","Franco, G.A.D.C.","n.d.",,"Durigan",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Piper umbellatum","L.","possibly_ok","Piperaceae","Piper umbellatum","L.","species","replaced synonym","bfo-12863","Piper umbellatum","L.","Piper umbellatum L.","Piper","Piperaceae","medium","Piper umbellatum"
"user","RB","RB01107044","Piptocarpha axillaris (Less.) Baker","Plantae","Asteraceae","Piptocarpha","2002","9","2","Brasil","São Paulo",,"Estação Ecológica de Assis. Parcela Permanente da Biota, Cerradão, indivíduo 1810(Parcela A-8).",,"JBRJ","Preserved Specimen",,"A.P.S. Coutinho; A.C.P. Oliveira; R.L. Capretz","-50.3666667","-22.5833333",,"665",,,,,,"A.P.S. Coutinho",,,"axillaris","(Less.) Baker",,,"22º35´","50º22´W","520",,,,,,,,,"Assis",,,,"BR",,,"2002-09-02",,,,,,,"sp.","Physical Object",,,,"RB",,"Coutinho, A.P.S.","665","2002","Coutinho, A.P.S.","n.d.","Oliveira, A.C.P.; Capretz, R.L.","Coutinho",,"brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,"urn:catalog:JBRJ:RB:1107044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/10/70/44/01107044.jpg",,,,,,,,,,,,,,,,,,,"2017-10-19 13:23:48+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Piptocarpha axillaris","(Less.) Baker","name_w_authors","Asteraceae","Piptocarpha axillaris","(Less.) Baker","species","name accepted","bfo-5474",,,"Piptocarpha axillaris (Less.) Baker","Piptocarpha","Asteraceae","low","Piptocarpha axillaris"
"user","RB","RB00938667","Piptocarpha rotundifolia (Less.) Baker","Plantae","Asteraceae","Piptocarpha","2003","1","9","Brasil","São Paulo",,"Estação Ecológica de Assis. Parcela Permanente do Biota.",,"JBRJ","Preserved Specimen",,"A.P. Savassi-Coutinho; A.C.P. Oliveira, R. Tsuji,  V.C. Souza","-50.3666667","-22.5833333",,"666",,,,,,"A.P. Savassi-Coutinho, V.C. Souza",,,"rotundifolia","(Less.) Baker",,,"22º35´","50º22´W","520",,,,,,,,,"Assis",,,,"BR",,,"2003-01-09","Cerradão.",,,,,,"sp.","Physical Object",,,,"RB",,"Savassi-Coutinho, A.P.","666","2003","Savassi-Coutinho, A.P.","n.d.","Oliveira, A.C.P.; Tsuji, R.; Souza, V.C.","Savassi-Coutinho","Souza, V.C.","brazil","sao paulo","assis","estacao ecologica de assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,"urn:catalog:JBRJ:RB:938667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/93/86/67/00938667.jpg",,,,,,,,,,,,,,,,,,,"2017-10-19 07:57:05+00","Angiospermas","brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"ok_same_resolution","Piptocarpha rotundifolia","(Less.) Baker","name_w_authors","Asteraceae","Piptocarpha rotundifolia","(Less.) Baker","species","name accepted","bfo-16244",,,"Piptocarpha rotundifolia (Less.) Baker","Piptocarpha","Asteraceae","low","Piptocarpha rotundifolia"
"gbif",,"22037","Plathymenia reticulata Benth.","Plantae","Fabaceae","Plathymenia",,,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"ESALQ/Piracicaba","OCCURRENCE",,"Carolina Mathias Moreira","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Fabales",,,,"reticulata",,,,,,,,,,,,,,"GBIF","Assis",,"Plathymenia reticulata Benth.",,"BR",,"SinBIOTA",,,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967832226","388",,,"220370088","1612",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21945",,,,,,,,,,,,"581996",,,,,,,,,,,"Plathymenia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Plathymenia reticulata","Plathymenia reticulata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Plathymenia reticulata","Benth.","name_w_authors","Fabaceae","Plathymenia reticulata","Benth.","species","name accepted","bfo-83636",,,"Plathymenia reticulata Benth.","Plathymenia","Fabaceae","unknown","Plathymenia reticulata"
"gbif",,"22036","Platypodium elegans Vogel","Plantae","Fabaceae","Platypodium",,,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"Escola Superior de Agricultura ''Luiz de Queiroz'' - ESALQ/USP","OCCURRENCE",,"Ana Paula G. Savassi","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Fabales",,,,"elegans",,,,,,,,,,,,,,"GBIF","Assis",,"Platypodium elegans Vogel",,"BR",,"SinBIOTA",,,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967832209","443",,,"220360089","663",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21944",,,,,,,,,,,,"581998",,,,,,,,,,,"Platypodium",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Platypodium elegans","Platypodium elegans","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Platypodium elegans","Vogel","name_w_authors","Fabaceae","Platypodium elegans","Vogel","species","name accepted","bfo-23124",,,"Platypodium elegans Vogel","Platypodium","Fabaceae","unknown","Platypodium elegans"
"gbif",,"22036","Plenckia populnea Reissek","Plantae","Celastraceae","Plenckia",,,,"Brazil","Sp",,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,"Escola Superior de Agricultura ''Luiz de Queiroz'' - ESALQ/USP","OCCURRENCE",,"Ana Paula G. Savassi","-50.4304212","-22.6404655","2016-07-29",,,,"Tracheophyta","Magnoliopsida","Celastrales",,,,"populnea",,,,,,,,,,,,,,"GBIF","Assis",,"Plenckia populnea Reissek",,"BR",,"SinBIOTA",,,"Cerradão (Savana Arbórea Densa ou Florestada)",,,,"ACCEPTED","SPECIES","Dataset",,,"A Estação Ecológica de Assis (EEA) possui área de 1312,28ha, e localiza-se entre as altitudes de 520 e 590m.",,,,,,,,,,,"brazil","sao paulo","assis","a estacao ecologica de assis",,"locality","brazil_sao paulo_assis","brazil_sao paulo_assis",-22.60109057,-50.42074843,"county","3967838307","443",,,"220360090","663",,,,"PRESENT",,,,,,"Parcela Permanente. Área de 320x320 m dividida em 256 sub-parcelas contíguas de 20x20 m. Em cada uma das sub-parcelas, foram amostrados, georreferenciados e identificados todos os indivíduos arbóreos com PAP (perímetro na altura de 1,30 m a partir do solo) maior ou igual à 15 cm.",,"21944",,,,,,,,,,,,"9401679",,,,,,,,,,,"Plenckia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Plenckia populnea","Plenckia populnea","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_assis","Brazil","São Paulo","Assis",,"check_local.2municip.","Plenckia populnea","Reissek","name_w_authors","Celastraceae","Plenckia populnea","Reissek","species","name accepted","bfo-6783",,,"Plenckia populnea Reissek","Plenckia","Celastraceae","unknown","Plenckia populnea"
"speciesLink","UEC","138568","Pleopeltis angusta","Plantae","Polypodiaceae","Pleopeltis","2003","01","07","Brazil","São Paulo","Assis","Estação Ecológica Assis, Parcelas permanentes.","23972","UNICAMP","S","2","Breier, TB; Bahrami, AK","-50.41","-22.66","2025-04-07T11:06:42","801","<nO>Em galho muito fino a 1m do solo.</nO>",,"Pteridophyta",,,"Breier, TB","2004","09","angusta","Humb. & Bonpl. ex Willd.","UEC067617",,"0","0",,,,,,,,,"SPLINK","Assis","2004-09-NA",,,,,,,,,,,,,,,,,,"UEC",,"Breier, T.B.","801","2003","Breier, T.B.","2004","Bahrami, A.K.","Breier",,"brazil","sao paulo","assis","estacao ecologica assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pleopeltis angusta","Humb. & Bonpl. ex Willd.","possibly_ok","Polypodiaceae","Pleopeltis angusta","Humb. & Bonpl. ex Willd.","species","name accepted","bfo-595798",,,"Pleopeltis angusta Humb. & Bonpl. ex Willd.","Pleopeltis","Polypodiaceae","low","Pleopeltis angusta"
"speciesLink","UEC","138569","Pleopeltis astrolepis","Plantae","Polypodiaceae","Pleopeltis","2003","01","07","Brazil","São Paulo","Assis","Estação Ecológica Assis, Parcelas permanentes.","23972","UNICAMP","S","2","Breier, TB; Bahrami, AK","-50.41","-22.66","2025-04-07T11:06:42","806","<nO>Na parcela M8, 20851.</nO>",,"Pteridophyta",,,"Breier, TB","2004","09","astrolepis","(Liebm.) E.Fourn.","UEC067605",,"0","0",,,,,,,,,"SPLINK","Assis","2004-09-NA",,,,,,,,,,,,,,,,,,"UEC",,"Breier, T.B.","806","2003","Breier, T.B.","2004","Bahrami, A.K.","Breier",,"brazil","sao paulo","assis","estacao ecologica assis",,"locality","brazil_sao paulo_assis_estacao ecologica assis","brazil_sao paulo_assis_eec assis",-22.595556,-50.378056,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pleopeltis astrolepis","(Liebm.) E.Fourn.","possibly_ok","Polypodiaceae","Pleopeltis astrolepis","(Liebm.) E.Fourn.","species","name accepted","bfo-91723",,,"Pleopeltis astrolepis (Liebm.) E.Fourn.","Pleopeltis","Polypodiaceae","low","Pleopeltis astrolepis"
