"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL CARLOS BOTELHO","Angiosperms","Acanthaceae",,,"Juss.","ACANTHACEAE Acanthaceae Juss.","UEC097191","Splink","UEC","Kinoshita, L.S.","225",,"Bronze","Parque Estadual Carlos Botelho, Mata Atlântica. Trilha para o Rio Taquaral.","Não"
"PARQUE ESTADUAL CARLOS BOTELHO","Angiosperms","Acanthaceae","Aphelandra","ornata","(Nees) T.Anderson","ACANTHACEAE Aphelandra ornata (Nees) T.Anderson","HRCB068901","Splink","HRCB","Moraes, P.L.R.","4090","Native","Ouro","Parque Estadual Carlos Botelho","Sim"
"PARQUE ESTADUAL CARLOS BOTELHO","Angiosperms","Acanthaceae","Brillantaisia","lamium","(Nees) Benth.","ACANTHACEAE Brillantaisia lamium (Nees) Benth.","SPSF00056039","Splink","SPSF","Ivanauskas, N.M.","7282","Naturalized","Ouro","Parque Estadual Carlos Botelho","Não"
"PARQUE ESTADUAL CARLOS BOTELHO","Angiosperms","Acanthaceae","Dyschoriste","schottiana","(Nees) Kobuski","ACANTHACEAE Dyschoriste schottiana (Nees) Kobuski","287668","Splink","SP","Miyagi, P.H.","489","Native","Ouro","Parque Estadual Carlos Botelho, Mamparra","Não"
"PARQUE ESTADUAL CARLOS BOTELHO","Angiosperms","Acanthaceae","Hygrophila","costata","Nees & T. Nees","ACANTHACEAE Hygrophila costata Nees & T. Nees","BHCB052899","Splink","BHCB","Bortoleto, S.","136","Native","Latão","Parque Estadual Carlos Botelho, Núcleo São Miguel Arcanjo. Trilha da Represa.","Sim"
"PARQUE ESTADUAL CARLOS BOTELHO","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","SPF00109109","Splink","SPF","Moraes, P.L.R.","1127","Native","Ouro","Parque Estadual Carlos Botelho","Sim"
"PARQUE ESTADUAL CARLOS BOTELHO","Angiosperms","Acanthaceae","Justicia","lythroides","(Pohl ex Nees) V.A.W.Graham","ACANTHACEAE Justicia lythroides (Pohl ex Nees) V.A.W.Graham","HRCB068917","Splink","HRCB","Moraes, P.L.R.","4048","Native","Ouro","Parque Estadual Carlos Botelho","Não"
"PARQUE ESTADUAL CARLOS BOTELHO","Angiosperms","Acanthaceae","Justicia","schenckiana","Lindau","ACANTHACEAE Justicia schenckiana Lindau","ESA080026","Reflora","ESA","Bortoleto, S.","18","Native","Ouro","Parque Estadual Carlos Botelho, Núcleo S.M.Arcanjo. Floresta Estacional Semidecidual/Floresta Ombrófila Densa Montana. Borda de floresta.","Sim"
"PARQUE ESTADUAL CARLOS BOTELHO","Angiosperms","Acanthaceae","Mendoncia","aspera","Ruiz & Pav.","ACANTHACEAE Mendoncia aspera Ruiz & Pav.","100882710","GBIF","Tropicos","Moraes, P.L.R.","4089","Native","Latão","Parque Estadual Carlos Botelho.","Sim"
"PARQUE ESTADUAL CARLOS BOTELHO","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","UEC097845","Splink","UEC","Rocca, M.A.","55","Native","Bronze","Parque Estadual Carlos Botelho, Serra da Macaca","Sim"
