"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","order","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","coordinatePrecision","barcode","continentocean","class","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLatitude","verbatimLongitude","preparationtype","individualcount","relatedcatalogitem","fieldNumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","48720","Banisteriopsis campestris","Plantae","Malpighiaceae","Banisteriopsis","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Malpighiales","PreservedSpecimen","J.B.Baitello","13","campestris","J.B.Baitello & F. A. R. D. P. Arzolla & F.E.S.P.Vilela & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06T09:15:12","(A.Juss.) Little","2630","<nO>COLETA: Arbusto de 1m de altura; flores de cor rósea.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048720","América do Sul","Magnoliopsida","2014","05","01","770","770",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2630","2014","Baitello, J.B.","2014","Arzolla, F.A.R.D.P.; Vilela, F.E.S.P.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Banisteriopsis campestris","(A.Juss.) Little","possibly_ok","Malpighiaceae","Banisteriopsis campestris","(A.Juss.) Little","species","name accepted","bfo-19393",,,"Banisteriopsis campestris (A.Juss.) Little","Banisteriopsis","Malpighiaceae","low","Banisteriopsis campestris"
"speciesLink","SPSF","48723","Bauhinia holophylla","Plantae","Fabaceae","Bauhinia","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Fabales","PreservedSpecimen","G.A.D.C.Franco","13","holophylla","J.B.Baitello & F. A. R. D. P. Arzolla & F.E.S.P.Vilela & R.Cielo-Filho","-48.814444","-23.003056","2024-08-06T09:13:45","(Bong.) Steud.","2633","<nO>COLETA: Arbusto de 2,5m de altura; frutos de cor verde.; GEOGRAFIA: Cerrado stricto sensu.;</nO>",,"SPSF00048723","América do Sul","Magnoliopsida","2017","03","13","792","792",,,,,,,,"SPLINK","Avaré","2017-03-13",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2633","2014","Franco, G.A.D.C.","2017","Arzolla, F.A.R.D.P.; Vilela, F.E.S.P.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Bauhinia holophylla","(Bong.) Steud.","possibly_ok","Fabaceae","Bauhinia holophylla","(Bong.) Steud.","species","name accepted","bfo-111840",,,"Bauhinia holophylla (Bong.) Steud.","Bauhinia","Fabaceae","medium","Bauhinia holophylla"
"speciesLink","SPSF","48843","Bidens subalternans","Plantae","Asteraceae","Bidens","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Asterales","PreservedSpecimen","V.R.Bueno","13","subalternans","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06T09:13:07","DC.","1688","<nO>COLETA: Erva de 0,4m de altura. Flor avermelhada.; GEOGRAFIA: Mosaico de Campo cerrado, Campo limpo e Campo sujo.;</nO>",,"SPSF00048843","América do Sul","Magnoliopsida","2019","02","21","770","770",,,,,,,,"SPLINK","Avaré","2019-02-21",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1688","2014","Bueno, V.R.","2019","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Bidens subalternans","DC.","possibly_ok","Asteraceae","Bidens subalternans","DC.","species","name accepted","bfo-103750",,,"Bidens subalternans DC.","Bidens","Asteraceae","low","Bidens subalternans"
"speciesLink","SPSF","48821","Borreria verticillata","Plantae","Rubiaceae","Borreria","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Rubiales","PreservedSpecimen","G.A.D.C.Franco","13","verticillata","J.B.Baitello & F. A. R. D. P. Arzolla & F.E.S.P.Vilela & R.Cielo-Filho","-48.814444","-23.003056","2024-08-06T09:16:30","(L.) G.Mey.","2658","<nO>COLETA: Erva, 0,3m, flor branca.; GEOGRAFIA: Cerrado stricto sensu.;</nO>",,"SPSF00048821","América do Sul","Magnoliopsida",,,,"792","792",,,,,,,,"SPLINK","Avaré",,,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2658","2014","Franco, G.A.D.C.","n.d.","Arzolla, F.A.R.D.P.; Vilela, F.E.S.P.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Borreria verticillata","(L.) G.Mey.","possibly_ok","Rubiaceae","Borreria verticillata","(L.) G.Mey.","species","name accepted","bfo-20712",,,"Borreria verticillata (L.) G.Mey.","Borreria","Rubiaceae","medium","Borreria verticillata"
"speciesLink","SPSF","48727","Byrsonima coriacea","Plantae","Malpighiaceae","Byrsonima","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Malpighiales","PreservedSpecimen","J.B.Baitello","13","coriacea","J.B.Baitello & F. A. R. D. P. Arzolla & F.E.S.P.Vilela & R.Cielo-Filho","-48.814444","-23.003056","2024-08-06T09:15:12","(Sw.) DC.","2637","<nO>COLETA: Local infestado com braquiária. (Urochloa infestante); GEOGRAFIA: Local infestado com braquiária. (Urochloa infestante);</nO>",,"SPSF00048727","América do Sul","Magnoliopsida","2014","05","01","792","792",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2637","2014","Baitello, J.B.","2014","Arzolla, F.A.R.D.P.; Vilela, F.E.S.P.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Byrsonima crassifolia","(L.) Kunth","possibly_ok","Malpighiaceae","Byrsonima crassifolia","(L.) Kunth","species","replaced synonym","bfo-19419","Byrsonima crassifolia","(L.) Kunth","Byrsonima crassifolia (L.) Kunth","Byrsonima","Malpighiaceae","low","Byrsonima crassifolia"
"speciesLink","SPSF","48729","Byrsonima intermedia","Plantae","Malpighiaceae","Byrsonima","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Malpighiales","PreservedSpecimen","J.B.Baitello","13","intermedia","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814444","-23.003056","2024-08-06T09:15:15","A.Juss.","1644","<nO>COLETA: Arbusto de 80 cm de altura com flores de cor amarela.; GEOGRAFIA: Cerrado Stricto sensu.;</nO>",,"SPSF00048729","América do Sul","Magnoliopsida","2014","05","01","792","792",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1644","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Byrsonima intermedia","A.Juss.","possibly_ok","Malpighiaceae","Byrsonima intermedia","A.Juss.","species","name accepted","bfo-8835",,,"Byrsonima intermedia A.Juss.","Byrsonima","Malpighiaceae","low","Byrsonima intermedia"
"speciesLink","SPSF","48730","Caryocar brasiliense","Plantae","Caryocaraceae","Caryocar","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Theales","PreservedSpecimen","J.B.Baitello","13","brasiliense","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06T09:17:13","Cambess.","1645","<nO>COLETA: Arbusto de 1,2m de altura, com flores na cor branca e fruto imaturo vináceo.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048730","América do Sul","Magnoliopsida","2014","05","01","770","770",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1645","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Caryocar brasiliense","Cambess.","possibly_ok","Caryocaraceae","Caryocar brasiliense","Cambess.","species","name accepted","bfo-6688",,,"Caryocar brasiliense Cambess.","Caryocar","Caryocaraceae","low","Caryocar brasiliense"
"speciesLink","SPSF","48804","Cayaponia espelina","Plantae","Cucurbitaceae","Cayaponia","2014","06","25","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Cucurbitales","PreservedSpecimen","J.B.Baitello","13","espelina","R.Cielo-Filho & F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello","-48.831667","-23.008333","2024-08-06T09:13:28","(Silva Manso) Cogn.","1427","<nO>COLETA: Erva reptante, frutos amarelos à vermelho.; GEOGRAFIA: Savana;</nO>",,"SPSF00048804","América do Sul","Magnoliopsida",,,,"728","728",,,,,,,,"SPLINK","Avaré",,,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","1427","2014","Baitello, J.B.","n.d.","Arzolla, F.A.R.D.P.; Vilela, F.E.S.P.; Baitello, J.B.","Cielo Filho",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cayaponia espelina","(Silva Manso) Cogn.","possibly_ok","Cucurbitaceae","Cayaponia espelina","(Silva Manso) Cogn.","species","name accepted","bfo-17054",,,"Cayaponia espelina (Silva Manso) Cogn.","Cayaponia","Cucurbitaceae","low","Cayaponia espelina"
"speciesLink","SPSF","48732","Chamaecrista desvauxii","Plantae","Fabaceae","Chamaecrista","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Fabales","PreservedSpecimen","J.B.Baitello","13","desvauxii","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814444","-23.003056","2024-08-06T09:13:49","(Collad.) Killip","1647","<nO>COLETA: Arbusto de 60cm de altura; flores amarelas; fruto imaturo verde.; GEOGRAFIA: Cerrado Stricto sensu;</nO>",,"SPSF00048732","América do Sul","Magnoliopsida","2014","05","01","792","792",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1647","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chamaecrista desvauxii","(Collad.) Killip","possibly_ok","Fabaceae","Chamaecrista desvauxii","(Collad.) Killip","species","name accepted","bfo-78639",,,"Chamaecrista desvauxii (Collad.) Killip","Chamaecrista","Fabaceae","low","Chamaecrista desvauxii"
"speciesLink","SPSF","48733","Chamaecrista desvauxii var. latistipula","Plantae","Fabaceae","Chamaecrista","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Fabales","PreservedSpecimen","J.B.Baitello","13","desvauxii","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06T09:13:49","(Collad.) Killip","1648","<nO>COLETA: Arbusto de 30cm de altura; flores na cor amarela.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048733","América do Sul","Magnoliopsida","2014","05","01","770","770","var. latistipula",,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1648","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chamaecrista desvauxii var. desvauxii","(Collad.) Killip","variety","Fabaceae","Chamaecrista desvauxii var. desvauxii","(Collad.) Killip","variety","name misspelled","bfo-27928",,,"Chamaecrista desvauxii var. desvauxii (Collad.) Killip","Chamaecrista","Fabaceae","low","Chamaecrista desvauxii"
"gbif","SPSF","48733","Chamaecrista desvauxii var. latistipula (Benth.) G.P.Lewis","Plantae","Fabaceae","Chamaecrista","2014","4","15","Brasil","Sp",,"Estação Ecológica de Avaré","IF","Tracheophyta","Fabales","PRESERVED_SPECIMEN","J.B.Baitello","https://specieslink.net/col/13","desvauxii","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06 09:13:49","(Collad.) Killip","1648",,,,,"Magnoliopsida",,,,"770","770","latistipula",,,,,,,"GBIF","Avaré","2014-05-01","Chamaecrista desvauxii var. latistipula (Benth.) G.P.Lewis",,"BR",,,"2014-04-15",,,,,,"ACCEPTED","VARIETY",,,,,,,,,,,,,,,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county","1086916816",,,,"https://specieslink.net/guid/13/48733",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Chamaecrista",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Chamaecrista desvauxii","Chamaecrista desvauxii var. latistipula","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA",,,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_avare","Brazil","São Paulo","Avaré",,"check_local.2municip.","Chamaecrista desvauxii var. latistipula","(Benth.) G.P.Lewis","variety|name_w_authors","Fabaceae","Chamaecrista desvauxii var. latistipula","(Benth.) G.P.Lewis","variety","name accepted","bfo-27931",,,"Chamaecrista desvauxii var. latistipula (Benth.) G.P.Lewis","Chamaecrista","Fabaceae","unknown","Chamaecrista desvauxii"
"speciesLink","SPSF","48600","Chromolaena pungens","Plantae","Asteraceae","Chromolaena","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Asterales","PreservedSpecimen","M.Monge","13","pungens","J.B.Baitello & F.E.S.P.Vilela & F. A. R. D. P. Arzolla & R.Cielo-Filho","-48.814444","-23.003056","2024-08-06T09:13:11","((Gardner) R.M.King & H.Rob.)","2605","<nO>COLETA: Arbusto,, 50cm, flores cor lilás.; GEOGRAFIA: Cerrado stricto sensu.;</nO>",,"SPSF00048600","América do Sul","Magnoliopsida","2014","06","25","792","792",,,,,,,,"SPLINK","Avaré","2014-06-25",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2605","2014","Monge, M.","2014","Vilela, F.E.S.P.; Arzolla, F.A.R.D.P.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chromolaena pungens","(Gardner) R.M.King & H.Rob.","possibly_ok","Asteraceae","Chromolaena pungens","(Gardner) R.M.King & H.Rob.","species","author misspelled","bfo-26982",,,"Chromolaena pungens (Gardner) R.M.King & H.Rob.","Chromolaena","Asteraceae","high","Chromolaena pungens"
"speciesLink","SPSF","48609","Chromolaena squalida","Plantae","Asteraceae","Chromolaena","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Asterales","PreservedSpecimen","M.Monge","13","squalida","J.B.Baitello & F.E.S.P.Vilela & F. A. R. D. P. Arzolla & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06T09:13:11","(DC.) R.M. King & H. Rob.","2614","<nO>COLETA: Árvore, 3m de altura.; GEOGRAFIA: Mosaico de Campo cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048609","América do Sul","Magnoliopsida","2014","06","26","770","770",,,,,,,,"SPLINK","Avaré","2014-06-26",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2614","2014","Monge, M.","2014","Vilela, F.E.S.P.; Arzolla, F.A.R.D.P.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chromolaena squalida","(DC.) R.M.King & H.Rob.","possibly_ok","Asteraceae","Chromolaena squalida","(DC.) R.M.King & H.Rob.","species","author misspelled","bfo-16061",,,"Chromolaena squalida (DC.) R.M.King & H.Rob.","Chromolaena","Asteraceae","high","Chromolaena squalida"
"speciesLink","SPSF","48841","Clematis brasiliana","Plantae","Ranunculaceae","Clematis","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Ranunculales","PreservedSpecimen","J.B.Baitello","13","brasiliana","F. A. R. D. P. Arzolla","-48.919998","-23.09","2024-08-06T09:16:20","(L.) Kunzte","1686","<nO>COLETA: Arbusto, 30 cm de altura, flores creme.; GEOGRAFIA: Mosaico de Campo cerrado, Campo sujo e Campo limpo.;</nO>","29856","SPSF00048841","América do Sul","Magnoliopsida","2015","06","18","753","753",,,,,,,,"SPLINK","Avaré","2015-06-18",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1686","2014","Baitello, J.B.","2015",,"Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Clematis brasiliana","DC.","possibly_ok","Ranunculaceae","Clematis brasiliana","DC.","species","author misspelled","bfo-13813",,,"Clematis brasiliana DC.","Clematis","Ranunculaceae","low","Clematis brasiliana"
"speciesLink","SPSF","48734","Clitoria densiflora","Plantae","Fabaceae","Clitoria","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Fabales","PreservedSpecimen","M. Marques","13","densiflora","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06T09:13:49","(Benth.) Benth.","1649","<nO>COLETA: Erva de 30cm de altura, com flores róseas.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048734","América do Sul","Magnoliopsida","2014","05","01","770","770",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1649","2014","Marques, M.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Clitoria densiflora","(Benth.) Benth.","possibly_ok","Fabaceae","Clitoria densiflora","(Benth.) Benth.","species","name accepted","bfo-29538",,,"Clitoria densiflora (Benth.) Benth.","Clitoria","Fabaceae","low","Clitoria densiflora"
"speciesLink","SPSF","48735","Commelina obliqua","Plantae","Commelinaceae","Commelina","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Commelinales","PreservedSpecimen","J.B.Baitello","13","obliqua","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06T09:12:36","Vahl","1650","<nO>COLETA: Erva com 50cm de altura; flores na cor Lilás.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048735","América do Sul","Liliopsida","2014","05","01","770","770",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1650","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Commelina obliqua","Vahl","possibly_ok","Commelinaceae","Commelina obliqua","Vahl","species","name accepted","bfo-16913",,,"Commelina obliqua Vahl","Commelina","Commelinaceae","low","Commelina obliqua"
"speciesLink","SPSF","48795","Cordia sellowiana","Plantae","Boraginaceae","Cordia","2014","06","25","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Lamiales","PreservedSpecimen","J.B.Baitello","13","sellowiana","J.B.Baitello & F.E.S.P.Vilela & F. A. R. D. P. Arzolla & R.Cielo-Filho","-48.807778","-22.994722","2024-08-06T09:14:15","Cham.","2641","<nO>COLETA: Arvoreta, 3,5, flores com estames brancos, fruto verde-escuro.; GEOGRAFIA: Floresta Estacional Semidecidual.;</nO>",,"SPSF00048795","América do Sul","Magnoliopsida",,,,"731","731",,,,,,,,"SPLINK","Avaré",,,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2641","2014","Baitello, J.B.","n.d.","Vilela, F.E.S.P.; Arzolla, F.A.R.D.P.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cordia sellowiana","Cham.","possibly_ok","Cordiaceae","Cordia sellowiana","Cham.","species","name accepted","bfo-16528",,,"Cordia sellowiana Cham.","Cordia","Cordiaceae","low","Cordia sellowiana"
