"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","order","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","coordinatePrecision","barcode","continentocean","class","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLatitude","verbatimLongitude","preparationtype","individualcount","relatedcatalogitem","fieldNumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","48716","Alibertia sessilis","Plantae","Rubiaceae","Alibertia","2014","04","16","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Rubiales","PreservedSpecimen","J.B.Baitello","13","sessilis","J.B.Baitello & F. A. R. D. P. Arzolla & F.E.S.P.Vilela & R.Cielo-Filho","-48.814722","-23.023333","2024-08-06T09:16:26","(Vell.) K.Schum","2626","<nO>COLETA: Arbusto de 1,5m de altura; fruto de cor verde.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo limpo e Campo sujo.;</nO>",,"SPSF00048716","América do Sul","Magnoliopsida","2014","05","01","718","718",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2626","2014","Baitello, J.B.","2014","Arzolla, F.A.R.D.P.; Vilela, F.E.S.P.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cordiera sessilis","(Vell.) Kuntze","possibly_ok","Rubiaceae","Cordiera sessilis","(Vell.) Kuntze","species","author misspelled|replaced synonym","bfo-20721","Cordiera sessilis","(Vell.) Kuntze","Cordiera sessilis (Vell.) Kuntze","Cordiera","Rubiaceae","low","Cordiera sessilis"
"speciesLink","SPSF","48736","Crotalaria micans","Plantae","Fabaceae","Crotalaria","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Fabales","PreservedSpecimen","J.B.Baitello","13","micans","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06T09:13:50","Link","1651","<nO>COLETA: Erva de 20cm de altura; flores na cor vermelha e amarela.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048736","América do Sul","Magnoliopsida","2014","05","01","770","770",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1651","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Crotalaria micans","Link","possibly_ok","Fabaceae","Crotalaria micans","Link","species","name accepted","bfo-29571",,,"Crotalaria micans Link","Crotalaria","Fabaceae","low","Crotalaria micans"
"speciesLink","SPSF","48805","Cyanocephalus","Plantae","Lamiaceae","Cyanocephalus","2014","06","25","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Lamiales","PreservedSpecimen","G.M. Antar","13",,"R.Cielo-Filho & F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello","-48.800833","-23.018056","2024-08-06T09:14:19",,"1428","<nO>COLETA: Arbusto, 0,5m, flor lilás.; GEOGRAFIA: Savana.;</nO>",,"SPSF00048805","América do Sul","Magnoliopsida","2017","04","17","744","744",,,,,,,,"SPLINK","Avaré","2017-04-17",,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","1428","2014","Antar, G.M.","2017","Arzolla, F.A.R.D.P.; Vilela, F.E.S.P.; Baitello, J.B.","Cielo Filho",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cyanocephalus","(Pohl ex Benth.) Harley & J.F.B.Pastore","indet","Lamiaceae","Cyanocephalus","(Pohl ex Benth.) Harley & J.F.B.Pastore","genus","name accepted","bfo-132546",,,"Cyanocephalus (Pohl ex Benth.) Harley & J.F.B.Pastore","Cyanocephalus","Lamiaceae","medium",
"speciesLink","SPSF","48739","Dalbergia miscolobium","Plantae","Fabaceae","Dalbergia","2014","04","16","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Fabales","PreservedSpecimen","J.B.Baitello","13","miscolobium","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.822222","-23.014167","2024-08-06T09:13:50","Benth.","1654","<nO>COLETA: Árvore com 7m de altura; flores de cor marrom.; GEOGRAFIA: Cerrado Stricto sensu;</nO>",,"SPSF00048739","América do Sul","Magnoliopsida","2014","05","01","761","761",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1654","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Dalbergia miscolobium","Benth.","possibly_ok","Fabaceae","Dalbergia miscolobium","Benth.","species","name accepted","bfo-22914",,,"Dalbergia miscolobium Benth.","Dalbergia","Fabaceae","low","Dalbergia miscolobium"
"speciesLink","SPSF","48740","Davilla rugosa","Plantae","Dilleniaceae","Davilla","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Dilleniales","PreservedSpecimen","J.B.Baitello","13","rugosa","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814444","-23.003056","2024-08-06T09:13:29","Poir.","1655","<nO>COLETA: Liana com fruto imaturo verde.; GEOGRAFIA: Cerrado Stricto sensu;</nO>",,"SPSF00048740","América do Sul","Magnoliopsida","2014","05","01","792","792",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1655","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Davilla rugosa","Poir.","possibly_ok","Dilleniaceae","Davilla rugosa","Poir.","species","name accepted","bfo-7353",,,"Davilla rugosa Poir.","Davilla","Dilleniaceae","low","Davilla rugosa"
"speciesLink","SPSF","48741","Declieuxia cordigera","Plantae","Rubiaceae","Declieuxia","2014","04","16","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Rubiales","PreservedSpecimen","J.B.Baitello","13","cordigera","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.018611","2024-08-06T09:16:30","Mart. & Zucc. & ex Schult. & Schult. f.","1656","<nO>COLETA: Arbusto de 40cm de altura; com flores de cor lilás.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048741","América do Sul","Magnoliopsida","2014","05","30","753","753",,,,,,,,"SPLINK","Avaré","2014-05-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1656","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.","possibly_ok","Rubiaceae","Declieuxia cordigera","Mart. & Zucc. ex Schult. & Schult.f.","species","author misspelled","bfo-13918",,,"Declieuxia cordigera Mart. & Zucc. ex Schult. & Schult.f.","Declieuxia","Rubiaceae","low","Declieuxia cordigera"
"speciesLink","SPSF","48775","Schefflera vinosa","Plantae","Araliaceae","Schefflera","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Apiales","PreservedSpecimen",,"13","vinosa","R.Cielo-Filho & F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello","-48.814444","-23.003056","2024-08-06T09:12:56","(Cham. & Schltdl.) Frodin & Fiaschi","1401","<nO>COLETA: Arbusto de 80cm de altura, com inflorescência de botões ferrugíneos.; GEOGRAFIA: Cerrado Stricto sensu.;</nO>",,"SPSF00048775","América do Sul","Magnoliopsida",,,,"792","792",,,,,,,,"SPLINK","Avaré",,,,,,,,,,,,,,,,,,,"SPSF",,"Cielo Filho, R.","1401","2014","s.n.","n.d.","Arzolla, F.A.R.D.P.; Vilela, F.E.S.P.; Baitello, J.B.","Cielo Filho",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Didymopanax vinosus","(Cham. & Schltdl.) Marchal","possibly_ok","Araliaceae","Didymopanax vinosus","(Cham. & Schltdl.) Marchal","species","replaced synonym","bfo-43285","Didymopanax vinosus","(Cham. & Schltdl.) Marchal","Didymopanax vinosus (Cham. & Schltdl.) Marchal","Didymopanax","Araliaceae","unknown","Didymopanax vinosus"
"speciesLink","SPSF","48839","Distimake digitatus","Plantae","Convolvulaceae","Distimake","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Solanales","PreservedSpecimen","R.K. Kojima","13","digitatus","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06T09:17:02","(Spreng.) A.R. Simões & Staples","1684","<nO>COLETA: Arbusto de 0,1m de altura. Flor na cor branca.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048839","América do Sul","Magnoliopsida","2018","08","15","770","770",,,,,,,,"SPLINK","Avaré","2018-08-15",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1684","2014","Kojima, R.K.","2018","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Distimake digitatus","(Spreng.) A.R. Simões & Staples","possibly_ok","Convolvulaceae","Distimake digitatus","(Spreng.) A.R. Simões & Staples","species","name accepted","bfo-603914",,,"Distimake digitatus (Spreng.) A.R. Simões & Staples","Distimake","Convolvulaceae","low","Distimake digitatus"
"speciesLink","SPSF","48742","Duguetia furfuracea","Plantae","Annonaceae","Duguetia","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Magnoliales","PreservedSpecimen","J.B.Baitello","13","furfuracea","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.013889","2024-08-06T09:15:00","(A.St.-Hil.) Saff.","1657","<nO>COLETA: Arbusto de 70cm de altura; flores na cor vermelha.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048742","América do Sul","Magnoliopsida","2014","05","01","770","770",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1657","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Duguetia furfuracea","(A.St.-Hil.) Saff.","possibly_ok","Annonaceae","Duguetia furfuracea","(A.St.-Hil.) Saff.","species","name accepted","bfo-110313",,,"Duguetia furfuracea (A.St.-Hil.) Saff.","Duguetia","Annonaceae","low","Duguetia furfuracea"
"speciesLink","SPSF","48602","Elephantopus biflorus","Plantae","Asteraceae","Elephantopus","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Asterales","PreservedSpecimen","M.Monge","13","biflorus","J.B.Baitello & F.E.S.P.Vilela & F. A. R. D. P. Arzolla & R.Cielo-Filho","-48.814444","-23.003056","2024-08-06T09:13:12","(Less.) Sch.Bip.","2607","<nO>COLETA: Erva, 12cm, inflorescência antiga.; GEOGRAFIA: Cerrado stricto sensu.;</nO>",,"SPSF00048602","América do Sul","Magnoliopsida","2014","05","25","792","792",,,,,,,,"SPLINK","Avaré","2014-05-25",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2607","2014","Monge, M.","2014","Vilela, F.E.S.P.; Arzolla, F.A.R.D.P.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Elephantopus biflorus","(Less.) Sch.Bip.","possibly_ok","Asteraceae","Elephantopus biflorus","(Less.) Sch.Bip.","species","name accepted","bfo-27048",,,"Elephantopus biflorus (Less.) Sch.Bip.","Elephantopus","Asteraceae","high","Elephantopus biflorus"
"speciesLink","SPSF","48743","Emilia fosbergii","Plantae","Asteraceae","Emilia","2014","04","16","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Asterales","PreservedSpecimen","J.B.Baitello","13","fosbergii","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.018611","2024-08-06T09:13:12","Nicolson","1658","<nO>COLETA: Erva de 50cm de altura, com flores de cor vermelha.; GEOGRAFIA: Mozaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048743","América do Sul","Magnoliopsida","2014","05","01","753","753",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1658","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Emilia fosbergii","Nicolson","possibly_ok","Asteraceae","Emilia fosbergii","Nicolson","species","name accepted","bfo-16104",,,"Emilia fosbergii Nicolson","Emilia","Asteraceae","low","Emilia fosbergii"
"speciesLink","SPSF","48859","Erechtites valerianifolius","Plantae","Asteraceae","Erechtites","2014","06","25","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Asterales","PreservedSpecimen","M.Monge","13","valerianifolius","J.B.Baitello & F.E.S.P.Vilela & F. A. R. D. P. Arzolla & R.Cielo-Filho","-48.831667","-23.008333","2024-08-06T09:13:12","(Wolf) DC.","2661","<nO>COLETA: Erva, 0,4m, flor roxa.; GEOGRAFIA: Savana.;</nO>",,"SPSF00048859","América do Sul","Magnoliopsida","2014","10","30","728","728",,,,,,,,"SPLINK","Avaré","2014-10-30",,,,,,,,,,,,,,,,,,"SPSF",,"Baitello, J.B.","2661","2014","Monge, M.","2014","Vilela, F.E.S.P.; Arzolla, F.A.R.D.P.; Cielo Filho, R.","Baitello",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Erechtites valerianifolius","(Link ex Spreng.) DC.","possibly_ok","Asteraceae","Erechtites valerianifolius","(Link ex Spreng.) DC.","species","author misspelled","bfo-16114",,,"Erechtites valerianifolius (Link ex Spreng.) DC.","Erechtites","Asteraceae","high","Erechtites valerianifolius"
"speciesLink","SPSF","48746","Erythroxylum campestre","Plantae","Erythroxylaceae","Erythroxylum","2014","04","16","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Malpighiales","PreservedSpecimen","J.B.Baitello","13","campestre","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.816944","-23.008889","2024-08-06T09:15:05","A.St.Hil","1661","<nO>COLETA: Árvore com 1,3m de altura.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048746","América do Sul","Magnoliopsida","2014","05","30","774","774",,,,,,,,"SPLINK","Avaré","2014-05-30",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1661","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Erythroxylum campestre","A.St.-Hil.","possibly_ok","Erythroxylaceae","Erythroxylum campestre","A.St.-Hil.","species","author misspelled","bfo-17419",,,"Erythroxylum campestre A.St.-Hil.","Erythroxylum","Erythroxylaceae","low","Erythroxylum campestre"
"speciesLink","SPSF","48745","Erythroxylum suberosum","Plantae","Erythroxylaceae","Erythroxylum","2014","04","15","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Malpighiales","PreservedSpecimen","J.B.Baitello","13","suberosum","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.931389","-23.013889","2024-08-06T09:15:05","A.St.-Hil.","1660","<nO>COLETA: Árvore de 3m de altura; fruto na cor amarelo.; GEOGRAFIA: Mosaico de Campo Cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048745","América do Sul","Magnoliopsida","2014","05","01","770","770",,,,,,,,"SPLINK","Avaré","2014-05-01",,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1660","2014","Baitello, J.B.","2014","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Erythroxylum suberosum","A.St.-Hil.","possibly_ok","Erythroxylaceae","Erythroxylum suberosum","A.St.-Hil.","species","name accepted","bfo-17434",,,"Erythroxylum suberosum A.St.-Hil.","Erythroxylum","Erythroxylaceae","low","Erythroxylum suberosum"
"speciesLink","SPSF","48849","Eugenia aurata","Plantae","Myrtaceae","Eugenia","2014","04","16","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Myrtales","PreservedSpecimen","O.T. Aguiar","13","aurata","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.816944","-23.008889","2024-08-06T09:15:48","O.Berg","1694","<nO>COLETA: Árvore, 2m, fruto maduro roxo.; GEOGRAFIA: Mosaico de Campo cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048849","América do Sul","Magnoliopsida",,,,"774","774",,,,,,,,"SPLINK","Avaré",,,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1694","2014","Aguiar, O.T.","n.d.","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Eugenia aurata","O.Berg","possibly_ok","Myrtaceae","Eugenia aurata","O.Berg","species","name accepted","bfo-25827",,,"Eugenia aurata O.Berg","Eugenia","Myrtaceae","high","Eugenia aurata"
"gbif","SPSF","48853","Eugenia hiemalis Cambess.","Plantae","Myrtaceae","Eugenia","2014","4","16","Brasil","Sp",,"Estação Ecológica de Avaré","IF","Tracheophyta","Myrtales","PRESERVED_SPECIMEN","O.T. Aguiar","https://specieslink.net/col/13","hiemalis","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.814722","-23.023333","2024-08-06 09:15:52","O.Berg","1698",,,,,"Magnoliopsida",,,,"718","718",,,,,,,,"GBIF","Avaré",,"Eugenia hiemalis Cambess.",,"BR",,,"2014-04-16",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county","1135076068",,,,"https://specieslink.net/guid/13/48853",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eugenia",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Eugenia hiemalis","Eugenia hiemalis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_avare","Brazil","São Paulo","Avaré",,"check_local.2municip.","Eugenia hiemalis","Cambess.","name_w_authors","Myrtaceae","Eugenia hiemalis","Cambess.","species","name accepted","bfo-10414",,,"Eugenia hiemalis Cambess.","Eugenia","Myrtaceae","unknown","Eugenia hiemalis"
"speciesLink","SPSF","48855","Eugenia punicifolia","Plantae","Myrtaceae","Eugenia","2014","04","16","Brasil","SP","Avaré","Estação Ecológica de Avaré","IF","Magnoliophyta","Myrtales","PreservedSpecimen","O.T. Aguiar","13","punicifolia","F. A. R. D. P. Arzolla & F.E.S.P.Vilela & J.B.Baitello & R.Cielo-Filho","-48.822222","-23.014167","2024-08-06T09:15:52","(Kunth) DC.","1700","<nO>COLETA: Árvore, 2,5m, frutos maduro vermelho.; GEOGRAFIA: Mosaico de Campo cerrado, Campo sujo e Campo limpo.;</nO>",,"SPSF00048855","América do Sul","Magnoliopsida",,,,"761","761",,,,,,,,"SPLINK","Avaré",,,,,,,,,,,,,,,,,,,"SPSF",,"Arzolla, F.A.R.D.P.","1700","2014","Aguiar, O.T.","n.d.","Vilela, F.E.S.P.; Baitello, J.B.; Cielo Filho, R.","Arzolla",,"brazil","sao paulo","avare","estacao ecologica de avare",,"locality","brazil_sao paulo_avare","brazil_sao paulo_avare",-23.07419247,-48.89468038,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Eugenia punicifolia","(Kunth) DC.","possibly_ok","Myrtaceae","Eugenia punicifolia","(Kunth) DC.","species","name accepted","bfo-10515",,,"Eugenia punicifolia (Kunth) DC.","Eugenia","Myrtaceae","high","Eugenia punicifolia"
