"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship.x","downloadedFrom","scientificNameAuthorship.y","dayIdentified","latitude","longitude","monthIdentified","yearIdentified","right","modified_incomplete","scientificNameAuthorship","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2025-05-05T15:48:25",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"11104","3601","Medeiros, A.S.;Calligaris, L.S.; Silva, E.D.C.",,,,,,,,,,,,"2023","12","18",,,,,,,,"São Paulo","Tapirai","Tapirai","RPPN Parque do Zizo, FOD",,,,"-23.96361","-47.50722",,,,,,,,,,,,"Medeiros, A.S.",,"2023-12-18",,,"Acianthera oligantha",,,,,,,"Plantae",,,,,"Orchidaceae",,,,"Acianthera",,,,"oligantha",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.96361","-47.50722",,"Splink",,"18",,,"12","2023",,,"(Barb.Rodr.) F.Barros",,"SORO011104",,,,,,,,,,,,,,,,,,,"SORO",,"Medeiros, A.S.","3601","2023","Medeiros, A.S.","2023","Calligaris, L.S.; Silva, E.D.C.","Medeiros",,"brazil","sao paulo","tapirai","rppn parque do zizo",,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county","brazil_sao paulo_tapirai","Brazil","São Paulo","Tapiraí",,"gdam","check_local.2municip.","Acianthera oligantha","(Barb.Rodr.) F.Barros","possibly_ok","Orchidaceae","Acianthera oligantha","(Barb.Rodr.) F.Barros","species","name accepted","bfo-11039",,,"Acianthera oligantha (Barb.Rodr.) F.Barros","Acianthera","Orchidaceae","low","Acianthera oligantha"
"speciesLink",,,"2025-05-05T15:48:25",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"11105","3602","Medeiros, A.S.;Calligaris, L.S.; Silva, E.D.C.",,,,,,,,,,,,"2024","06","17",,,,,,,,"São Paulo","Tapirai","Tapirai","RPPN Parque do Zizo, FOD",,,,"-23.96361","-47.50722",,,,,,,,,,,,"Medeiros, A.S.",,"2024-06-17",,,"Acianthera pubescens",,,,,,,"Plantae",,,,,"Orchidaceae",,,,"Acianthera",,,,"pubescens",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.96361","-47.50722",,"Splink",,"17",,,"06","2024",,,"(Lindl.) Pridgeon & M.W.Chase",,"SORO011105",,,,,,,,,,,,,,,,,,,"SORO",,"Medeiros, A.S.","3602","2024","Medeiros, A.S.","2024","Calligaris, L.S.; Silva, E.D.C.","Medeiros",,"brazil","sao paulo","tapirai","rppn parque do zizo",,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county","brazil_sao paulo_tapirai","Brazil","São Paulo","Tapiraí",,"gdam","check_local.2municip.","Acianthera pubescens","(Lindl.) Pridgeon & M.W.Chase","possibly_ok","Orchidaceae","Acianthera pubescens","(Lindl.) Pridgeon & M.W.Chase","species","name accepted","bfo-11045",,,"Acianthera pubescens (Lindl.) Pridgeon & M.W.Chase","Acianthera","Orchidaceae","low","Acianthera pubescens"
"speciesLink",,,"2025-05-05T15:48:25",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"11106","3603","Medeiros, A.S.;Calligaris, L.S.; Silva, E.D.C.",,,,,,,,,,,,"2024","06","17",,,,,,,,"São Paulo","Tapirai","Tapirai","RPPN Parque do Zizo, FOD",,,,"-23.96361","-47.50722",,,,,,,,,,,,"Medeiros, A.S.",,"2024-06-17",,,"Acianthera saundersiana",,,,,,,"Plantae",,,,,"Orchidaceae",,,,"Acianthera",,,,"saundersiana",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.96361","-47.50722",,"Splink",,"17",,,"06","2024",,,"(Rchb.f.) Pridgeon & M.W.Chase",,"SORO011106",,,,,,,,,,,,,,,,,,,"SORO",,"Medeiros, A.S.","3603","2024","Medeiros, A.S.","2024","Calligaris, L.S.; Silva, E.D.C.","Medeiros",,"brazil","sao paulo","tapirai","rppn parque do zizo",,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county","brazil_sao paulo_tapirai","Brazil","São Paulo","Tapiraí",,"gdam","check_local.2municip.","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","possibly_ok","Orchidaceae","Acianthera saundersiana","(Rchb.f.) Pridgeon & M.W.Chase","species","name accepted","bfo-11051",,,"Acianthera saundersiana (Rchb.f.) Pridgeon & M.W.Chase","Acianthera","Orchidaceae","low","Acianthera saundersiana"
"speciesLink",,,"2025-06-04T10:10:13",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"12610","3882","Medeiros, A.S.",,,,,,,,,,,,"2024","05","21",,,,,,,,"São Paulo","Tapiraí","Tapiraí","RPPN Parque do Zizo",,,,"-23.96376","-47.50737",,,,,,,,,,,,"Silva, EDC",,,,,"Aegiphila integrifolia",,,,,,,"Plantae",,,,,"Lamiaceae",,,,"Aegiphila",,,,"integrifolia",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.96376","-47.50737",,"Splink",,,,,,,,,"(Jacq.) Moldenke",,"SORO012610",,,,,,,,,,,,,,,,,,,"SORO",,"Medeiros, A.S.","3882","2024","Silva, E.D.C.",,,"Medeiros",,"brazil","sao paulo","tapirai","rppn parque do zizo",,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county","brazil_sao paulo_tapirai","Brazil","São Paulo","Tapiraí",,"gdam","check_local.2municip.","Aegiphila integrifolia","(Jacq.) Moldenke","possibly_ok","Lamiaceae","Aegiphila integrifolia","(Jacq.) Moldenke","species","name accepted","bfo-23320",,,"Aegiphila integrifolia (Jacq.) Moldenke","Aegiphila","Lamiaceae","low","Aegiphila integrifolia"
"speciesLink",,,"2025-05-05T15:48:27",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"12405","3682","Medeiros, A.S.",,,,,,,,,,,,"2024","04","21",,,,,,,,"São Paulo","Tapiraí","Tapiraí","RPPN Parque do Zizo",,,,"-23.96369","-47.5073",,,,,,,,,,,,"Maruyama, A.",,,,,"Amaioua guianensis",,,,,,,"Plantae",,,,,"Rubiaceae",,,,"Amaioua",,,,"guianensis",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.96369","-47.50730",,"Splink",,,,,,,,,"Aubl.",,"SORO012405",,,,,,,,,,,,,,,,,,,"SORO",,"Medeiros, A.S.","3682","2024","Maruyama, A.",,,"Medeiros",,"brazil","sao paulo","tapirai","rppn parque do zizo",,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county","brazil_sao paulo_tapirai","Brazil","São Paulo","Tapiraí",,"gdam","check_local.2municip.","Amaioua guianensis","Aubl.","possibly_ok","Rubiaceae","Amaioua guianensis","Aubl.","species","name accepted","bfo-13829",,,"Amaioua guianensis Aubl.","Amaioua","Rubiaceae","low","Amaioua guianensis"
"speciesLink",,,"2025-05-05T15:48:25",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"11108","3605","Medeiros, A.S.;Calligaris, L.S.; Silva, E.D.C.",,,,,,,,,,,,"2023","12","27",,,,,,,,"São Paulo","Tapirai","Tapirai","RPPN Parque do Zizo, FOD",,,,"-23.96361","-47.50722",,,,,,,,,,,,"Medeiros, A.S.",,"2023-12-27",,,"Anathallis linearifolia",,,,,,,"Plantae",,,,,"Orchidaceae",,,,"Anathallis",,,,"linearifolia",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.96361","-47.50722",,"Splink",,"27",,,"12","2023",,,"(Cogn.) Pridgeon & M.W.Chase",,"SORO011108",,,,,,,,,,,,,,,,,,,"SORO",,"Medeiros, A.S.","3605","2023","Medeiros, A.S.","2023","Calligaris, L.S.; Silva, E.D.C.","Medeiros",,"brazil","sao paulo","tapirai","rppn parque do zizo",,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county","brazil_sao paulo_tapirai","Brazil","São Paulo","Tapiraí",,"gdam","check_local.2municip.","Anathallis linearifolia","(Cogn.) Pridgeon & M.W.Chase","possibly_ok","Orchidaceae","Anathallis linearifolia","(Cogn.) Pridgeon & M.W.Chase","species","name accepted","bfo-11097",,,"Anathallis linearifolia (Cogn.) Pridgeon & M.W.Chase","Anathallis","Orchidaceae","low","Anathallis linearifolia"
"speciesLink",,,"2025-05-05T15:48:25",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"11107","3604","Medeiros, A.S.;Calligaris, L.S.; Silva, E.D.C.",,,,,,,,,,,,"2024","02","04",,,,,,,,"São Paulo","Tapirai","Tapirai","RPPN Parque do Zizo, FOD",,,,"-23.96361","-47.50722",,,,,,,,,,,,"Medeiros, A.S.",,"2024-02-04",,,"Anathallis rubens",,,,,,,"Plantae",,,,,"Orchidaceae",,,,"Anathallis",,,,"rubens",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.96361","-47.50722",,"Splink",,"04",,,"02","2024",,,"(Lindl.) Pridgeon & M.W.Chase",,"SORO011107",,,,,,,,,,,,,,,,,,,"SORO",,"Medeiros, A.S.","3604","2024","Medeiros, A.S.","2024","Calligaris, L.S.; Silva, E.D.C.","Medeiros",,"brazil","sao paulo","tapirai","rppn parque do zizo",,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county","brazil_sao paulo_tapirai","Brazil","São Paulo","Tapiraí",,"gdam","check_local.2municip.","Anathallis rubens","(Lindl.) Pridgeon & M.W.Chase","possibly_ok","Orchidaceae","Anathallis rubens","(Lindl.) Pridgeon & M.W.Chase","species","name accepted","bfo-11118",,,"Anathallis rubens (Lindl.) Pridgeon & M.W.Chase","Anathallis","Orchidaceae","low","Anathallis rubens"
"speciesLink",,,"2025-06-09T14:41:58",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"12629","3757","Medeiros, A.S.",,,,,,,,,,,,"2024","12","21",,,,,,,,"São Paulo","Tapiraí","Tapiraí","RPPN Parque do Zizo.",,,,"-23.96375","-47.50736",,,,,,,,,,,,"Nadruz, M.",,"2025-04-28",,,"Anthurium gaudichaudianum",,,,,,,"Plantae",,,,,"Araceae",,,,"Anthurium",,,,"gaudichaudianum",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.96375","-47.50736",,"Splink",,"28",,,"04","2025",,,"Kunth.",,"SORO012629",,,,,,,,,,,,,,,,,,,"SORO",,"Medeiros, A.S.","3757","2024","Nadruz, M.","2025",,"Medeiros",,"brazil","sao paulo","tapirai","rppn parque do zizo",,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county","brazil_sao paulo_tapirai","Brazil","São Paulo","Tapiraí",,"gdam","check_local.2municip.","Anthurium gaudichaudianum","Kunth","possibly_ok","Araceae","Anthurium gaudichaudianum","Kunth","species","author misspelled","bfo-4930",,,"Anthurium gaudichaudianum Kunth","Anthurium","Araceae","high","Anthurium gaudichaudianum"
"speciesLink",,,"2025-05-05T15:47:24",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"12427","3722","Medeiros, A.S.",,,,,,,,,,,,"2024","04","21",,,,,,,,"São Paulo","Tapiraí","Tapiraí","RPPN Parque do Zizo",,,,"-23.9638","-47.50741",,,,,,,,,,,,,,,,,"Anthurium scandens",,,,,,,"Plantae",,,,,"Araceae",,,,"Anthurium",,,,"scandens",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.96380","-47.50741",,"Splink",,,,,,,,,"(Aubl.) Engl.",,"SORO012427",,,,,,,,,,,,,,,,,,,"SORO",,"Medeiros, A.S.","3722","2024",,,,"Medeiros",,"brazil","sao paulo","tapirai","rppn parque do zizo",,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county","brazil_sao paulo_tapirai","Brazil","São Paulo","Tapiraí",,"gdam","check_local.2municip.","Anthurium scandens","(Aubl.) Engl.","possibly_ok","Araceae","Anthurium scandens","(Aubl.) Engl.","species","name accepted","bfo-4971",,,"Anthurium scandens (Aubl.) Engl.","Anthurium","Araceae","unknown","Anthurium scandens"
"speciesLink",,,"2025-06-09T14:41:58",,,"391",,"UFSCar","SORO",,"PreservedSpecimen",,,,"12643","3844","Medeiros, A.S.",,,,,,,,,,,,"2024","05","09",,,,,,,,"São Paulo","Tapiraí","Tapiraí","RPPN Parque do Zizo.",,,,"-23.96375","-47.50736",,,,,,,,,,,,"Nadruz, M.",,,,,"Anthurium sellowianum",,,,,,,"Plantae",,,,,"Araceae",,,,"Anthurium",,,,"sellowianum",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"-23.96375","-47.50736",,"Splink",,,,,,,,,"Kunth.",,"SORO012643",,,,,,,,,,,,,,,,,,,"SORO",,"Medeiros, A.S.","3844","2024","Nadruz, M.",,,"Medeiros",,"brazil","sao paulo","tapirai","rppn parque do zizo",,"locality","brazil_sao paulo_tapirai","brazil_sao paulo_tapirai",-24.00837668,-47.61905578,"county","brazil_sao paulo_tapirai","Brazil","São Paulo","Tapiraí",,"gdam","check_local.2municip.","Anthurium sellowianum","Kunth","possibly_ok","Araceae","Anthurium sellowianum","Kunth","species","author misspelled","bfo-4972",,,"Anthurium sellowianum Kunth","Anthurium","Araceae","high","Anthurium sellowianum"
