"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Bromeliaceae","Aechmea","coelestis","(K.Koch) É.Morren","BROMELIACEAE Aechmea coelestis (K.Koch) É.Morren","RB00141159",,"RB","Martinelli, G.","15845","Native","Ouro","Parque Estadual Campina do Encantado, próximo ao Rio Pariquera-Açú.","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Bromeliaceae","Aechmea","distichantha","Lem.","BROMELIACEAE Aechmea distichantha Lem.","SP050230","SPLINK","SP","Martinelli, G.","15852","Native","Ouro","Parque Estadual Campina do Encantado, Próximo ao Rio Pariquera-Açu.","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Bromeliaceae","Aechmea","gracilis","Lindm.","BROMELIACEAE Aechmea gracilis Lindm.","351702","SPLINK","SP","Martinelli, G.","15845","Native","Ouro","Parque Estadual Campina do Encantado, Próximo ao rio Pariquera-Açú.","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Bromeliaceae","Aechmea","nudicaulis","(L.) Griseb.","BROMELIACEAE Aechmea nudicaulis (L.) Griseb.","RB00141172",,"RB","Martinelli, G.","15858","Native","Ouro","Próximo ao Rio Pariquera-Açú. Parque Estadual Campina do Encantado","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Araceae","Anthurium","itanhaense","Engl.","ARACEAE Anthurium itanhaense Engl.","RB00515020",,"RB","Martinelli, G.","15860","Native","Ouro","Parque Estadual Campina do Encantado.","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Bromeliaceae","Canistropsis","billbergioides","(Schult. & Schult.f.) Leme","BROMELIACEAE Canistropsis billbergioides (Schult. & Schult.f.) Leme","SP051398","SPLINK","SP","Martinelli, G.","15850","Native","Ouro","Parque Estadual Campina do Encantado, Próximo ao Rio Pariquera-Açú.","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Bromeliaceae","Catopsis","sessiliflora","(Ruiz & Pav.) Mez","BROMELIACEAE Catopsis sessiliflora (Ruiz & Pav.) Mez","SP051492","SPLINK","SP","Martinelli, G.","15857","Native","Ouro","Parque Estadual Campina do Encantado, Próximo ao Rio Pariquera-Açú.","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Dioscoreaceae","Dioscorea","monadelpha","(Kunth) Griseb.","DIOSCOREACEAE Dioscorea monadelpha (Kunth) Griseb.","RFA30292","SPLINK","RFA","Sztutman, M.","325","Native","Ouro","Parque Estadual da Campina do Encantado.","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Orchidaceae","Epidendrum","rigidum","Jacq.","ORCHIDACEAE Epidendrum rigidum Jacq.","RB01228827",,"RB","Sztutman, M.","299","Native","Ouro","Parque Estadual Campina do Encantado","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Myrtaceae","Eugenia","beaurepairiana","(Kiaersk.) D.Legrand","MYRTACEAE Eugenia beaurepairiana (Kiaersk.) D.Legrand","LUSC008627","SPLINK","LUSC","Szututman, M.","327","Native","Ouro","Parque estadual da Campina do Encantado. Floresta Ombrófila Densa. Floresta Alta de Restinga - Morro do Carrapato.","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Myrtaceae","Eugenia","fusca","O.Berg","MYRTACEAE Eugenia fusca O.Berg","LUSC007149","SPLINK","LUSC","Szututman, M.","300","Native","Ouro","Parque Estadual da Campina do Encantado. Floresta Ombrófila Densa. Floresta Alta de Restinga - Lombada Grande.","Não"
"PARQUE ESTADUAL DA CAMPINA DO ENCANTADO","Angiosperms","Melastomataceae","Mouriri","chamissoana","Cogn.","MELASTOMATACEAE Mouriri chamissoana Cogn.","UPCB0019323","SPLINK","UPCB","Sztutman, M.","78","Native","Ouro","Parque Estadual da Campina do Encantado. Floresta Ombrófila Densa. Floresta de Turfeira (Floresta Paludosa de Restinga) Transição p/ Fl. Alta de Restinga.","Não"
