"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Anacardiaceae","Anacardium","occidentale","L.","ANACARDIACEAE Anacardium occidentale L.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Anacardiaceae","Schinus","terebinthifolia","Raddi","ANACARDIACEAE Schinus terebinthifolia Raddi","FLOR00072372","Reflora","FLOR","Mendes, R.R.","s.n.","Native","Ouro","Planta coletada na borda de um pequeno fragmento secundário, próximo a um curso d´água e adjacente a uma floresta de eucalipto situada dentro da área da empresa Natura.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Apocynaceae","Asclepias","curassavica","L.","APOCYNACEAE Asclepias curassavica L.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Apocynaceae","Himatanthus","drasticus","(Mart.) Plumel","APOCYNACEAE Himatanthus drasticus (Mart.) Plumel",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Apocynaceae","Mandevilla","emarginata","(Vell.) C.Ezcurra","APOCYNACEAE Mandevilla emarginata (Vell.) C.Ezcurra","117911","Splink","UEC","Quast, M.P.","1","Native","Ouro","Jordanésia","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Araceae","Xanthosoma","taioba","E.G.Gonç.","ARACEAE Xanthosoma taioba E.G.Gonç.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Asteraceae","Cosmos","sulphureus","Cav.","ASTERACEAE Cosmos sulphureus Cav.","148227441","GBIF","Observations","Garcia, R.",,"Naturalized","Bronze","Cajamar, SP, Brasil","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Asteraceae","Sphagneticola","trilobata","(L.) Pruski","ASTERACEAE Sphagneticola trilobata (L.) Pruski",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Asteraceae","Symphyopappus","itatiayensis","(Hieron.) R.M.King & H.Rob.","ASTERACEAE Symphyopappus itatiayensis (Hieron.) R.M.King & H.Rob.","32065","Splink","IAC","Macedo, J.C.R.","s/nº","Native","Ouro",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Bignoniaceae","Handroanthus","ochraceus","(Cham.) Mattos","BIGNONIACEAE Handroanthus ochraceus (Cham.) Mattos",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Bignoniaceae","Spathodea","campanulata","P. Beauv.","BIGNONIACEAE Spathodea campanulata P. Beauv.","203804449","GBIF","Observations","Garcia, D.R.",,"Cultivated","Bronze","Fazenda Velha, Cajamar - SP, Brasil","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Bixaceae","Bixa","orellana","L.","BIXACEAE Bixa orellana L.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Boraginaceae","Cynoglossum","amabile","Stapf & J.R.Drumm.","BORAGINACEAE Cynoglossum amabile Stapf & J.R.Drumm.","119664","Splink","SP","Hoehne, W.","4040","Cultivated","Bronze",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Brassicaceae","Lepidium","virginicum","L.","BRASSICACEAE Lepidium virginicum L.",,"GBIF",,,,"Naturalized","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Campanulaceae","Hippobroma","longiflora","(L.) G.Don","CAMPANULACEAE Hippobroma longiflora (L.) G.Don",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Cannaceae","Canna","indica","L.","CANNACEAE Canna indica L.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Caricaceae","Carica","papaya","L.","CARICACEAE Carica papaya L.",,"GBIF",,"User",,"Naturalized","Latão","São Paulo","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Commelinaceae","Dichorisandra","thyrsiflora","J.C.Mikan","COMMELINACEAE Dichorisandra thyrsiflora J.C.Mikan",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Convolvulaceae","Ipomoea","batatas","(L.) Lam.","CONVOLVULACEAE Ipomoea batatas (L.) Lam.",,"GBIF",,,,"Naturalized","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Cordiaceae","Cordia","alliodora","(Ruiz & Pav.) Cham.","CORDIACEAE Cordia alliodora (Ruiz & Pav.) Cham.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Cucurbitaceae","Melothria","pendula","L.","CUCURBITACEAE Melothria pendula L.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Ferns and Lycophytes","Dicksoniaceae","Dicksonia","sellowiana","Hook.","DICKSONIACEAE Dicksonia sellowiana Hook.","147868854","GBIF","Observations","Silveira, B.L.S.B.",,"Native","Bronze","São Paulo, BR","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Euphorbiaceae","Euphorbia","peplus","L.","EUPHORBIACEAE Euphorbia peplus L.","454049","GBIF","SP","Silva, O.L.M.","95","Naturalized","Ouro","Parque Municipal da Grota Funda, próximo à sede administrativa do Parque. Crescendo nos canteiros em meio à gramíneas e outras plantas ornamentais","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Aeschynomene","parviflora","Micheli","FABACEAE Aeschynomene parviflora Micheli","SP025966","Splink","SP","Hoehne, W.","4041","Native","Bronze","Proximidades de Cajamar","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Andira","fraxinifolia","Benth.","FABACEAE Andira fraxinifolia Benth.","UEC154797","Splink","UEC","Reis, T.R.","152","Native","Bronze","estrada para pirapora","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Bauhinia","longifolia","(Bong.) Steud.","FABACEAE Bauhinia longifolia (Bong.) Steud.","UEC037010","Splink","UEC","Escobar, N.A.G.","144","Native","Bronze","Serra do Japi","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Chamaecrista","nictitans","(L.) Moench","FABACEAE Chamaecrista nictitans (L.) Moench","179580","GBIF","UEC","Escobar, N.A.G.","151","Native","Bronze","Serra do Japi","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Chamaecrista","rotundifolia","(Pers.) Greene","FABACEAE Chamaecrista rotundifolia (Pers.) Greene","179535","GBIF","UEC","Escobar, N.A.G.","150","Native","Bronze","Serra do Japi","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Chamaecrista","trichopoda","(Benth.) Britton & Rose ex Britton & Killip","FABACEAE Chamaecrista trichopoda (Benth.) Britton & Rose ex Britton & Killip","179627","GBIF","UEC","Escobar, N.A.G.","145","Native","Bronze","Serra do Japi","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Dahlstedtia","floribunda","(Vogel) M.J. Silva & A.M.G. Azevedo","FABACEAE Dahlstedtia floribunda (Vogel) M.J. Silva & A.M.G. Azevedo","41417","Splink","UEC","Gentry, A.","49233","Native","Ouro","Forest at camping facility, Represa Atibainha Lake, ca. 21 km W of Igaratá off Dom Pedro highway between Campinas and Jacareí, alt. ca. 700 m.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae",,,"Lindl.","FABACEAE Fabaceae Lindl.","41418","GBIF","UEC","Gentry, A.","49245",,"Ouro","Represa Atabainha Lake., 21Km between Campinas and Jacareí.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Inga","edulis","Mart.","FABACEAE Inga edulis Mart.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Machaerium","brasiliense","Vogel","FABACEAE Machaerium brasiliense Vogel","UEC164090","Splink","UEC","Reis, T.R.","94","Native","Bronze","Estrada para Jundiaí.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Machaerium","hirtum","(Vell.) Stellfeld","FABACEAE Machaerium hirtum (Vell.) Stellfeld","UEC154800","Splink","UEC","Reis, T.R.","116","Native","Bronze","Estrada Cajamar- Pirapora","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Mimosa","velloziana","Mart.","FABACEAE Mimosa velloziana Mart.",,"GBIF",,,,"Native","Latão",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Neonotonia","wightii","(Graham ex Wight & Arn.) J.A.Lackey","FABACEAE Neonotonia wightii (Graham ex Wight & Arn.) J.A.Lackey","UEC160740","Splink","UEC","Reis, T.R.","112","Naturalized","Bronze","Estrada para Pirapora.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Senna","macranthera","(DC. ex Collad.) H.S.Irwin & Barneby","FABACEAE Senna macranthera (DC. ex Collad.) H.S.Irwin & Barneby","UEC037036","Splink","UEC","Escobar, N.A.G.","152","Native","Bronze","Serra do Japi","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL CAJAMAR","Angiosperms","Fabaceae","Senna","splendida","(Vogel) H.S.Irwin & Barneby","FABACEAE Senna splendida (Vogel) H.S.Irwin & Barneby","UEC029174","Splink","UEC","Escobar, N.A.G.","164","Native","Bronze","Serra do Japi","Não"
