"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificepithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","barcode","continentocean","phylum","preparationtype","order","minimumelevationinmeters","maximumelevationinmeters","class","infraspecificepithet","individualcount","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","accessRights","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventTime","startDayOfYear","endDayOfYear","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedByID","identificationReferences","identificationVerificationStatus","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","verbatimTaxonRank","vernacularName","nomenclaturalCode","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","scientificNameAuthorship.y","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.correct.mun.1","NAME_0.1","NAME_1.1","NAME_2.1","NAME_3.1","source.1","loc.correct.mun.2","NAME_0.2","NAME_1.2","NAME_2.2","NAME_3.2","source.2","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","IAC","52531","Lacistema hasslerianum","Plantae","Lacistemataceae","Lacistema","1987","02","19","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba","IAC","PreservedSpecimen","-23.4897","-48.4128","64","hasslerianum","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.4128","-23.4897","2023-06-29T09:30:54","Chodat","s/nº",,"R.B. Torres et al.","1987","02","19",,,,"Tracheophyta",,"Malpighiales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1987-02-19",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","s.n.","1987","Torres, R.B.","1987","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lacistema hasslerianum","Chodat","possibly_ok","Lacistemataceae","Lacistema hasslerianum","Chodat","species","name accepted","bfo-8097",,,"Lacistema hasslerianum Chodat","Lacistema","Lacistemataceae","high","Lacistema hasslerianum"
"speciesLink","IAC","51254","Lafoensia pacari","Plantae","Lythraceae","Lafoensia","1986","10","30","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","pacari","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-06-29T09:32:14","A.St.-Hil.","55",,"R.B. Torres","1988","06","30",,,,"Tracheophyta",,"Myrtales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-30",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","55","1986","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lafoensia pacari","A.St.-Hil.","possibly_ok","Lythraceae","Lafoensia pacari","A.St.-Hil.","species","name accepted","bfo-8784",,,"Lafoensia pacari A.St.-Hil.","Lafoensia","Lythraceae","medium","Lafoensia pacari"
"speciesLink","IAC","51295","Pithecellobium incuriale","Plantae","Fabaceae(=Leguminosae)","Pithecellobium",,,,"Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","incuriale","R.B. Torres & N. Figueiredo","-48.35056","-23.423889","2023-09-15T15:16:14","(Vell.) Benth.","s/nº",,"A.L. Mesquita","1988","06","30",,,,"Tracheophyta",,"Fabales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-30",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","s.n.","n.d.","Mesquita, A.L.","1988","Figueiredo, N.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Leucochloron incuriale","(Vell.) Barneby & J.W.Grimes","possibly_ok","Fabaceae","Leucochloron incuriale","(Vell.) Barneby & J.W.Grimes","species","author misspelled|replaced synonym","bfo-31038","Leucochloron incuriale","(Vell.) Barneby & J.W.Grimes","Leucochloron incuriale (Vell.) Barneby & J.W.Grimes","Leucochloron","Fabaceae","high","Leucochloron incuriale"
"speciesLink","IAC","50957","Lithraea molleoides","Plantae","Anacardiaceae","Lithraea","1987","08","21","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","molleoides","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:21:05","(Vell.) Engl.","258",,"R.B. Torres","1988","06","21",,,,"Tracheophyta",,"Sapindales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-21",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","258","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lithraea molleoides","(Vell.) Engl.","possibly_ok","Anacardiaceae","Lithraea molleoides","(Vell.) Engl.","species","name accepted","bfo-4391",,,"Lithraea molleoides (Vell.) Engl.","Lithraea","Anacardiaceae","medium","Lithraea molleoides"
"speciesLink","IAC","50971","Lundia obliqua","Plantae","Bignoniaceae","Lundia","1987","03","13","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","obliqua","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-06-29T09:29:44","Sond.","163",,"R.B. Torres","1988","06","13",,,,"Tracheophyta",,"Lamiales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-13",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","163","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Lundia obliqua","Sond.","possibly_ok","Bignoniaceae","Lundia obliqua","Sond.","species","name accepted","bfo-113469",,,"Lundia obliqua Sond.","Lundia","Bignoniaceae","medium","Lundia obliqua"
"speciesLink","IAC","51213","Machaerium brasiliense","Plantae","Fabaceae(=Leguminosae)","Machaerium","1987","09","11","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","brasiliense","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:16:02","Vogel","279",,"J.Y. Tamashiro","1988","05","11",,,,"Tracheophyta",,"Fabales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-05-11",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","279","1987","Tamashiro, J.Y.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Machaerium brasiliense","Vogel","possibly_ok","Fabaceae","Machaerium brasiliense","Vogel","species","name accepted","bfo-29764",,,"Machaerium brasiliense Vogel","Machaerium","Fabaceae","high","Machaerium brasiliense"
"speciesLink","UEC","151388","Chlorophora tinctoria","Plantae","Moraceae","Chlorophora","1987","05","13","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","UNICAMP","S","-23.711339","-48.59025","2","tinctoria","Torres, RB; Figueiredo, N; Oliveira, AR","-48.59025","-23.711339","2025-04-07T11:00:31","(L.) Gaudich. ex Benth.","187","<nO>Árvore 8 m. Interior da mata secundária. Madeira boa, resistente. Espinhas axilares e nos ramos. ""Taiúva"".</nO>","Semir, J","1988",,,,,,"Magnoliopsida",,,,,,,,"SPLINK","Angatuba","1988-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","187","1987","Semir, J.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba, mata secundaria",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Maclura tinctoria","(L.) D.Don ex Steud.","possibly_ok","Moraceae","Maclura tinctoria","(L.) D.Don ex Steud.","species","replaced synonym","bfo-10186","Maclura tinctoria","(L.) D.Don ex Steud.","Maclura tinctoria (L.) D.Don ex Steud.","Maclura","Moraceae","low","Maclura tinctoria"
"speciesLink","IAC","51239","Manettia cordifolia","Plantae","Rubiaceae","Manettia","1987","07","08","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.4897","-48.4128","64","cordifolia","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.4128","-23.4897","2023-09-15T15:17:08","Mart.","242",,"R.B. Torres","1988","06","08",,,,"Tracheophyta",,"Gentianales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-08",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","242","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Manettia cordifolia","Mart.","possibly_ok","Rubiaceae","Manettia cordifolia","Mart.","species","name accepted","bfo-14098",,,"Manettia cordifolia Mart.","Manettia","Rubiaceae","medium","Manettia cordifolia"
"speciesLink","SPSF","45493","Manettia tweedieana","Plantae","Rubiaceae","Manettia","1987","03","11","Brasil","SP","Angatuba","Estação Ecológica de Angatuba","IF","PreservedSpecimen",,,"13","tweedieana","R.B.Torres & N.Figueiredo & A.R.de Oliveira","-48.350556","-23.423889","2024-08-06T09:16:31","K.Schum.","151","<nO>COLETA: Cipó. Flores tubulares vermelhas.;</nO>","F.Marinero","2023","10","16",,"SPSF00045493","América do Sul","Magnoliophyta",,"Rubiales","624","624","Magnoliopsida",,,"SPLINK","Angatuba","2023-10-16",,,,,,,,,,,,,,,,,,"SPSF",,"Torres, R.B.","151","1987","Marinero, F.","2023","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Manettia tweedieana","K.Schum.","possibly_ok","Rubiaceae","Manettia tweedieana","K.Schum.","species","name accepted","bfo-14108",,,"Manettia tweedieana K.Schum.","Manettia","Rubiaceae","low","Manettia tweedieana"
"speciesLink","UEC","151150","Mansoa difficilis","Plantae","Bignoniaceae","Mansoa","1987","10","07","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","UNICAMP","S","-23.711642","-48.593278","2","difficilis","Torres, RB; Figueiredo, N; Oliveira, AR","-48.593278","-23.711642","2025-04-07T10:51:01","Bureau & K.Schum.","292","<nO>Trepadeira. Borda da mata. Flores roxas perfumadas.</nO>","Gabrielli","1988",,,,"UEC140658",,"Magnoliopsida",,,,,,,,"SPLINK","Angatuba","1988-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","292","1987","Gabrielli","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba, mata secundaria",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Mansoa difficilis","(Cham.) Bureau & K.Schum.","possibly_ok","Bignoniaceae","Mansoa difficilis","(Cham.) Bureau & K.Schum.","species","author misspelled","bfo-113525",,,"Mansoa difficilis (Cham.) Bureau & K.Schum.","Mansoa","Bignoniaceae","low","Mansoa difficilis"
"speciesLink","UEC","151290","Matayba elaeagnoides","Plantae","Sapindaceae","Matayba","1987","10","09","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","UNICAMP","S","-23.711664","-48.5935","2","elaeagnoides","Torres, RB; Figueiredo, N; Oliveira, AR","-48.5935","-23.711664","2025-04-07T11:04:27","Radlk.","299","<nO>Árvore 7 m. Beira da mata secundária. Flores brancas, levemente perfumadas, com muitas abelhas.</nO>","Torres, RB","1988",,,,"UEC160167",,"Magnoliopsida",,,,,,,,"SPLINK","Angatuba","1988-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","299","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba, mata secundaria",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Matayba elaeagnoides","Radlk.","possibly_ok","Sapindaceae","Matayba elaeagnoides","Radlk.","species","name accepted","bfo-32720",,,"Matayba elaeagnoides Radlk.","Matayba","Sapindaceae","medium","Matayba elaeagnoides"
"speciesLink","UEC","151329","Hyptis suaveolens","Plantae","Lamiaceae","Hyptis","1987","07","08","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Beira da mata.","UNICAMP","S","-23.710803","-48.933333","2","suaveolens","Torres, RB; Figueiredo, N; Oliveira, AR","-48.933333","-23.710803","2025-04-07T10:57:11","(L.) Poit.","244","<nO>Arbusto 1.5 m. Flores azuladas.; Mata secundária.</nO>","Torres, RB","1998",,,,"UEC043778",,"Magnoliopsida",,,"624","624",,,,"SPLINK","Angatuba","1998-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","244","1987","Torres, R.B.","1998","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Mesosphaerum suaveolens","(L.) Kuntze","possibly_ok","Lamiaceae","Mesosphaerum suaveolens","(L.) Kuntze","species","author misspelled|replaced synonym","bfo-59418","Mesosphaerum suaveolens","(L.) Kuntze","Mesosphaerum suaveolens (L.) Kuntze","Mesosphaerum","Lamiaceae","medium","Mesosphaerum suaveolens"
"speciesLink","IAC","51282","Miconia argyrophylla","Plantae","Melastomataceae","Miconia","1986","09","10","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","argyrophylla","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:19:33","DC.","16",,"J. Semir & I.B. Baldassari","1988","06","10",,,,"Tracheophyta",,"Myrtales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-10",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","16","1986","Semir, J.","1988","Figueiredo, N.; Oliveira, A.R.","Torres","Baldassari, I.B.","brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Miconia argyrophylla","DC.","possibly_ok","Melastomataceae","Miconia argyrophylla","DC.","species","name accepted","bfo-23731",,,"Miconia argyrophylla DC.","Miconia","Melastomataceae","high","Miconia argyrophylla"
