"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificepithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","barcode","continentocean","phylum","preparationtype","order","minimumelevationinmeters","maximumelevationinmeters","class","infraspecificepithet","individualcount","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","X","gbifID","accessRights","language","license","publisher","references","rightsHolder","institutionID","ownerInstitutionCode","informationWithheld","dataGeneralizations","dynamicProperties","occurrenceID","recordedByID","individualCount","organismQuantity","organismQuantityType","sex","lifeStage","reproductiveCondition","caste","behavior","vitality","establishmentMeans","degreeOfEstablishment","pathway","georeferenceVerificationStatus","occurrenceStatus","preparations","disposition","associatedOccurrences","associatedReferences","associatedSequences","associatedTaxa","otherCatalogNumbers","organismID","organismName","organismScope","associatedOrganisms","previousIdentifications","organismRemarks","materialEntityID","materialEntityRemarks","verbatimLabel","materialSampleID","eventID","parentEventID","eventType","fieldNumber","eventTime","startDayOfYear","endDayOfYear","samplingProtocol","sampleSizeValue","sampleSizeUnit","samplingEffort","eventRemarks","locationID","higherGeographyID","higherGeography","continent","waterBody","islandGroup","island","verticalDatum","verbatimDepth","minimumDistanceAboveSurfaceInMeters","maximumDistanceAboveSurfaceInMeters","locationAccordingTo","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","verbatimSRS","footprintWKT","footprintSRS","footprintSpatialFit","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceSources","georeferenceRemarks","geologicalContextID","earliestEonOrLowestEonothem","latestEonOrHighestEonothem","earliestEraOrLowestErathem","latestEraOrHighestErathem","earliestPeriodOrLowestSystem","latestPeriodOrHighestSystem","earliestEpochOrLowestSeries","latestEpochOrHighestSeries","earliestAgeOrLowestStage","latestAgeOrHighestStage","lowestBiostratigraphicZone","highestBiostratigraphicZone","lithostratigraphicTerms","group","formation","member","bed","identificationID","verbatimIdentification","identificationQualifier","typeStatus","identifiedByID","identificationReferences","identificationVerificationStatus","taxonID","scientificNameID","acceptedNameUsageID","parentNameUsageID","originalNameUsageID","nameAccordingToID","namePublishedInID","taxonConceptID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","higherClassification","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","verbatimTaxonRank","vernacularName","nomenclaturalCode","nomenclaturalStatus","taxonRemarks","datasetKey","publishingCountry","lastInterpreted","elevation","elevationAccuracy","depth","depthAccuracy","distanceFromCentroidInMeters","issue","mediaType","hasCoordinate","hasGeospatialIssues","taxonKey","acceptedTaxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","subgenusKey","speciesKey","species","verbatimScientificName","typifiedName","protocol","lastParsed","lastCrawled","repatriated","relativeOrganismQuantity","projectId","isSequenced","gbifRegion","publishedByGbifRegion","level0Gid","level0Name","level1Gid","level1Name","level2Gid","level2Name","level3Gid","level3Name","iucnRedListCategory","associatedMedia","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","scientificNameAuthorship.y","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.correct.mun.1","NAME_0.1","NAME_1.1","NAME_2.1","NAME_3.1","source.1","loc.correct.mun.2","NAME_0.2","NAME_1.2","NAME_2.2","NAME_3.2","source.2","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","IAC","51263","Casearia decandra","Plantae","Salicaceae","Casearia",,,,"Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","decandra","R.B. Torres & N. Figueiredo","-48.35056","-23.423889","2023-09-15T15:18:51","Jacq.","s/nº",,"R.B. Torres","1988","06","30",,,,"Tracheophyta",,"Malpighiales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-30",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","s.n.","n.d.","Torres, R.B.","1988","Figueiredo, N.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Casearia decandra","Jacq.","possibly_ok","Salicaceae","Casearia decandra","Jacq.","species","name accepted","bfo-14367",,,"Casearia decandra Jacq.","Casearia","Salicaceae","high","Casearia decandra"
"speciesLink","IAC","51267","Casearia obliqua","Plantae","Salicaceae","Casearia",,,,"Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","obliqua","R.B. Torres & N. Figueiredo","-48.35056","-23.423889","2023-09-15T15:18:51","Spreng.","s/nº",,"R.B. Torres","1988","06","30",,,,"Tracheophyta",,"Malpighiales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-30",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","s.n.","n.d.","Torres, R.B.","1988","Figueiredo, N.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Casearia obliqua","Spreng.","possibly_ok","Salicaceae","Casearia obliqua","Spreng.","species","name accepted","bfo-14378",,,"Casearia obliqua Spreng.","Casearia","Salicaceae","high","Casearia obliqua"
"speciesLink","IAC","51270","Casearia sylvestris","Plantae","Salicaceae","Casearia","1987","08","19","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","sylvestris","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:18:57","Sw.","251",,"R.B. Torres","1988","06","19",,,,"Tracheophyta",,"Malpighiales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-19",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","251","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Casearia sylvestris","Sw.","possibly_ok","Salicaceae","Casearia sylvestris","Sw.","species","name accepted","bfo-14384",,,"Casearia sylvestris Sw.","Casearia","Salicaceae","high","Casearia sylvestris"
"speciesLink","CEN","107664","Cassia ferruginea","Plantae","Fabaceae Caesalp.","Cassia","1986","11","24",,"SP","ANGATUBA","Estação Ecológica de Angatuba (IF).","Cenargen","PreservedSpecimen","-23,423889","-48,35056","399","ferruginea","Roseli B. Torres","-48.35056","-23.423889","2024-09-19T13:49:53","(Schrad.) Schrad. ex DC.","113","<nO>Flores perfumadas. Doação Universidade Estadual de Campinas - IAC 51.179</nO>","J. Semir","1988","04",,,"CEN00107664",,,"Exsicatas",,"624","624",,,"1","SPLINK","ANGATUBA","1988-04-NA",,,,,,,,,,,,,,,,,,"CEN",,"Torres, R.B.","113","1986","Semir, J.","1988",,"Torres",,,"sp","angatuba","estacao ecologica de angatuba",,"no_info",,,,,"no_info",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cassia ferruginea","(Schrad.) Schrad. ex DC.","possibly_ok","Fabaceae","Cassia ferruginea","(Schrad.) Schrad. ex DC.","species","name accepted","bfo-82785",,,"Cassia ferruginea (Schrad.) Schrad. ex DC.","Cassia","Fabaceae","low","Cassia ferruginea"
"speciesLink","IAC","51220","Centrosema pubescens","Plantae","Fabaceae(=Leguminosae)","Centrosema","1988","04","06","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","pubescens","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:15:40","Benth.","331",,"R.B. Torres","1988","06","06",,,,"Tracheophyta",,"Fabales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-06",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","331","1988","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Centrosema pubescens","Benth.","possibly_ok","Fabaceae","Centrosema pubescens","Benth.","species","name accepted","bfo-22871",,,"Centrosema pubescens Benth.","Centrosema","Fabaceae","medium","Centrosema pubescens"
"speciesLink","IAC","51221","Centrosema virginianum","Plantae","Fabaceae(=Leguminosae)","Centrosema","1987","04","02","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","virginianum","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:15:40","(L.) Benth.","167",,"R.B. Torres","1988","06","02",,,,"Tracheophyta",,"Fabales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-02",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","167","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Centrosema virginianum","(L.) Benth.","possibly_ok","Fabaceae","Centrosema virginianum","(L.) Benth.","species","name accepted","bfo-82879",,,"Centrosema virginianum (L.) Benth.","Centrosema","Fabaceae","medium","Centrosema virginianum"
"speciesLink","UEC","149411","Cestrum corymbosum","Plantae","Solanaceae","Cestrum","1987","12","07","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","UNICAMP","S","-23.711722","-48.594083","2","corymbosum","Torres, RB; Figueiredo, N; Oliveira, AR","-48.594083","-23.711722","2025-04-07T11:04:57","Schltdl.","319","<nO>Arbusto 15 m. Beira da mata secundária. Flores com corola amarela. Frutos maduros pretos.</nO>","Torres, RB","1988",,,,"UEC042080",,"Magnoliopsida",,,,,,,,"SPLINK","Angatuba","1988-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","319","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba, mata secundaria",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cestrum corymbosum","Schltdl.","possibly_ok","Solanaceae","Cestrum corymbosum","Schltdl.","species","name accepted","bfo-14639",,,"Cestrum corymbosum Schltdl.","Cestrum","Solanaceae","medium","Cestrum corymbosum"
"speciesLink","IAC","51564","Cestrum sendtnerianum","Plantae","Solanaceae","Cestrum","1987","06","10","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","sendtnerianum","R.B. Torres","-48.35056","-23.423889","2023-09-15T15:21:34","Mart. ex Sendtn.","227",,"R.B. Torres","1988","06","10",,,,"Tracheophyta",,"Solanales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-10",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","227","1987","Torres, R.B.","1988",,"Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Cestrum mariquitense","Kunth","possibly_ok","Solanaceae","Cestrum mariquitense","Kunth","species","replaced synonym","bfo-14646","Cestrum mariquitense","Kunth","Cestrum mariquitense Kunth","Cestrum","Solanaceae","medium","Cestrum mariquitense"
"speciesLink","IAC","51284","Tibouchina stenocarpa","Plantae","Melastomataceae","Tibouchina","1987","04","22","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","stenocarpa","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:19:39","(DC.) Cogn.","168",,"J. Semir & I.B. Baldassari","1988","06","22",,,,"Tracheophyta",,"Myrtales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-22",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","168","1987","Semir, J.","1988","Figueiredo, N.; Oliveira, A.R.","Torres","Baldassari, I.B.","brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chaetogastra hieracioides","Schrank et Mart. ex. DC.","possibly_ok","Melastomataceae","Chaetogastra hieracioides","Schrank et Mart. ex. DC.","species","name misspelled|replaced synonym","bfo-603382","Chaetogastra hieracioides","Schrank et Mart. ex. DC.","Chaetogastra hieracioides Schrank et Mart. ex. DC.","Chaetogastra","Melastomataceae","high","Chaetogastra hieracioides"
"speciesLink","UEC","151196","Chamissoa altissima","Plantae","Amaranthaceae","Chamissoa","1987","05","13","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","UNICAMP","S","-23.711381","-48.590667","2","altissima","Torres, RB; Figueiredo, N; Oliveira, AR","-48.590667","-23.711381","2025-04-07T10:45:53","(Jacq.) Kunth","201","<nO>Trepadeira. Flores brancas. Ovário desenvolvido rosa.</nO>","Torres, RB","1988",,,,"UEC080798",,"Magnoliopsida",,,,,,,,"SPLINK","Angatuba","1988-NA-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","201","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba, mata secundaria",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chamissoa altissima","(Jacq.) Kunth","possibly_ok","Amaranthaceae","Chamissoa altissima","(Jacq.) Kunth","species","name accepted","bfo-4310",,,"Chamissoa altissima (Jacq.) Kunth","Chamissoa","Amaranthaceae","medium","Chamissoa altissima"
"speciesLink","IAC","51236","Chomelia obtusa","Plantae","Rubiaceae","Chomelia","1986","11","11","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","obtusa","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:16:47","Cham. & Schltdl.","92",,"R. B. Torres","1988","06","11",,,,"Tracheophyta",,"Gentianales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-11",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","92","1986","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chomelia obtusa","Cham. & Schltdl.","possibly_ok","Rubiaceae","Chomelia obtusa","Cham. & Schltdl.","species","name accepted","bfo-13869",,,"Chomelia obtusa Cham. & Schltdl.","Chomelia","Rubiaceae","medium","Chomelia obtusa"
"speciesLink","UEC","151095","Chromolaena laevigata","Plantae","Asteraceae","Chromolaena","1987","07","08","Brazil","São Paulo","Angatuba","Estação Ecológica de Angatuba. Mata Secundária.","UNICAMP","S","-23.711508","-48.591944","2","laevigata","Torres, RB; Figueiredo, N; Oliveira, AR","-48.591944","-23.711508","2025-04-07T10:48:46","(Lam.) R.M.King & H.Rob.","246","<nO>Arbusto, 7 m. Borda da mata. Flores lilás.</nO>","Fernandes, AC","2013","11",,,"UEC120355",,"Magnoliopsida",,,,,,,,"SPLINK","Angatuba","2013-11-NA",,,,,,,,,,,,,,,,,,"UEC",,"Torres, R.B.","246","1987","Fernandes, A.C.","2013","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba, mata secundaria",,"locality","brazil_sao paulo_angatuba","brazil_sao paulo_angatuba",-23.43652785,-48.459291,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Chromolaena laevigata","(Lam.) R.M.King & H.Rob.","possibly_ok","Asteraceae","Chromolaena laevigata","(Lam.) R.M.King & H.Rob.","species","name accepted","bfo-16058",,,"Chromolaena laevigata (Lam.) R.M.King & H.Rob.","Chromolaena","Asteraceae","low","Chromolaena laevigata"
"speciesLink","IAC","51203","Vernonia cognata","Plantae","Asteraceae(=Compositae)","Vernonia","1987","01","22","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","cognata","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-06-29T09:25:57","Less.","140",,"H.F. Leitão Filho","1988","06","22",,,,"Tracheophyta",,"Asterales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-22",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","140","1987","Leitao Filho, H.F.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chrysolaena cognata","(Less.) Dematt.","possibly_ok","Asteraceae","Chrysolaena cognata","(Less.) Dematt.","species","replaced synonym","bfo-104817","Chrysolaena cognata","(Less.) Dematt.","Chrysolaena cognata (Less.) Dematt.","Chrysolaena","Asteraceae","low","Chrysolaena cognata"
"speciesLink","IAC","51438","Chrysophyllum gonocarpum","Plantae","Sapotaceae","Chrysophyllum","1987","09","11","Brasil","São Paulo","Angatuba","Estação Ecológica de Angatuba (IF)","IAC","PreservedSpecimen","-23.423889","-48.35056","64","gonocarpum","R.B. Torres; N. Figueiredo & A.R. Oliveira (2)","-48.35056","-23.423889","2023-09-15T15:15:17","(Mart. & Eichler) Engl.","285",,"R.B. Torres","1988","06","11",,,,"Tracheophyta",,"Ericales",,,"Magnoliopsida",,,"SPLINK","Angatuba","1988-06-11",,,,,,,,,,,,,,,,,,"IAC",,"Torres, R.B.","285","1987","Torres, R.B.","1988","Figueiredo, N.; Oliveira, A.R.","Torres",,"brazil","sao paulo","angatuba","estacao ecologica de angatuba",,"locality","brazil_sao paulo_angatuba_estacao ecologica angatuba","brazil_sao paulo_angatuba_estacao ecologica angatuba",-23.410524,-48.363259,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","possibly_ok","Sapotaceae","Chrysophyllum gonocarpum","(Mart. & Eichler ex Miq.) Engl.","species","author misspelled","bfo-14457",,,"Chrysophyllum gonocarpum (Mart. & Eichler ex Miq.) Engl.","Chrysophyllum","Sapotaceae","medium","Chrysophyllum gonocarpum"
