"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"RESERVA BIOLÓGICA DE ANDRADINA","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","SPF00120349","Splink","SPF","Pereira-Noronha, M.R.","1441","Native","Bronze","Reserva Biológica de Andradina, Mata com ca.d e 70 ha., relativamente bem preservada.","Não"
"RESERVA BIOLÓGICA DE ANDRADINA","Angiosperms","Cannabaceae","Celtis","boliviensis","Planch.","CANNABACEAE Celtis boliviensis Planch.","SPF00110340","Splink","SPF","Pereira-Noronha, M.R.","MSP1055",,"Bronze","Reserva Biológica de Andradina, Reserva biológica da Estação Experimental de Zootecnia de Andraddina. Mata próximo a córrego e margem de estrada.","Não"
"RESERVA BIOLÓGICA DE ANDRADINA","Angiosperms","Cannabaceae","Celtis","pubescens","Sprengel","CANNABACEAE Celtis pubescens Sprengel","SPF00110340","GBIF","SPF","Pereira-Noronha, M.R.","MSP1055",,"Latão","Reserva Biológica de Andradina, Reserva biológica da Estação Experimental de Zootecnia de Andraddina. Mata próximo a córrego e margem de estrada.","Não"
"RESERVA BIOLÓGICA DE ANDRADINA","Angiosperms","Cannabaceae","Trema","micranthum","(L.) Blume","CANNABACEAE Trema micranthum (L.) Blume","SPF00121357","GBIF","SPF","Pereira-Noronha, M.R.","1050","Native","Bronze","Reserva Biológica de Andradina, Reserva Biológica da Estação experimental de Zootecnia de andradina. Mata próximo a córrego e margem de estrada.","Não"
"RESERVA BIOLÓGICA DE ANDRADINA","Angiosperms","Celastraceae","Maytenus",,"Molina","CELASTRACEAE Maytenus Molina","120378","GBIF","SPF","Pereira-Noronha, M.R.","1438",,"Latão","Reserva Biológica de Andradina","Não"
"RESERVA BIOLÓGICA DE ANDRADINA","Angiosperms","Euphorbiaceae","Mabea","fistulifera","Mart.","EUPHORBIACEAE Mabea fistulifera Mart.","SPF00110355","Splink","SPF","Pereira-Noronha, M.R.","MSP1010","Native","Bronze","Reserva Biológica de Andradina","Não"
"RESERVA BIOLÓGICA DE ANDRADINA","Angiosperms","Fabaceae","Senegalia","fiebrigii","(Hassl.) Seigler & Ebinger","FABACEAE Senegalia fiebrigii (Hassl.) Seigler & Ebinger","SPF00110347","Splink","SPF","Pereira-Noronha, M.R.","MSP1059","Native","Ouro","Reserva Biológica de Andradina, Estação Experimental de Zootecnia de Andradina.","Não"
"RESERVA BIOLÓGICA DE ANDRADINA","Angiosperms","Fabaceae","Senegalia","polyphylla","(DC.) Britton & Rose","FABACEAE Senegalia polyphylla (DC.) Britton & Rose","SPF00110801","Splink","SPF","Pereira-Noronha, M.R.","MSP1017","Native","Ouro","Reserva Biológica de Andradina, Estação Experimental de Zootecnia de Andradina.","Não"
"RESERVA BIOLÓGICA DE ANDRADINA","Angiosperms","Lauraceae","Nectandra","megapotamica","(Spreng.) Mez","LAURACEAE Nectandra megapotamica (Spreng.) Mez","110342","GBIF","SPF","Pereira-Noronha, M.R.","MSP1049","Native","Ouro","Reserva Biológica de Andradina","Não"
"RESERVA BIOLÓGICA DE ANDRADINA","Angiosperms","Malpighiaceae","Banisteriopsis","muricata","(Cav.) Cuatrec.","MALPIGHIACEAE Banisteriopsis muricata (Cav.) Cuatrec.","SPF00110356","Splink","SPF","Pereira-Noronha, M.R.","MSP1036","Native","Ouro","Reserva Biológica de Andradina, Mata à margem de estrada.","Não"
