"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship.x","downloadedFrom","scientificNameAuthorship.y","dayIdentified","latitude","longitude","monthIdentified","yearIdentified","right","modified_incomplete","scientificNameAuthorship","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2023-12-20T15:53:53",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"105747","677","Godoy, SAP",,,,,,,,,,,,"1995","07","26",,,,,,,,"São Paulo","São Paulo","São Paulo","APA Parque e Fazenda do Carmo",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,"Senna, L",,"2015-07-NA",,,"Alternanthera kurtzii",,,,,,,"Plantae",,,,,"Amaranthaceae",,,,"Alternanthera",,,,"kurtzii",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,,,,"07","2015",,,"Schinz ex Pedersen",,"SPF00105747",,,,,,,,,,,,,,,,,,,"SPF",,"Godoy, S.A.P.","677","1995","Senna, L.","2015",,"Godoy",,"brazil","sao paulo","sao paulo","apa parque e fazenda do carmo",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Alternanthera kurtzii","Schinz","possibly_ok","Amaranthaceae","Alternanthera kurtzii","Schinz","species","author misspelled","bfo-111922",,,"Alternanthera kurtzii Schinz","Alternanthera","Amaranthaceae","low","Alternanthera kurtzii"
"speciesLink",,,"2023-12-20T16:00:46",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"105775","674","Garcia, RJF",,,,,,,,,,,,"1995","07","25",,,,,,,,"São Paulo","São Paulo","São Paulo","APA Parque e Fazenda do Carmo",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,,,,,,"Anadenanthera",,,,,,,"Plantae",,,,,"Leguminosae",,,,"Anadenanthera",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,,,,,,,,,,"SPF00105775",,,,,,,,,,,,,,,,,,,"SPF",,"Garcia, R.J.F.","674","1995",,,,"Garcia",,"brazil","sao paulo","sao paulo","apa parque e fazenda do carmo",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Anadenanthera","Speg.","indet","Fabaceae","Anadenanthera","Speg.","genus","name accepted","bfo-22782",,,"Anadenanthera Speg.","Anadenanthera","Fabaceae","unknown",
"speciesLink",,,"2024-01-30T15:22:05",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"99631","178","Godoy, SAP",,,,,,,,,,,,"1994","05","24",,,,,,,,"São Paulo","São Paulo","São Paulo","APA Parque e Fazenda do Carmo, Trilha 11.",,,,"-23.583333","-46.466667",,,,,,,,,,,,"Mamede, MCH",,"1997-04-NA",,,"Banisteriopsis adenopoda",,,,,,,"Plantae",,,,,"Malpighiaceae",,,,"Banisteriopsis",,,,"adenopoda",,,,,,,,,,,,,,,,,,,,,"Brasil","700","700",,,,,"-23.583333","-46.466667",,"Splink",,,,,"04","1997",,,"(A.Juss.) B.Gates",,"SPF00099631",,,,,,,,,,,,,,,,,,,"SPF",,"Godoy, S.A.P.","178","1994","Mamede, M.C.H.","1997",,"Godoy",,"brazil","sao paulo","sao paulo","apa parque e fazenda do carmo",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Banisteriopsis adenopoda","(A.Juss.) B.Gates","possibly_ok","Malpighiaceae","Banisteriopsis adenopoda","(A.Juss.) B.Gates","species","name accepted","bfo-8804",,,"Banisteriopsis adenopoda (A.Juss.) B.Gates","Banisteriopsis","Malpighiaceae","high","Banisteriopsis adenopoda"
"speciesLink",,,"2023-12-20T15:54:31",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"101247","571","Godoy, SAP",,,,,,,,,,,,"1995","05","24",,,,,,,,"São Paulo","São Paulo","São Paulo","APA Parque e Fazenda do Carmo, Trilha do TABOR (número 4).",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,"Farinaccio, MA",,"1999-03-NA",,,"Blepharodon nitidum",,,,,,,"Plantae",,,,,"Apocynaceae",,,,"Blepharodon",,,,"nitidum",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,,,,"03","1999",,,"(Vell.) J.F.Macbr.",,"SPF00101247",,,,,,,,,,,,,,,,,,,"SPF",,"Godoy, S.A.P.","571","1995","Farinaccio, M.A.","1999",,"Godoy",,"brazil","sao paulo","sao paulo","apa parque e fazenda do carmo",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Blepharodon pictum","(Vahl) W.D.Stevens","possibly_ok","Apocynaceae","Blepharodon pictum","(Vahl) W.D.Stevens","species","replaced synonym","bfo-21897","Blepharodon pictum","(Vahl) W.D.Stevens","Blepharodon pictum (Vahl) W.D.Stevens","Blepharodon","Apocynaceae","low","Blepharodon pictum"
"speciesLink",,,"2023-12-20T16:04:18",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"101235","556","Godoy, SAP",,,,,,,,,,,,"1995","05","24",,,,,,,,"São Paulo","São Paulo","São Paulo","APA Parque e Fazenda do Carmo, Parque Ecológico da APA. Trilha do Tabor ( número 4)",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,,,,,,"Brosimum",,,,,,,"Plantae",,,,,"Moraceae",,,,"Brosimum",,,,,,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,,,,,,,,,,"SPF00101235",,,,,,,,,,,,,,,,,,,"SPF",,"Godoy, S.A.P.","556","1995",,,,"Godoy",,"brazil","sao paulo","sao paulo","apa parque e fazenda do carmo, parque ecologico da apa",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Brosimum","Sw.","indet","Moraceae","Brosimum","Sw.","genus","name accepted","bfo-10107",,,"Brosimum Sw.","Brosimum","Moraceae","unknown",
"speciesLink",,,"2023-12-20T16:03:09",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"105750","681","Godoy, SAP",,,,,,,,,,,,"1995","07","26",,,,,,,,"São Paulo","São Paulo","São Paulo","APA Parque e Fazenda do Carmo, Parque Ecológico da APA do Carmo. Trilha do campo de futebol, partindo da Av. Aricanduva.",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,"Colli-Silva, M",,"2018-01-NA",,,"Callianthe regnelli",,,,,,,"Plantae",,,,,"Malvaceae",,,,"Callianthe",,,,"regnelli",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,,,,"01","2018",,,"(Miq.) Donnell",,"SPF00105750",,,,,,,,,,,,,,,,,,,"SPF",,"Godoy, S.A.P.","681","1995","Colli-Silva, M.","2018",,"Godoy",,"brazil","sao paulo","sao paulo","apa parque e fazenda do carmo, parque ecologico da apa do carmo",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Callianthe regnelli","(Miq.) Donnell","possibly_ok","Malvaceae","Callianthe regnelli","(Miq.) Donnell","species","name accepted","bfo-134843",,,"Callianthe regnelli (Miq.) Donnell","Callianthe","Malvaceae","low","Callianthe regnelli"
"speciesLink",,,"2023-12-20T16:09:34",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"105754","700","Garcia, RJF",,,,,,,,,,,,"1995","07","26",,,,,,,,"São Paulo","São Paulo","São Paulo","APA Parque e Fazenda do Carmo",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,"Vignoli-Silva, M",,"2009-04-NA",,,"Cestrum corymbosum",,,,,,,"Plantae",,,,,"Solanaceae",,,,"Cestrum",,,,"corymbosum",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,,,,"04","2009",,,"Schltdl.",,"SPF00105754",,,,,,,,,,,,,,,,,,,"SPF",,"Garcia, R.J.F.","700","1995","Vignoli-Silva, M.","2009",,"Garcia",,"brazil","sao paulo","sao paulo","apa parque e fazenda do carmo",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Cestrum corymbosum","Schltdl.","possibly_ok","Solanaceae","Cestrum corymbosum","Schltdl.","species","name accepted","bfo-14639",,,"Cestrum corymbosum Schltdl.","Cestrum","Solanaceae","high","Cestrum corymbosum"
"speciesLink",,,"2023-12-20T16:09:34",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"104357","541","Godoy, SAP",,,,,,,,,,,,"1995","05","23",,,,,,,,"São Paulo","São Paulo","São Paulo","APA Parque e Fazenda do Carmo",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,"Vignoli-Silva, M",,"2009-04-NA",,,"Cestrum intermedium",,,,,,,"Plantae",,,,,"Solanaceae",,,,"Cestrum",,,,"intermedium",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,,,,"04","2009",,,"Sendtn.",,"SPF00104357",,,,,,,,,,,,,,,,,,,"SPF",,"Godoy, S.A.P.","541","1995","Vignoli-Silva, M.","2009",,"Godoy",,"brazil","sao paulo","sao paulo","apa parque e fazenda do carmo",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Cestrum intermedium","Sendtn.","possibly_ok","Solanaceae","Cestrum intermedium","Sendtn.","species","name accepted","bfo-14644",,,"Cestrum intermedium Sendtn.","Cestrum","Solanaceae","high","Cestrum intermedium"
"speciesLink",,,"2023-12-20T16:09:15",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"110803","555","Godoy, SAP",,,,,,,,,,,,"1995","05","24",,,,,,,,"São Paulo","São Paulo","São Paulo","APA Parque e Fazenda do Carmo, Parque Ecológico da APA do Carmo.",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,"Pirani, JR",,"2007-NA-NA",,,"Chrysophyllum marginatum",,,,,,,"Plantae",,,,,"Sapotaceae",,,,"Chrysophyllum",,,,"marginatum",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,,,,,"2007",,,"(Hook. & Arn.) Radlk.",,"SPF00110803",,,,,,,,,,,,,,,,,,,"SPF",,"Godoy, S.A.P.","555","1995","Pirani, J.R.","2007",,"Godoy",,"brazil","sao paulo","sao paulo","apa parque e fazenda do carmo, parque ecologico da apa do carmo",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","possibly_ok","Sapotaceae","Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","species","name accepted","bfo-14462",,,"Chrysophyllum marginatum (Hook. & Arn.) Radlk.","Chrysophyllum","Sapotaceae","medium","Chrysophyllum marginatum"
"speciesLink",,,"2023-12-20T15:59:29",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"105772","687","Garcia, RJF",,,,,,,,,,,,"1995","07","26",,,,,,,,"São Paulo","São Paulo","São Paulo","APA Parque e Fazenda do Carmo",,,,"-23.540001","-46.630001",,"53584",,,,,,,,,,"Cordeiro, I; Caruzo, MBR",,"2005-01-NA",,,"Croton thermarum",,,,,,,"Plantae",,,,,"Euphorbiaceae",,,,"Croton",,,,"thermarum",,,,,,,,,,,,,,,,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,,,,"01","2005",,,"Müll.Arg.",,"SPF00105772",,,,,,,,,,,,,,,,,,,"SPF",,"Garcia, R.J.F.","687","1995","Cordeiro, I.","2005",,"Garcia","Caruzo, M.B.R.","brazil","sao paulo","sao paulo","apa parque e fazenda do carmo",,"locality","brazil_sao paulo_sao paulo","brazil_sao paulo_sao paulo",-23.65041685,-46.64802516,"county","brazil_sao paulo_sao paulo","Brazil","São Paulo","São Paulo",,"ibge","check_local.2municip.","Croton lanatus","Lam.","possibly_ok","Euphorbiaceae","Croton lanatus","Lam.","species","replaced synonym","bfo-35851","Croton lanatus","Lam.","Croton lanatus Lam.","Croton","Euphorbiaceae","high","Croton lanatus"
