"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","phylum","class","order","individualcount","continentocean","preparationtype","typeStatus","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previouscatalognumber","relationshiptype","relatedcatalogitem","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,"HISA","11802","Abrus precatorius","Plantae","Fabaceae","Abrus","2021","04","28","Brasil","São Paulo","Nova Independência","Parque Estadual do Aguapeí","UNESP-IS","PreservedSpecimen","S.Y.Sawakuchi; A.A.Rezende","2021","04","28","21°12'52""","51°30'4""","18","precatorius","S.Y.Sawakuchi; O.I.M.Uzumaki; A.A.Rezende","-51.501111","-21.214444","2025-02-10T15:30:41","L.","132",,,,,"Magnoliophyta","Magnoliopsida","Fabales",,,,,,,,,,,"SPLINK","Nova Independência","2021-04-28",,,,,,,,,,,,,,,,,,"HISA",,"Sawakuchi, S.Y.","132","2021","Sawakuchi, S.Y.","2021","Uzumaki, O.I.M.; Rezende, A.A.","Sawakuchi","Rezende, A.A.","brazil","sao paulo","nova independencia","parque estadual do aguapei",,"locality","brazil_sao paulo_nova independencia","brazil_sao paulo_nova independencia",-21.13528339,-51.50516051,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_nova independencia","Brazil","São Paulo","Nova Independência",,"check_local.2municip.","Abrus precatorius","L.","possibly_ok","Fabaceae","Abrus precatorius","L.","species","name accepted","bfo-82565",,,"Abrus precatorius L.","Abrus","Fabaceae","low","Abrus precatorius"
"gbif",,,"859","Actinostemon Mart. ex Klotzsch","Plantae","Euphorbiaceae","Actinostemon","2000",,,"Brazil","Sp",,"Fazenda Sant'Ana - área pertencente ao Parque Estadual do Aguapeí","Instituto Florestal","OCCURRENCE",,,,,,,,,"Giselda Durigan","-51.380325","-21.2360582","2008-02-08",,,,,,,"Tracheophyta","Magnoliopsida","Malpighiales",,,,,,,,,,,"GBIF","Guaraçaí",,"Actinostemon Mart. ex Klotzsch","Durigan, G.; Franco, G.A.D.C. & Siqueira, M.F. 2004. A vegetação dos remanescentes de cerrado no Estado de São Paulo. In: Bitencourt, M.D. & Mendonça, R.R. (orgs.) Viabilidade da Conservação dos Remanescentes de Cerrado no Estado de São Paulo. São Paulo: Annablume; FAPESP. Pp. 29-56. Durigan, G.; Baitello, J.B.; Franco, G.A.D.C. & Siqueira, M.F. 2004. Plantas do Cerrado Paulista: imagens de uma paisagem ameaçada. São Paulo: Páginas & Letras Editora e Gráfica, 475p. Durigan, G.; Siqueira, M.F.; Franco, G.A.D.C.; Bridgewater, S. & Ratter, J.A.2003. The vegetation of priority areas for cerrado conservation in São Paulo State, Brazil. Edinburgh Journal of Botany 60(2):217-241. Durigan, G.; Ratter, J.A.; Bridgewater, S.; Siqueira, M.F. & Franco, G.A.D.C. 2003. Padrões fitogeográficos do cerrado paulista sob uma perspectiva regional. Hoehnea, São Paulo, 30(1):39-51.","BR",,"SinBIOTA","2000",,,,,,"ACCEPTED","GENUS","Dataset",,,"Fazenda Sant'Ana - área pertencente ao Parque Estadual do Aguapeí",,,,,,,,,,,"brazil","sao paulo","guaracai","fazenda sant'ana - area pertencente ao parque estadual do aguapei",,"locality","brazil_sao paulo_guaracai","brazil_sao paulo_guaracai",-21.08689973,-51.28003353,"county","3967719388","147",,,"8590002","256",,,,"PRESENT",,,,,"Levantamento Botânico Expedito. Método de levantamento florístico rápido cuja unidade amostral é o tempo    que, neste caso, é de 15 minutos. O tempo total de coleta é definido pela curva     espécie x tempo. O tempo mínimo de coleta é de 60 minutos.",,"17699",,,,,,,,,,,,"2408672",,,,,,,,,,,"Actinostemon",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,,"Actinostemon","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_guaracai","Brazil","São Paulo","Guaraçaí",,"check_local.2municip.","Actinostemon","Mart. ex Klotzsch","name_w_authors","Euphorbiaceae","Actinostemon","Mart. ex Klotzsch","genus","name accepted","bfo-17447",,,"Actinostemon Mart. ex Klotzsch","Actinostemon","Euphorbiaceae","unknown",
"speciesLink",,"HISA","11824","Adenocalymma bracteatum","Plantae","Bignoniaceae","Adenocalymma","2021","04","28","Brasil","São Paulo","Nova Independência","Parque Estadual do Aguapeí","UNESP-IS","PreservedSpecimen","A.A.Rezende","2021","04","28",,,"18","bracteatum","S.Y.Sawakuchi; O.I.M.Uzumaki; A.A.Rezende; V.F.Mansano","-51.490002","-21.1","2025-02-10T15:31:04","(Cham.) DC.","155",,,,"16396","Magnoliophyta","Magnoliopsida","Lamiales",,,,,,,,,,,"SPLINK","Nova Independência","2021-04-28",,,,,,,,,,,,,,,,,,"HISA",,"Sawakuchi, S.Y.","155","2021","Rezende, A.A.","2021","Uzumaki, O.I.M.; Rezende, A.A.; Mansano, V.F.","Sawakuchi",,"brazil","sao paulo","nova independencia","parque estadual do aguapei",,"locality","brazil_sao paulo_nova independencia","brazil_sao paulo_nova independencia",-21.13528339,-51.50516051,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_nova independencia","Brazil","São Paulo","Nova Independência",,"check_local.2municip.","Adenocalymma bracteatum","(Cham.) DC.","possibly_ok","Bignoniaceae","Adenocalymma bracteatum","(Cham.) DC.","species","name accepted","bfo-112322",,,"Adenocalymma bracteatum (Cham.) DC.","Adenocalymma","Bignoniaceae","medium","Adenocalymma bracteatum"
"speciesLink","ESA151249","ESA","151249","Agonandra brasiliensis","Plantae","Opiliaceae","Agonandra","2022","02","09","Brasil","São Paulo",,"Parque Estadual do Aguapeí","ESALQ","PreservedSpecimen","V.C. Souza","2022","07",,,,"8","brasiliensis","Rochel, M. F.","0","0","2025-01-15T09:26:05",,"43",,,,,,,,,,,,,,,,,,"SPLINK",,"2022-07-NA",,,,,,,,,,,,,,,,,,"ESA",,"Rochel, M.F.","43","2022","Souza, V.C.","2022",,"Rochel",,"brazil","sao paulo","parque estadual do aguapei","parque estadual do aguapei",,"locality","brazil_sao paulo_parque estadual aguapei","brazil_sao paulo",-22.2584562,-48.7420254,"state",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Agonandra brasiliensis","Miers ex Benth. & Hook.f.","possibly_ok","Opiliaceae","Agonandra brasiliensis","Miers ex Benth. & Hook.f.","species","name accepted","bfo-19966",,,"Agonandra brasiliensis Miers ex Benth. & Hook.f.","Agonandra","Opiliaceae","medium","Agonandra brasiliensis"
"gbif",,,"859","Albizia niopoides (Spruce ex Benth.) Burkart","Plantae","Fabaceae","Albizia","2000",,,"Brazil","Sp",,"Fazenda Sant'Ana - área pertencente ao Parque Estadual do Aguapeí","Instituto Florestal","OCCURRENCE",,,,,,,,"niopoides","Giselda Durigan","-51.380325","-21.2360582","2008-02-08",,,,,,,"Tracheophyta","Magnoliopsida","Fabales",,,,,,,,,,,"GBIF","Guaraçaí",,"Albizia niopoides (Spruce ex Benth.) Burkart","Durigan, G.; Franco, G.A.D.C. & Siqueira, M.F. 2004. A vegetação dos remanescentes de cerrado no Estado de São Paulo. In: Bitencourt, M.D. & Mendonça, R.R. (orgs.) Viabilidade da Conservação dos Remanescentes de Cerrado no Estado de São Paulo. São Paulo: Annablume; FAPESP. Pp. 29-56. Durigan, G.; Baitello, J.B.; Franco, G.A.D.C. & Siqueira, M.F. 2004. Plantas do Cerrado Paulista: imagens de uma paisagem ameaçada. São Paulo: Páginas & Letras Editora e Gráfica, 475p. Durigan, G.; Siqueira, M.F.; Franco, G.A.D.C.; Bridgewater, S. & Ratter, J.A.2003. The vegetation of priority areas for cerrado conservation in São Paulo State, Brazil. Edinburgh Journal of Botany 60(2):217-241. Durigan, G.; Ratter, J.A.; Bridgewater, S.; Siqueira, M.F. & Franco, G.A.D.C. 2003. Padrões fitogeográficos do cerrado paulista sob uma perspectiva regional. Hoehnea, São Paulo, 30(1):39-51.","BR",,"SinBIOTA","2000",,,,,,"ACCEPTED","SPECIES","Dataset",,,"Fazenda Sant'Ana - área pertencente ao Parque Estadual do Aguapeí",,,,,,,,,,,"brazil","sao paulo","guaracai","fazenda sant'ana - area pertencente ao parque estadual do aguapei",,"locality","brazil_sao paulo_guaracai","brazil_sao paulo_guaracai",-21.08689973,-51.28003353,"county","3967720398","147",,,"8590004","256",,,,"PRESENT",,,,,"Levantamento Botânico Expedito. Método de levantamento florístico rápido cuja unidade amostral é o tempo    que, neste caso, é de 15 minutos. O tempo total de coleta é definido pela curva     espécie x tempo. O tempo mínimo de coleta é de 60 minutos.",,"17699",,,,,,,,,,,,"592565",,,,,,,,,,,"Albizia",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Albizia niopoides","Albizia niopoides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_guaracai","Brazil","São Paulo","Guaraçaí",,"check_local.2municip.","Albizia niopoides","(Spruce ex Benth.) Burkart","name_w_authors","Fabaceae","Albizia niopoides","(Spruce ex Benth.) Burkart","species","name accepted","bfo-82616",,,"Albizia niopoides (Spruce ex Benth.) Burkart","Albizia","Fabaceae","unknown","Albizia niopoides"
"speciesLink",,"HISA","11817","Anacardiaceae","Plantae","Anacardiaceae",,"2021","04","28","Brasil","São Paulo","Nova Independência","Parque Estadual do Aguapeí","UNESP-IS","PreservedSpecimen",,,,,,,"18",,"S.Y.Sawakuchi; O.I.M.Uzumaki; A.A.Rezende; V.F.Mansano","-51.490002","-21.1","2025-02-10T15:31:46",,"148",,,,"16396","Magnoliophyta","Magnoliopsida","Sapindales",,,,,,,,,,,"SPLINK","Nova Independência",,,,,,,,,,,,,,,,,,,"HISA",,"Sawakuchi, S.Y.","148","2021","s.n.","n.d.","Uzumaki, O.I.M.; Rezende, A.A.; Mansano, V.F.","Sawakuchi",,"brazil","sao paulo","nova independencia","parque estadual do aguapei",,"locality","brazil_sao paulo_nova independencia","brazil_sao paulo_nova independencia",-21.13528339,-51.50516051,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_nova independencia","Brazil","São Paulo","Nova Independência",,"check_local.2municip.","Anacardiaceae","R.Br.","family_as_genus","Anacardiaceae","Anacardiaceae","R.Br.","family","name accepted","bfo-44",,,"Anacardiaceae R.Br.",,"Anacardiaceae","unknown",
"speciesLink","ESA151274","ESA","151274","Anadenanthera colubrina","Plantae","Fabaceae","Anadenanthera","2022","02","09","Brasil","São Paulo",,"Parque Estadual do Aguapeí","ESALQ","PreservedSpecimen","V.C. Souza","2022","07",,,,"8","colubrina","Rochel, M. F.","0","0","2025-01-15T09:25:11",,"119",,,,,,,,,,,,,,,,,,"SPLINK",,"2022-07-NA",,,,,,,,,,,,,,,,,,"ESA",,"Rochel, M.F.","119","2022","Souza, V.C.","2022",,"Rochel",,"brazil","sao paulo","parque estadual do aguapei","parque estadual do aguapei",,"locality","brazil_sao paulo_parque estadual aguapei","brazil_sao paulo",-22.2584562,-48.7420254,"state",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Anadenanthera colubrina","(Vell.) Brenan","possibly_ok","Fabaceae","Anadenanthera colubrina","(Vell.) Brenan","species","name accepted","bfo-18071",,,"Anadenanthera colubrina (Vell.) Brenan","Anadenanthera","Fabaceae","high","Anadenanthera colubrina"
"gbif",,,"859","Anadenanthera macrocarpa (Benth.) Brenan","Plantae","Fabaceae","Anadenanthera","2000",,,"Brazil","Sp",,"Fazenda Sant'Ana - área pertencente ao Parque Estadual do Aguapeí","Instituto Florestal","OCCURRENCE",,,,,,,,"macrocarpa","Giselda Durigan","-51.380325","-21.2360582","2008-02-08",,,,,,,"Tracheophyta","Magnoliopsida","Fabales",,,,,,,,,,,"GBIF","Guaraçaí",,"Anadenanthera colubrina var. cebil (Griseb.) Altschul","Durigan, G.; Franco, G.A.D.C. & Siqueira, M.F. 2004. A vegetação dos remanescentes de cerrado no Estado de São Paulo. In: Bitencourt, M.D. & Mendonça, R.R. (orgs.) Viabilidade da Conservação dos Remanescentes de Cerrado no Estado de São Paulo. São Paulo: Annablume; FAPESP. Pp. 29-56. Durigan, G.; Baitello, J.B.; Franco, G.A.D.C. & Siqueira, M.F. 2004. Plantas do Cerrado Paulista: imagens de uma paisagem ameaçada. São Paulo: Páginas & Letras Editora e Gráfica, 475p. Durigan, G.; Siqueira, M.F.; Franco, G.A.D.C.; Bridgewater, S. & Ratter, J.A.2003. The vegetation of priority areas for cerrado conservation in São Paulo State, Brazil. Edinburgh Journal of Botany 60(2):217-241. Durigan, G.; Ratter, J.A.; Bridgewater, S.; Siqueira, M.F. & Franco, G.A.D.C. 2003. Padrões fitogeográficos do cerrado paulista sob uma perspectiva regional. Hoehnea, São Paulo, 30(1):39-51.","BR",,"SinBIOTA","2000",,,,,,"SYNONYM","SPECIES","Dataset",,,"Fazenda Sant'Ana - área pertencente ao Parque Estadual do Aguapeí",,,,,,,,,,,"brazil","sao paulo","guaracai","fazenda sant'ana - area pertencente ao parque estadual do aguapei",,"locality","brazil_sao paulo_guaracai","brazil_sao paulo_guaracai",-21.08689973,-51.28003353,"county","3967724385","147",,,"8590005","256",,,,"PRESENT",,,,,"Levantamento Botânico Expedito. Método de levantamento florístico rápido cuja unidade amostral é o tempo    que, neste caso, é de 15 minutos. O tempo total de coleta é definido pela curva     espécie x tempo. O tempo mínimo de coleta é de 60 minutos.",,"17699",,,,,,,,,,,,"9399362",,,,,,,,,,,"Anadenanthera",,,,,,"c1c5ef4b-8309-4f04-9247-3f7644260c85",,,TRUE,FALSE,"Anadenanthera colubrina","Anadenanthera macrocarpa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,"EPSG:4291",,,,,,,,,,,,,,,,,,"brazil_sao paulo_guaracai","Brazil","São Paulo","Guaraçaí",,"check_local.2municip.","Anadenanthera colubrina var. cebil","(Griseb.) Altschul","name_w_authors","Fabaceae","Anadenanthera colubrina var. cebil","(Griseb.) Altschul","variety","replaced synonym","bfo-18072","Anadenanthera colubrina var. cebil","(Griseb.) Altschul","Anadenanthera colubrina var. cebil (Griseb.) Altschul","Anadenanthera","Fabaceae","unknown","Anadenanthera colubrina"
"speciesLink",,"HISA","11841","Anemopaegma chamberlaynii","Plantae","Bignoniaceae","Anemopaegma","2021","04","29","Brasil","São Paulo","Nova Independência","Parque Estadual do Aguapeí","UNESP-IS","PreservedSpecimen","A.A.Rezende","2021","04","29","21°12'52""","51°30'4""","18","chamberlaynii","S.Y.Sawakuchi; O.I.M.Uzumaki; A.A.Rezende; V.F.Mansano","-51.501111","-21.214444","2025-02-10T15:31:04","(Sims) Bureau & K.Schum.","172",,,,,"Magnoliophyta","Magnoliopsida","Lamiales",,,,,,,,,,,"SPLINK","Nova Independência","2021-04-29",,,,,,,,,,,,,,,,,,"HISA",,"Sawakuchi, S.Y.","172","2021","Rezende, A.A.","2021","Uzumaki, O.I.M.; Rezende, A.A.; Mansano, V.F.","Sawakuchi",,"brazil","sao paulo","nova independencia","parque estadual do aguapei",,"locality","brazil_sao paulo_nova independencia","brazil_sao paulo_nova independencia",-21.13528339,-51.50516051,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_nova independencia","Brazil","São Paulo","Nova Independência",,"check_local.2municip.","Anemopaegma chamberlaynii","(Sims) Bureau & K.Schum.","possibly_ok","Bignoniaceae","Anemopaegma chamberlaynii","(Sims) Bureau & K.Schum.","species","name accepted","bfo-112506",,,"Anemopaegma chamberlaynii (Sims) Bureau & K.Schum.","Anemopaegma","Bignoniaceae","medium","Anemopaegma chamberlaynii"
"speciesLink",,"HISA","11803","Apocynaceae","Plantae","Apocynaceae",,"2021","04","28","Brasil","São Paulo","Nova Independência","Parque Estadual do Aguapeí","UNESP-IS","PreservedSpecimen",,,,,"21°12'52""","51°30'4""","18",,"S.Y.Sawakuchi; O.I.M.Uzumaki; A.A.Rezende","-51.501111","-21.214444","2025-02-10T15:30:55",,"133",,,,,"Magnoliophyta","Magnoliopsida","Gentianales",,,,,,,,,,,"SPLINK","Nova Independência",,,,,,,,,,,,,,,,,,,"HISA",,"Sawakuchi, S.Y.","133","2021","s.n.","n.d.","Uzumaki, O.I.M.; Rezende, A.A.","Sawakuchi",,"brazil","sao paulo","nova independencia","parque estadual do aguapei",,"locality","brazil_sao paulo_nova independencia","brazil_sao paulo_nova independencia",-21.13528339,-51.50516051,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_nova independencia","Brazil","São Paulo","Nova Independência",,"check_local.2municip.","Apocynaceae","Juss.","family_as_genus","Apocynaceae","Apocynaceae","Juss.","family","name accepted","bfo-48",,,"Apocynaceae Juss.",,"Apocynaceae","unknown",
