"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Malpighiaceae","Niedenzuella","multiglandulosa","(A.Juss.) W.R.Anderson","MALPIGHIACEAE Niedenzuella multiglandulosa (A.Juss.) W.R.Anderson","UEC070776","SPLINK","UEC","Farah, F.T.","2377","Native","Ouro","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Polygalaceae","Acanthocladus","brasiliensis","(A.St.-Hil. & Moq.) Klotzsch ex Hassk.","POLYGALACEAE Acanthocladus brasiliensis (A.St.-Hil. & Moq.) Klotzsch ex Hassk.","UEC055070","SPLINK","UEC","Farah, F.T.","2369","Native","Bronze","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Cannaceae","Canna",,"L.","CANNACEAE Canna L.","UEC070665","SPLINK","UEC","Farah, F.T.","2392",,"Bronze","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Asteraceae","Chromolaena","laevigata","(Lam.) R.M.King & H.Rob.","ASTERACEAE Chromolaena laevigata (Lam.) R.M.King & H.Rob.","UEC070668","SPLINK","UEC","Farah, F.T.","2373","Native","Bronze","RPPN Estância Jatobá, Floresta Estacional Semidecidual, borda, 585 m.s.m.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Primulaceae","Cybianthus","densicomus","Mart.","PRIMULACEAE Cybianthus densicomus Mart.","UEC060397","SPLINK","UEC","Farah, F.T.","2371","Native","Bronze","RPPN Estância Jatobá, Floresta ciliar.","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Araliaceae","Dendropanax","cuneatus","(DC.) Decne. & Planch.","ARALIACEAE Dendropanax cuneatus (DC.) Decne. & Planch.","UEC055065","SPLINK","UEC","Farah, F.T.","2391","Native","Bronze","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Asteraceae","Eupatorium",,"L.","ASTERACEAE Eupatorium L.","UEC070669","SPLINK","UEC","Farah, F.T.","2375",,"Bronze","RPPN Estância Jatobá, Floresta Estacional Semidecidual, borda","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Moraceae","Ficus","luschnathiana","(Miq.) Miq.","MORACEAE Ficus luschnathiana (Miq.) Miq.","UEC055893","SPLINK","UEC","Farah, F.T.","2370","Native","Bronze","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Bromeliaceae","Tillandsia","pohliana","Mez","BROMELIACEAE Tillandsia pohliana Mez","UEC055067","SPLINK","UEC","Farah, F.T.","2386","Native","Bronze","RPPN Estância Jatobá","Não"
"RESERVA PARTICULAR DO PATRIMÔNIO NATURAL ESTÂNCIA JATOBÁ","Angiosperms","Rutaceae","Zanthoxylum","fagara","(Humb. & Bonpl. ex Willd.) Reynel","RUTACEAE Zanthoxylum fagara subsp. lentiscifolium (Humb. & Bonpl. ex Willd.) Reynel","UEC055064","SPLINK","UEC","Farah, F.T.","2372","Native","Bronze","RPPN Estância Jatobá","Não"
