"Nome_UC","Localidade","Municipio","Estado","Freq"
"PARQUE NATURAL MUNICIPAL DO TRABIJU","mata de encosta","Pindamonhangaba","São Paulo",2
"PARQUE NATURAL MUNICIPAL DO TRABIJU","fazenda sao sebastiao do ribeirao grande, mata pluvial montana, mata de encosta","Pindamonhangaba","São Paulo",2
"PARQUE NATURAL MUNICIPAL DO TRABIJU","Fazenda Sao Sebastiao do Ribeirao Grande","Pindamonhangaba","São Paulo",2
"PARQUE NATURAL MUNICIPAL ENGENHO SAO JORGE DOS ERASMOS","Monumento Nacional Ruínas Engenho São Jorge dos Erasmos","Santos","São Paulo",206
"PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO","São Bernardo do Campo","","São Paulo",5
"PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO","Rio Grande","","São Paulo",4
"PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO","Rio Grande, São Bernardo do Campo - SP, Brasil","","São Paulo",3
"PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO","Vila Jurubatuba, São Bernardo do Campo - SP, 09832, Brasil","","São Paulo",1
"PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO","Vila Jurubatuba","","São Paulo",1
"PARQUE NATURAL MUNICIPAL ESTORIL - VIRGÍLIO SIMIONATO","Rio Grande, São Bernardo do Campo - SP, 09832, Brasil","","São Paulo",1
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Itaquera","São Paulo","São Paulo",325
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","parque ecologico da apa do carmo","São Paulo","São Paulo",232
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","parque ecologico apa do carmo","São Paulo","São Paulo",77
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Trilha 1","São Paulo","São Paulo",76
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Parque do Carmo","São Paulo","São Paulo",42
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Parque Ecológico da APA do Carmo, Trilha 1","São Paulo","São Paulo",26
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Trilha 8","São Paulo","São Paulo",24
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Parque Ecológico APA do Carmo, Trilha 1","São Paulo","São Paulo",20
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Trilha 10","São Paulo","São Paulo",19
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Trilha 11","São Paulo","São Paulo",18
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Distrito Parque do Carmo","São Paulo","São Paulo",16
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Parque Ecológico","São Paulo","São Paulo",14
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","APA Parque e Fazenda do Carmo, Parque Ecológico","São Paulo","São Paulo",14
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Trilha 3","São Paulo","São Paulo",13
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Nat","São Paulo","São Paulo",13
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Mun","São Paulo","São Paulo",13
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Fazenda do Carmo","São Paulo","São Paulo",13
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","distrito parque do carmo, municipio defazenda do carmo","São Paulo","São Paulo",13
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Trilha 2","São Paulo","São Paulo",12
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Distrito Parque do Carmo, Pq. Nat. Mun. Fazenda do Carmo","São Paulo","São Paulo",12
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Trilha","São Paulo","São Paulo",11
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Parque Ecológico da APA do Carmo. Trilha","São Paulo","São Paulo",9
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","parque ecologico da apa do carmo","","São Paulo",9
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Parque Ecológico APA do Carmo, Trilha 10","São Paulo","São Paulo",9
"PARQUE NATURAL MUNICIPAL FAZENDA DO CARMO","Aricanduva","São Paulo","São Paulo",9
"PARQUE NATURAL MUNICIPAL ITAIM","Rodoanel trecho Sul","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL ITAIM","Parelheiros, Rodoanel trecho Sul, lote 4","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL ITAIM","Parelheiros","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL ITAIM","lote 4","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL ITAIM","Sub-bosque de eucaliptal","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL ITAIM","Ponto 4 da trilha próxima à futura sede. Sub-bosque de eucaliptal. Pq. Natural Municipal de Itaim","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL ITAIM","Ponto 4 da trilha próxima à futura sede","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL ITAIM","Natural Municipal de Itaim","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Parque do Terceiro Lago, São Paulo - SP, Brasil","","São Paulo",4
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Parque do Terceiro Lago","","São Paulo",4
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Parelheiros","São Paulo","São Paulo",3
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Trecho Sul","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Reserva Biológica Alto da Serra de Paranapiacaba","Santo André","São Paulo",2
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Parelheiros, Lote 4 Rodoanel Mário Covas, Trecho Sul","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Nat","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Mun","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Lote 4 Rodoanel Mário Covas","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Jaceguava","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Distrito Parelheiros, Pq. Nat. Mun. Jaceguava","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Distrito Parelheiros","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Rodoanel, trecho sul, lote 4. Parelheiros, área de recuperação","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Rodoanel","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Parque Natural Jaceguava","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Parelheiros, São Paulo, SP, BR","","São Paulo",1
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Parelheiros","","São Paulo",1
"PARQUE NATURAL MUNICIPAL JACEGUAVA","lote 4","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL JACEGUAVA","área de recuperação","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Prope Apiahy","","São Paulo",18
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","""Brazil","","",6
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","prope Apihay","","São Paulo",4
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Apiahy""","","",4
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","""Brazil, Sao Paulo, Apiahy""","","",4
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Potsero del Senor Vieva","","São Paulo",2
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Porte Alto","","São Paulo",2
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Morro del Oro [Ouro]","","São Paulo",2
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Morro del Oro","","São Paulo",2
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","In silvaticus inter Faxia et Apihy","","São Paulo",2
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Apihay, Morro del Oro","","São Paulo",2
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Apihay, ""Vila-Vella""","","São Paulo",2
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Apiahy, Potsero del Senor Vieva","","São Paulo",2
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","Apiahy, Porte Alto","","São Paulo",2
"PARQUE NATURAL MUNICIPAL MORRO DO OURO","""Vila-Vella""","","São Paulo",2
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Paranapiacaba, Trilha dos Jipeiros","Santo André","São Paulo",60
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Parque Natural Municipal Nascentes de Paranapiacab","Santo André","São Paulo",56
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Subprefeitura de Paranapiacaba e Parque Andreense","Santo André","São Paulo",53
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Paranapiacaba, Trilha da Pontinha","Santo André","São Paulo",46
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Parque Nascentes de Paranapiacaba","Santo André","São Paulo",38
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Santo André","Santo André","São Paulo",37
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","trilha do Mirante","Santo André","São Paulo",34
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Paranapiacaba, trilha do Mirante","Santo André","São Paulo",32
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Estrada do Taquaruçu","Santo André","São Paulo",29
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Núcleo Olho D'Água","Santo André","São Paulo",28
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","trilha atras da guarita da estrada do taquarucu","Santo André","São Paulo",26
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Paranapiacaba, Estrada do Taquaruçu","Santo André","São Paulo",25
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Trilha Hortênsias","Santo André","São Paulo",24
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Santo André, SP, Brasil","Santo André","São Paulo",23
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Vila de Paranapiacaba, Estrada para Taquarussu","Santo André","São Paulo",22
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Vila de Paranapiacaba","Santo André","São Paulo",22
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","parque ecologico municipal das nascentes de paranapiacaba, beira de estrada","Santo André","São Paulo",22
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Parque Ecológico Municipal das Nascentes de Paranapiacaba","Santo André","São Paulo",22
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Material para sílica","Santo André","São Paulo",22
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Estrada Paranapiacaba","Santo André","São Paulo",22
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Estrada para Taquarussu","Santo André","São Paulo",22
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","estacao biologica","","São Paulo",22
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","beira de estrada","Santo André","São Paulo",22
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Trilhas das Hortênsias","Santo André","São Paulo",20
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Taquarussú","Santo André","São Paulo",20
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Parque Natural Municipal Nascentes de Paranapiacab, Trilhas das Hortênsias. Floresta Ombrófila Densa. Vegetação secundária","Santo André","São Paulo",20
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Margem da estrada Paranapiacaba","Santo André","São Paulo",20
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Estrada Paranapiacaba - Taquarussu, Margem da estrada Paranapiacaba - Taquarussú","Santo André","São Paulo",20
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Santo André","","São Paulo",19
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Nascentes de Paranapiacaba","Santo André","São Paulo",18
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","EXC no","Santo André","São Paulo",18
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Biological Reserva of Paranapiacaba. (Expedicão científica CNPq Proc. EXC no. 030/07-CR.)","Santo André","São Paulo",18
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Biological Reserva of Paranapiacaba","Santo André","São Paulo",18
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","030/07-CR","Santo André","São Paulo",18
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","(Expedicão científica CNPq Proc","Santo André","São Paulo",18
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Trilha das Hortênsias","Santo André","São Paulo",16
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Paranapiacaba, Trilha atrás da guarita da estrada do Taquaruçu","Santo André","São Paulo",16
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","parque natural municipal nascentes e paranapiacaba","Santo André","São Paulo",14
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Paranapiacaba, Núcleo Olho D'Água, Trilha Hortênsias","Santo André","São Paulo",14
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","subprefeitura de paranapiacaba e parque andreense, parque nascentes de paranapiacaba","Santo André","São Paulo",13
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Parque Municipal Nascentes de Paranapiacaba","Santo André","São Paulo",12
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Tanque do Gustavo","Santo André","São Paulo",11
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Subprefeitura de Paranapiacaba e Parque Andreense. Parque Nascentes de Paranapiacaba, trilha da comunidade","Santo André","São Paulo",11
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Subprefeitura de Paranapiacaba e Parque Andreense. Parque Nascentes de Paranapiacaba, estrada do Taquaruçu","Santo André","São Paulo",11
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","subprefeitura de paranapiacaba e parque andreense, parque nascentes de paranapiacaba, estrada do taquarucu","Santo André","São Paulo",11
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Parque Municipal das Nascentes de Paranapiacaba","Santo André","São Paulo",11
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Parque Natural Municipal Nascentes de Paranapiacab, Trilha da Comunidade. Floresta Ombrófila Densa. Vegetação secundária","Santo André","São Paulo",10
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Paranapiacaba, Santo André - SP, Brasil","","São Paulo",10
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Paranapiacaba, Estação Biologica","","São Paulo",9
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","EXC no","","São Paulo",9
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Biological Reserva of Paranapiacaba. (Expedicão científica CNPq Proc. EXC no. 030/07-CR.)","","São Paulo",9
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","Biological Reserva of Paranapiacaba","","São Paulo",9
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","030/07-CR","","São Paulo",9
"PARQUE NATURAL MUNICIPAL NASCENTES DE PARANAPIACABA","(Expedicão científica CNPq Proc","","São Paulo",9
"PARQUE NATURAL MUNICIPAL VALE DO ITAIM","Taubaté","","São Paulo",1
"PARQUE NATURAL MUNICIPAL VALE DO ITAIM","Itaim, Taubaté - SP, Brasil","","São Paulo",1
"PARQUE NATURAL MUNICIPAL VALE DO ITAIM","Itaim","","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Jardim Marilda","","São Paulo",43
"PARQUE NATURAL MUNICIPAL VARGINHA","Paulo Guilguer Reimberg","","São Paulo",41
"PARQUE NATURAL MUNICIPAL VARGINHA","Av. Paulo Guilguer Reimberg, 6300 - Jardim Marilda, São Paulo - SP, 04858-570, Brasil","","São Paulo",40
"PARQUE NATURAL MUNICIPAL VARGINHA","Capela Do Socorro, São Paulo, SP, BR","","São Paulo",20
"PARQUE NATURAL MUNICIPAL VARGINHA","Capela Do Socorro","","São Paulo",20
"PARQUE NATURAL MUNICIPAL VARGINHA","São Paulo, BR-SP, BR","São Paulo","São Paulo",7
"PARQUE NATURAL MUNICIPAL VARGINHA","Grajaú, São Paulo - SP, 04857, Brasil","","São Paulo",3
"PARQUE NATURAL MUNICIPAL VARGINHA","Grajaú","","São Paulo",3
"PARQUE NATURAL MUNICIPAL VARGINHA","Grajaú","São Paulo","São Paulo",3
"PARQUE NATURAL MUNICIPAL VARGINHA","Distrito Grajaú","São Paulo","São Paulo",3
"PARQUE NATURAL MUNICIPAL VARGINHA","Varginha","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","próximo a quadra","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Póximo ao córrego da divisa","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Ponto 54","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Ponto 51 da trilha próxima à futura sede","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Ponto 50","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","ponto 48","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Parque Natural Varginha. Ponto 50, borda de lago","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Parque Natural Varginha, Ponto 54, WGS-84. Cerca da divisa com vizinho. Em sombra","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Parque Natural Varginha, Ponto 51 da trilha próxima à futura sede. Póximo ao córrego da divisa","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Parque Natural Varginha, ponto 48, próximo a quadra","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Nat","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Mun","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Jardim Marilda, São Paulo - SP, Brasil","","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Em sombra","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Distrito Grajaú, Pq. Nat. Mun. Varginha","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Cerca da divisa com vizinho","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","borda de lago","São Paulo","São Paulo",2
"PARQUE NATURAL MUNICIPAL VARGINHA","Próximo a pesqueiro","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Ponto 53","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Ponto 41 da trilha próximo à futura sede. Bosque de Pinussp. Com sub-bosque de Euterpe edulis. Parque Natural Varginha","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Ponto 41 da trilha próximo à futura sede","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Paulo Guilguer Reimberg","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Parque Natural Varginha. Ponto 53","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Distrito Grajaú, Av. Paulo Guilguer Reimberg. Próximo a pesqueiro","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Com sub-bosque de Euterpe edulis","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Bosque de Pinussp","São Paulo","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Avenida Paulo Guilguer Reimberg, São Paulo, SP, BR","","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Avenida Paulo Guilguer Reimberg","","São Paulo",1
"PARQUE NATURAL MUNICIPAL VARGINHA","Av. Paulo Guilguer Reimberg, 6094 - Jardim Marilda, São Paulo - SP, 04858-570, Brasil","","São Paulo",1
"REFÚGIO DE VIDA SILVESTRE AIMORÉS","Jardim Botânico Municipal de Bauru","Bauru","São Paulo",861
"REFÚGIO DE VIDA SILVESTRE AIMORÉS","Área dos posseiros","Bauru","São Paulo",171
"REFÚGIO DE VIDA SILVESTRE AIMORÉS","Campus da UNESP","Bauru","São Paulo",137
"REFÚGIO DE VIDA SILVESTRE AIMORÉS","Trilha para Antiga Raia","Bauru","São Paulo",55
"REFÚGIO DE VIDA SILVESTRE AIMORÉS","Cerradão","Bauru","São Paulo",44
"REFÚGIO DE VIDA SILVESTRE AIMORÉS","&nf","Bauru","São Paulo",42
"REFÚGIO DE VIDA SILVESTRE AIMORÉS","Arboreto","Bauru","São Paulo",36
"REFÚGIO DE VIDA SILVESTRE AIMORÉS","Antiga Raia","Bauru","São Paulo",22
"REFÚGIO DE VIDA SILVESTRE AIMORÉS","trilha da Raia","Bauru","São Paulo",16
"REFÚGIO DE VIDA SILVESTRE AIMORÉS","Jardim Botanico de Bauru","Bauru","São Paulo",15
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Perus","São Paulo","São Paulo",86
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Grajaú","São Paulo","São Paulo",22
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Parque Anhanguera","São Paulo","São Paulo",12
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Parque Anhanguera, Caminho para o Centro de Manejo e Conservação de Animais Silvestres (CEMACAS)","São Paulo","São Paulo",5
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Caminho para o Centro de Manejo e Conservação de Animais Silvestres (CEMACAS)","São Paulo","São Paulo",5
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Distrito Anhanguera, Parque Anhanguera","São Paulo","São Paulo",4
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Distrito Anhanguera","São Paulo","São Paulo",4
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Zona Norte de São Paulo","São Paulo","São Paulo",2
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","São Paulo, BR","São Paulo","São Paulo",2
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Refúgio da Vida Silvestr Anhanguera","São Paulo","São Paulo",2
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Parque Municipal Anhanguera. Caminho para o Centro de Manejo e Conservação de Animais Silvestres (CEMACAS)","","São Paulo",2
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Parque Municipal Anhanguera, caminho para o centro de Manejo e Conservação de Animais Silvestre (CEMACAS)","São Paulo","São Paulo",2
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Parque Municipal Anhanguera","","São Paulo",2
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Parque Municipal Anhanguera","São Paulo","São Paulo",2
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Parque Anhanguera, Zona Norte de São Paulo","São Paulo","São Paulo",2
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","Caminho para o Centro de Manejo e Conservação de Animais Silvestres (CEMACAS)","","São Paulo",2
"REFÚGIO DE VIDA SILVESTRE ANHANGUERA","caminho para o centro de Manejo e Conservação de Animais Silvestre (CEMACAS)","São Paulo","São Paulo",2
"REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA","Refugio de Vida Silvestre Ilha do Abrigo","Itanhaém","São Paulo",8
"REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA","Refugio de Vida Silvestre Ilha do Abrigo, Próximo ao farol. Área antropozada","Itanhaém","São Paulo",4
"REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA","Refugio de Vida Silvestre Ilha do Abrigo,","Itanhaém","São Paulo",4
"REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA","Próximo ao farol","Itanhaém","São Paulo",4
"REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA","Área antropozada","Itanhaém","São Paulo",4
"REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA","RVS das Ilhas do Abrigo e Guararitama, Margem da trilha para o Farol","Itanhaém","São Paulo",1
"REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA","Margem da trilha para o Farol","Itanhaém","São Paulo",1
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","Ilha de Alcatrazes","São Sebastião","São Paulo",186
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","Arquipélago de Alcatrazes","São Sebastião","São Paulo",18
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","Refugio de Vida Silvestre Alcatrazes","São Sebastião","São Paulo",12
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","Encosta voltada para o Saco do Funil","São Sebastião","São Paulo",10
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","trilha entre o ponto desembarque e a base da marinha. Refugio de Vida Silvestre Alcatrazes","São Sebastião","São Paulo",8
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","trilha entre o ponto desembarque e a base da marinha","São Sebastião","São Paulo",8
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","Alto da Boa Vista","São Sebastião","São Paulo",8
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","Ilha de Alcatrazes","Bertioga","São Paulo",7
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","Sebasti","","",5
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","estacao ecologica tupinambas","São Sebastião","São Paulo",5
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","Porto dos Faroleiros","São Sebastião","São Paulo",3
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","Ponta norte do Saco do Funil","São Sebastião","São Paulo",3
"REFÚGIO DE VIDA SILVESTRE DO ARQUIPÉLAGO DE ALCATRAZES","Ilha de Alcatrazes","","São Paulo",3
