"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Asteraceae","Achyrocline","satureioides","(Lam.) DC.","ASTERACEAE Achyrocline satureioides (Lam.) DC.","ESA123106","REFLORA",,,"29","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Malpighiaceae",,,,"MALPIGHIACEAE Acutifolia","ESA123171","REFLORA",,,"2327",,"Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Bignoniaceae","Adenocalymma","comosum","(Cham.) DC.","BIGNONIACEAE Adenocalymma comosum (Cham.) DC.","HRCB051924","SPLINK","HRCB","Zipparro, V.B.","2444",,"Ouro","Parque Estadual da Ilha Anchieta (PEIA) Trilha do Sul","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ferns and Lycophytes","Pteridaceae","Adiantum","latifolium","Lam.","PTERIDACEAE Adiantum latifolium Lam.","HUEFS054069","REFLORA",,,"906","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Asteraceae","Ageratum","conyzoides","L.","ASTERACEAE Ageratum conyzoides L.","ESA123143","REFLORA",,,"2460","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Sapindaceae","Allophylus","petiolulatus","Radlk.","SAPINDACEAE Allophylus petiolulatus Radlk.","ESA123110","SPLINK","ESA","Zipparro, V.B.","2382","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ferns and Lycophytes","Cyatheaceae","Alsophila","setosa","Kaulf.","CYATHEACEAE Alsophila setosa Kaulf.","SJRP00014797","SPLINK","SJRP","Smidt, E.C.","154","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA)","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ferns and Lycophytes","Cyatheaceae","Alsophila","sternbergii","(Sternb.) D.S.Conant","CYATHEACEAE Alsophila sternbergii (Sternb.) D.S.Conant","31598","SPLINK","BHCB","Salino, A.","2569","Native","Ouro","Parque Estadual da Ilha Anchieta","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Amaranthaceae","Amaranthus","blitum","L.","AMARANTHACEAE Amaranthus blitum L.","SPSF00008169","SPLINK","SPSF","Hashimoto, G.",,"Naturalized","Ouro","Parque Estadual da Ilha Anchieta (PEIA)","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ferns and Lycophytes","Thelypteridaceae","Amauropelta","opposita","(Vahl) Pic. Serm.","THELYPTERIDACEAE Amauropelta opposita (Vahl) Pic. Serm.","29708","SPLINK","BHCB","Salino, A.","1748","Native","Ouro","Parque Estadual da Ilha Anchieta, Floresta Atlântica de encosta","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Primulaceae","Ambigua",,,"PRIMULACEAE Ambigua","ESA123078","REFLORA",,,"21",,"Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Anacardiaceae","Anacardium","occidentale","L.","ANACARDIACEAE Anacardium occidentale L.","SPSF00026081","SPLINK","SPSF","Pirani, J.R.","4516","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA)","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Fabaceae","Andira","fraxinifolia","Benth.","FABACEAE Andira fraxinifolia Benth.","UEC150851","SPLINK","UEC","Esteves, E.","41","Native","Ouro","Parque Estadual da Ilha Anchieta, sede,","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ferns and Lycophytes","Anemiaceae","Anemia","mandioccana","Raddi","ANEMIACEAE Anemia mandioccana Raddi","HUEFS054074","REFLORA",,,"887","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ferns and Lycophytes","Anemiaceae","Anemia","phyllitidis","(L.) Sw.","ANEMIACEAE Anemia phyllitidis (L.) Sw.","HUEFS054078","REFLORA",,,"30","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Araceae","Anthurium","sellowianum","Kunth","ARACEAE Anthurium sellowianum Kunth","HRCB051880","SPLINK","HRCB","Luize, B.G.","64","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA) Trilha do Leste, ambiente iluminado","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Araceae",,,"Juss.","ARACEAE Araceae Juss.","ESA122966","REFLORA",,,"64",,"Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Solanaceae","Argenteum",,,"SOLANACEAE Argenteum","ESA122906","REFLORA",,,"51",,"Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Asteraceae",,,"Bercht. & J.Presl","ASTERACEAE Asteraceae Bercht. & J.Presl","ESA122891","REFLORA",,,"2401",,"Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Asteraceae","Baccharis","hirta","DC.","ASTERACEAE Baccharis hirta DC.","ESA123105","REFLORA",,,"33","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Angiosperms","Asteraceae","Baccharis","singularis","(Vell.) G.M.Barroso","ASTERACEAE Baccharis singularis (Vell.) G.M.Barroso","ESA123107","SPLINK","ESA","Zipparro, V.B.","2360","Native","Ouro","Parque Estadual da Ilha Anchieta (PEIA).","Não"
"PARQUE ESTADUAL DA ILHA ANCHIETA","Ferns and Lycophytes","Blechnaceae","Blechnum","confluens","Schltdl. & Cham.","BLECHNACEAE Blechnum confluens Schltdl. & Cham.","UEC060274","SPLINK","UEC","Salino, A.","1711",,"Ouro","Parque estadual da Ilha Anchieta, Em um bosque próximo a sede.","Não"
