"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2025-02-04T07:59:03",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"40489","285","Moura, L.C.",,,,,,,,,,,,"1998","02","07",,,,,,,,"São Paulo","Rio Claro","Rio Claro","Floresta Estadual Edmundo Navarro de Andrade",,,,"-22.41","-47.560001",,"21773",,,,,,,,,,,,,,,"Acanthospermum australe",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Acanthospermum",,,,"australe",,,,,,,,,,,,,,"Acanthospermum australe",,,,,,,"Brasil",,,,,,,,,"(Loefl.) Kuntze","Splink",,,,,,,,,,"HRCB040489",,,,,,,,,,,,,,,,,,,"HRCB",,"Moura, L.C.","285","1998",,,,"Moura",,"brazil","sao paulo","rio claro","floresta estadual edmundo navarro de andrade",,"locality","brazil_sao paulo_rio claro","brazil_sao paulo_rio claro",-22.37317398,-47.57956155,"county","brazil_sao paulo_rio claro","Brazil","São Paulo","Rio Claro",,"gdam","check_local.2municip.","Acanthospermum australe","(Loefl.) Kuntze","possibly_ok","Asteraceae","Acanthospermum australe","(Loefl.) Kuntze","species","name accepted","bfo-103231",,,"Acanthospermum australe (Loefl.) Kuntze","Acanthospermum","Asteraceae","unknown","Acanthospermum australe"
"gbif","2.46058505062113e-314",,"2024-11-13 02:46:44",,,,,"iNaturalist","Observations","iNaturalist research-grade observations","HUMAN_OBSERVATION",,,"https://www.inaturalist.org/observations/41311011","41311011",,"Carlos Otávio Gussoni",,,,,"PRESENT",,,,,,"2017-02-05T06:05","2017","2","5","2017/02/05 6:05 AM -0200",,,,,,"BR","São Paulo",,,"Floresta Estadual Edmundo Navarro de Andrade (setor noroeste)","Floresta Estadual Edmundo Navarro de Andrade (setor noroeste)",,,"-22.386684","-47.5317","1374",,,,,,,,"127887495",,,"Santiago Mailhos",,"2020-09-03 14:49:25",,"244459","Acrocomia aculeata",,,,,,,"Plantae","Tracheophyta","Liliopsida","Arecales",,"Arecaceae",,,,"Acrocomia","Acrocomia",,,"aculeata",,,"species",,"ACCEPTED",,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage",TRUE,FALSE,"Acrocomia aculeata","Acrocomia aculeata (Jacq.) Lodd. ex R.Keith","Acrocomia aculeata (Jacq.) Lodd. ex R.Keith","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","LC",,"BR",,,,,"EPSG:4326",,,,"(Jacq.) Lodd. ex R.Keith","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Observations","code not found","Gussoni, C.O.",,"2017","Mailhos, S.","2020",,"Gussoni",,"brazil","sao paulo","floresta estadual edmundo navarro de andrade","floresta estadual edmundo navarro de andrade",,"locality","brazil_sao paulo_floresta estadual edmundo navarro andrade","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam","check_local.2state","Acrocomia aculeata","(Jacq.) Lodd. ex Mart.","name_w_authors","Arecaceae","Acrocomia aculeata","(Jacq.) Lodd. ex Mart.","species","author misspelled","bfo-15663",,,"Acrocomia aculeata (Jacq.) Lodd. ex Mart.","Acrocomia","Arecaceae","low","Acrocomia aculeata"
"speciesLink",,,"2025-02-04T07:58:57",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"40897","2595","Udulutsch, R.G.",,,,,,,,,,,,"2004","08","30",,,,,,,,"São Paulo","Rio Claro","Rio Claro","Floresta Estadual Edmundo Navarro de Andrade",,,,"-22.41","-47.560001",,"21773",,,,,,,,,,"Udulutsch, R.G., Rampin, V.T. & Monteiro, R.",,"2004-08-NA",,,"Agathis robusta",,,,,,,"Plantae",,,,,"Araucariaceae",,,,"Agathis",,,,"robusta",,,,,,,,,,,,,,"Agathis robusta",,,,,,,"Brasil",,,,,,,,,"(C. Moore ex F.Muell.) F.M.Bailey","Splink",,,,"08",,"2004",,,,"HRCB040897",,,,,,,,,,,,,,,,,,,"HRCB",,"Udulutsch, R.G.","2595","2004","Udulutsch, R.G.","2004",,"Udulutsch","Rampin, V.T.; Monteiro, R.","brazil","sao paulo","rio claro","floresta estadual edmundo navarro de andrade",,"locality","brazil_sao paulo_rio claro","brazil_sao paulo_rio claro",-22.37317398,-47.57956155,"county","brazil_sao paulo_rio claro","Brazil","São Paulo","Rio Claro",,"gdam","check_local.2municip.","Agathis robusta","(C.Moore ex F.Muell.) F.M.Bailey","possibly_ok","Araucariaceae","Agathis robusta","(C.Moore ex F.Muell.) F.M.Bailey","species","author misspelled","bfo-612578",,,"Agathis robusta (C.Moore ex F.Muell.) F.M.Bailey","Agathis","Araucariaceae","low","Agathis robusta"
"speciesLink",,,"2025-02-04T07:59:03",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"40512","279","Moura, L.C.",,,,,,,,,,,,"1998","10","07",,,,,,,,"São Paulo","Rio Claro","Rio Claro","Floresta Estadual Edmundo Navarro de Andrade",,,,"-22.41","-47.560001",,"21773",,,,,,,,,,,,,,,"Ageratum conyzoides",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Ageratum",,,,"conyzoides",,,,,,,,,,,,,,"Ageratum conyzoides",,,,,,,"Brasil",,,,,,,,,"L.","Splink",,,,,,,,,,"HRCB040512",,,,,,,,,,,,,,,,,,,"HRCB",,"Moura, L.C.","279","1998",,,,"Moura",,"brazil","sao paulo","rio claro","floresta estadual edmundo navarro de andrade",,"locality","brazil_sao paulo_rio claro","brazil_sao paulo_rio claro",-22.37317398,-47.57956155,"county","brazil_sao paulo_rio claro","Brazil","São Paulo","Rio Claro",,"gdam","check_local.2municip.","Ageratum conyzoides","L.","possibly_ok","Asteraceae","Ageratum conyzoides","L.","species","name accepted","bfo-15934",,,"Ageratum conyzoides L.","Ageratum","Asteraceae","unknown","Ageratum conyzoides"
"speciesLink",,,"2025-06-01T12:01:56",,,"510",,"UFRRJ","RBR",,"PreservedSpecimen",,,,"58883",,"N. Guerin",,,,,,,,,,,,"2005","04","10",,,,,,,,"São Paulo","Rio Claro","Rio Claro","Floresta Estadual Edmundo Navarro de Andrade",,,,"-22.41","-47.560001",,"21773",,,,,,,,,,,,,,,"Eupatorium",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Eupatorium",,,,,,,,,,,,,,,,,,"Eupatorium",,,,,,,"Brasil",,,,,,,,,,"Splink",,,,,,,,,,"RBR00058883",,,,,,,,,,,,,,,,,,,"RBR",,"Guerin, N.",,"2005",,,,"Guerin",,"brazil","sao paulo","rio claro","floresta estadual edmundo navarro de andrade",,"locality","brazil_sao paulo_rio claro","brazil_sao paulo_rio claro",-22.37317398,-47.57956155,"county","brazil_sao paulo_rio claro","Brazil","São Paulo","Rio Claro",,"gdam","check_local.2municip.","Agrimonia","L.","indet","Asteraceae|Rosaceae","Agrimonia","L.","genus","+1 name, but 1 accepted","bfo-116397","Agrimonia","L.","Agrimonia L.","Agrimonia","Asteraceae|Rosaceae","unknown",
"gbif","1.67183697103523e-314",,"2021-09-22 17:34:38",,,,,"iNaturalist","Observations","iNaturalist research-grade observations","HUMAN_OBSERVATION",,,"https://www.inaturalist.org/observations/79510520","79510520",,"Igor Azevedo","https://orcid.org/0000-0002-0861-4678",,,,"PRESENT",,,,,,"2021-05-19T08:50","2021","5","19","2021/05/19 8:50 AM -0300",,,,,,"BR","São Paulo",,,"Floresta Estadual Edmundo Navarro de Andrade (FEENA), Rio Claro - SP, Brasil","Floresta Estadual Edmundo Navarro de Andrade (FEENA), Rio Claro - SP, Brasil",,,"-22.40532","-47.537341",,,,,,,,,"176259867",,,"Igor Azevedo","https://orcid.org/0000-0002-0861-4678","2021-05-20 12:20:37",,"62937","Allamanda cathartica",,,,,,,"Plantae","Tracheophyta","Magnoliopsida","Gentianales",,"Apocynaceae",,,,"Allamanda","Allamanda",,,"cathartica",,,"species",,"ACCEPTED",,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage",TRUE,FALSE,"Allamanda cathartica","Allamanda cathartica L.","Allamanda cathartica L.","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,"BR",,,,,"EPSG:4326",,,,"L.","GBIF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Observations","code not found","Azevedo, I.",,"2021","Azevedo, I.","2021",,"Azevedo",,"brazil","sao paulo","floresta estadual edmundo navarro de andrade","floresta estadual edmundo navarro de andrade",,"locality","brazil_sao paulo_floresta estadual edmundo navarro andrade","brazil_sao paulo",-22.2584562,-48.7420254,"state","brazil_sao paulo","Brazil","São Paulo",,,"gdam","check_local.2state","Allamanda cathartica","L.","name_w_authors","Apocynaceae","Allamanda cathartica","L.","species","name accepted","bfo-4508",,,"Allamanda cathartica L.","Allamanda","Apocynaceae","low","Allamanda cathartica"
"user",,,,,,,,"HUEFS","HUEFS",,,,,,"HUEFS178727","51257","Prata, E.M.B",,,,,,,,,,,,"2005","08","15",,,,,,,,"São Paulo",,"Rio Claro","Floresta estadual Edmundo Navarro de Andrade - FEENA. Último talhão do Arboreto contorna do pela Trilha da Saúde.",,,,"0","0",,,,,,,,,,,"não","E.M.B.Prata",,,,,"Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",,,,,,,,,,,,"Sapindaceae",,,,"Allophylus",,,,,,,"species",,,,,,,,,"edulis",,"Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.",,,,,,,"Brasil",,,,,,,,,"(A.St.-Hil. et al.) Hieron. ex Niederl.","Reflora",,,,,,,,,,,,,,,,"HUEFS",,,,"Prata, E.M.B.","15/08/2005",,,"METRO",,,,,"HUEFS",,"Prata, E.M.B.","51257","2005","Prata, E.M.B.",,,"Prata",,"brazil","sao paulo","rio claro","floresta estadual edmundo navarro de andrade - feena",,"locality","brazil_sao paulo_rio claro","brazil_sao paulo_rio claro",-22.37317398,-47.57956155,"county","brazil_sao paulo_rio claro","Brazil","São Paulo","Rio Claro",,"gdam","check_local.2municip.","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","name_w_authors","Sapindaceae","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","species","name accepted","bfo-20873",,,"Allophylus edulis (A.St.-Hil. et al.) Hieron. ex Niederl.","Allophylus","Sapindaceae","high","Allophylus edulis"
"speciesLink",,,"2025-02-04T07:58:00",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"69501","108","Azevedo, I.H.F.",,,,,,,,,,,,"2017","04","14",,,,,,,,"São Paulo","Rio Claro","Rio Claro","Floresta Estadual Edmundo Navarro de Andrade Estrada de entrada do lado esquerdo",,,,"-22.688706","0",,,,,,,,,,,,"Azevedo, I.H.F.",,"2017-04-14",,,"Aphelandra longiflora",,,,,,,"Plantae",,,,,"Acanthaceae",,,,"Aphelandra",,,,"longiflora",,,,,,,,,,,,,,"Aphelandra longiflora",,,,,,,"Brasil",,,,,,,"22º41'19.34""S","47º53'67.91""W","(Lindl.) Profice","Splink","14",,,"04",,"2017",,,,"HRCB069501",,,,,,,,,,,,,,,,,,,"HRCB",,"Azevedo, I.H.F.","108","2017","Azevedo, I.H.F.","2017",,"Azevedo",,"brazil","sao paulo","rio claro","floresta estadual edmundo navarro de andrade estrada de entrada do lado esquerdo",,"locality","brazil_sao paulo_rio claro","brazil_sao paulo_rio claro",-22.37317398,-47.57956155,"county","brazil_sao paulo_rio claro","Brazil","São Paulo","Rio Claro",,"gdam","check_local.2municip.","Aphelandra longiflora","(Lindl.) Profice","possibly_ok","Acanthaceae","Aphelandra longiflora","(Lindl.) Profice","species","name accepted","bfo-4097",,,"Aphelandra longiflora (Lindl.) Profice","Aphelandra","Acanthaceae","high","Aphelandra longiflora"
"speciesLink",,,"2025-02-04T07:58:58",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"42564","s.n.","Rampin, V.T.",,,,,,,,,,,,"2005","03","15",,,,,,,,"São Paulo","Rio Claro","Rio Claro","Floresta Estadual Edmundo Navarro de Andrade",,,,"-22.41","-47.560001",,"21773",,,,,,,,,,"Araújo, A.A.M.",,"2012-08-20",,,"Aristolochia elegans",,,,,,,"Plantae",,,,,"Aristolochiaceae",,,,"Aristolochia",,,,"elegans",,,,,,,,,,,,,,"Aristolochia elegans",,,,,,,"Brasil",,,,,,,,,"Mast.","Splink","20",,,"08",,"2012",,,,"HRCB042564",,,,,,,,,,,,,,,,,,,"HRCB",,"Rampin, V.T.",,"2005","Araujo, A.A.M.","2012",,"Rampin",,"brazil","sao paulo","rio claro","floresta estadual edmundo navarro de andrade",,"locality","brazil_sao paulo_rio claro","brazil_sao paulo_rio claro",-22.37317398,-47.57956155,"county","brazil_sao paulo_rio claro","Brazil","São Paulo","Rio Claro",,"gdam","check_local.2municip.","Aristolochia elegans","Mast.","possibly_ok","Aristolochiaceae","Aristolochia elegans","Mast.","species","name accepted","bfo-103029",,,"Aristolochia elegans Mast.","Aristolochia","Aristolochiaceae","low","Aristolochia elegans"
"speciesLink",,,"2025-02-04T07:58:58",,,"15",,"UNESP-RC","HRCB",,"PreservedSpecimen",,,,"40532","231","Moura, L.C.",,,,,,,,,,,,"1999","03","22",,,,,,,,"São Paulo","Rio Claro","Rio Claro","Floresta Estadual Edmundo Navarro de Andrade",,,,"-22.41","-47.560001",,"21773",,,,,,,,,,"Araújo, A.A.M.",,"2012-08-20",,,"Aristolochia aff.esperanzae",,,,,,,"Plantae",,,,,"Aristolochiaceae",,,,"Aristolochia",,,,"aff.esperanzae",,,,,,,,,,,,,,"Aristolochia aff.esperanzae",,,,,,,"Brasil",,,,,,,,,"Kuntze","Splink","20",,,"08",,"2012",,,,"HRCB040532",,,,,,,,,,,,,,,,,,,"HRCB",,"Moura, L.C.","231","1999","Araujo, A.A.M.","2012",,"Moura",,"brazil","sao paulo","rio claro","floresta estadual edmundo navarro de andrade",,"locality","brazil_sao paulo_rio claro","brazil_sao paulo_rio claro",-22.37317398,-47.57956155,"county","brazil_sao paulo_rio claro","Brazil","São Paulo","Rio Claro",,"gdam","check_local.2municip.","Aristolochia esperanzae","Kuntze","affinis","Aristolochiaceae","Aristolochia esperanzae","Kuntze","species","name accepted","bfo-26588",,,"Aristolochia esperanzae Kuntze","Aristolochia","Aristolochiaceae","low","Aristolochia esperanzae"
