"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","verbatimLatitude","verbatimLongitude","coordinatePrecision","recordNumber","barcode","yearIdentified","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","continentocean","class","order","individualcount","fieldNumber","infraspecificEpithet","preparationtype","minimumDepthInMeters","maximumDepthInMeters","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","Observations","215816881","Asclepias curassavica L.","Plantae","Apocynaceae","Asclepias","2007","4","21","BR","São Paulo",,"RPPN Serra da Bocaina - Rodovia Francisca Mendes Ribeiro km 7,6 - Boa Vista, São José do Barreiro - SP, 12830-000, Brasil","iNaturalist","Tracheophyta","HUMAN_OBSERVATION","Luciana Azevedo Martins",,"curassavica","Luciana Azevedo Martins","-44.600515","-22.671044","2024-05-15 01:25:31",,,,,,,,,,,,,,"Magnoliopsida","Gentianales",,,,,,,,"GBIF",,"2024-05-15 00:23:45","Asclepias curassavica L.",,"BR",,"iNaturalist research-grade observations","2007-04-21T20:45",,,,,,"ACCEPTED","SPECIES",,,"2007/04/21 20:45","RPPN Serra da Bocaina - Rodovia Francisca Mendes Ribeiro km 7,6 - Boa Vista, São José do Barreiro - SP, 12830-000, Brasil",,,,,,,,,,,"brazil","sao paulo","rppn serra da bocaina - rodovia francisca mendes ribeiro km 7","rppn serra da bocaina - rodovia francisca mendes ribeiro km 7",,"locality","brazil_sao paulo_rppn serra bocaina rodovia francisca mendes ribeiro km 7","brazil_sao paulo",-22.2584562,-48.7420254,"state","4868036343",,,,"https://www.inaturalist.org/observations/215816881",,,,,"PRESENT",,,,,,,,,"200",,,,,,,"487211439",,,"75602",,,,,,,,,,,"Asclepias",,,,,,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage",TRUE,FALSE,"Asclepias curassavica","Asclepias curassavica","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,"EPSG:4326",,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Asclepias curassavica","L.","name_w_authors","Apocynaceae","Asclepias curassavica","L.","species","name accepted","bfo-4517",,,"Asclepias curassavica L.","Asclepias","Apocynaceae","unknown","Asclepias curassavica"
"gbif","Observations","215816880","Pyrostegia venusta (Ker Gawl.) Miers","Plantae","Bignoniaceae","Pyrostegia","2012","8","13","BR","São Paulo",,"RPPN Serra da Bocaina - Rodovia Francisca Mendes Ribeiro km 7,6 - Boa Vista, São José do Barreiro - SP, 12830-000, Brasil","iNaturalist","Tracheophyta","HUMAN_OBSERVATION","Luciana Azevedo Martins",,"venusta","Luciana Azevedo Martins","-44.596459","-22.668351","2024-05-15 05:26:50",,,,,,,,,,,,,,"Magnoliopsida","Lamiales",,,,,,,,"GBIF",,"2024-05-15 00:23:45","Pyrostegia venusta (Ker Gawl.) Miers",,"BR",,"iNaturalist research-grade observations","2012-08-13T13:43",,,,,,"ACCEPTED","SPECIES",,,"2012/08/13 13:43","RPPN Serra da Bocaina - Rodovia Francisca Mendes Ribeiro km 7,6 - Boa Vista, São José do Barreiro - SP, 12830-000, Brasil",,,,,,,,,,,"brazil","sao paulo","rppn serra da bocaina - rodovia francisca mendes ribeiro km 7","rppn serra da bocaina - rodovia francisca mendes ribeiro km 7",,"locality","brazil_sao paulo_rppn serra bocaina rodovia francisca mendes ribeiro km 7","brazil_sao paulo",-22.2584562,-48.7420254,"state","4867640658",,,,"https://www.inaturalist.org/observations/215816880",,,,,"PRESENT",,,,,,,,,"33",,,,,,,"487211438",,,"126634",,,,,,,,,,,"Pyrostegia",,,,,,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage",TRUE,FALSE,"Pyrostegia venusta","Pyrostegia venusta","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,"EPSG:4326",,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Pyrostegia venusta","(Ker Gawl.) Miers","name_w_authors","Bignoniaceae","Pyrostegia venusta","(Ker Gawl.) Miers","species","name accepted","bfo-113866",,,"Pyrostegia venusta (Ker Gawl.) Miers","Pyrostegia","Bignoniaceae","unknown","Pyrostegia venusta"
"gbif","Observations","215816886","Rubus rosifolius Sm.","Plantae","Rosaceae","Rubus","2013","4","16","BR","São Paulo",,"RPPN Serra da Bocaina - Rodovia Francisca Mendes Ribeiro km 7,6 - Boa Vista, São José do Barreiro - SP, 12830-000, Brasil","iNaturalist","Tracheophyta","HUMAN_OBSERVATION","Luciana Azevedo Martins",,"rosifolius","Luciana Azevedo Martins","-44.600515","-22.671044","2024-05-15 15:49:27",,,,,,,,,,,,,,"Magnoliopsida","Rosales",,,,,,,,"GBIF",,"2024-05-15 00:23:46","Rubus rosifolius Sm.",,"BR",,"iNaturalist research-grade observations","2013-04-16T12:10",,,,,,"ACCEPTED","SPECIES",,,"2013/04/16 12:10","RPPN Serra da Bocaina - Rodovia Francisca Mendes Ribeiro km 7,6 - Boa Vista, São José do Barreiro - SP, 12830-000, Brasil",,,,,,,,,,,"brazil","sao paulo","rppn serra da bocaina - rodovia francisca mendes ribeiro km 7","rppn serra da bocaina - rodovia francisca mendes ribeiro km 7",,"locality","brazil_sao paulo_rppn serra bocaina rodovia francisca mendes ribeiro km 7","brazil_sao paulo",-22.2584562,-48.7420254,"state","4868048744",,,,"https://www.inaturalist.org/observations/215816886",,,,,"PRESENT",,,,,,,,,"200",,,,,,,"487211445",,,"83524",,,,,,,,,,,"Rubus",,,,,,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage",TRUE,FALSE,"Rubus rosifolius","Rubus rosifolius","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,"EPSG:4326",,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Rubus rosifolius","Sm.","name_w_authors","Rosaceae","Rubus rosifolius","Sm.","species","name accepted","bfo-32509",,,"Rubus rosifolius Sm.","Rubus","Rosaceae","unknown","Rubus rosifolius"
