"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","continentocean","class","order","infraspecificEpithet","preparationtype","individualcount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","10168","Pleroma stenocarpum","Plantae","Melastomataceae","Pleroma","1986","05","14","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","A. Maruyama","13","stenocarpum","M.J.Robim","-45.59","-22.73","2024-08-06T09:15:37","((Schrank et Mart. ex DC.)) (Triana)","SPSF00010168","2018","02","02",,,"405",,,"<nO>COLETA: Árvore de aprox. 7 m de altura; flores roxas.; GEOGRAFIA: Região do Paiol, em reflorestamento de Pinus.;</nO>","21048","América do Sul","Magnoliopsida","Myrtales",,,,,,,,,,"SPLINK","Campos do Jordão","2018-02-02",,,,,,,,,,,,,,,,,,"SPSF",,"Robim, M.J.","405","1986","Maruyama, A.","2018",,"Robim",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Pleroma stenocarpum","(Schrank et Mart. ex DC.) Triana","possibly_ok","Melastomataceae","Pleroma stenocarpum","(Schrank et Mart. ex DC.) Triana","species","author misspelled","bfo-603051",,,"Pleroma stenocarpum (Schrank et Mart. ex DC.) Triana","Pleroma","Melastomataceae","low","Pleroma stenocarpum"
"gbif","HAS","73848","Poa trivialis L.","Plantae","Poaceae","Poa","1974","10",,"Brasil","São Paulo",,"Cultivado no Parque Estadual de Campos do Jordão.","MCN","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/262","trivialis","Mattos, J.",,,"2024-04-08 15:06:01","L.",,,,,,,"16193",,,,,,"Liliopsida","Poales",,,,,,,,,,"GBIF","Campos do Jordão.",,"Poa trivialis L.",,"BR",,,"1974-10",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao.","cultivado no parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","4603541827",,,,"https://specieslink.net/guid/262/73848",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Poa",,,,,,"c525b217-2f59-4b71-a173-68d13da5e8a7",,,FALSE,FALSE,"Poa trivialis","Poa trivialis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Poa trivialis","L.","name_w_authors","Poaceae","Poa trivialis","L.","species","name accepted","bfo-620988",,,"Poa trivialis L.","Poa","Poaceae","unknown","Poa trivialis"
"user","IBGE","IBGE00059210","Poaceae",,"Poaceae",,"1981","03","14","Brasil","São Paulo",,"São José dos Alpes. Folha Cartográfica SF-23-Y-B Coordenada Calculada. Parque Estadual Campos do Jordão.","IBGE",,,"Sem determinador",,,"Windich","-45.5922222222222","-22.7386111111111",,,,,,,"22º 44' 19"""" S","45º 35' 32"""" W","3030",,,,,,,,,,,,,"não",,,,"REFLORA","Campos do Jordão",,,,,,,,"Herbácea  com  inflorescência  marrom.  Campo.  Fenologia:  inflorescência Habitat: Campo Habito: Erva",,,,,,"FAMILY",,"2000",,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POACEAE ",,,,,,,,,"IBGE",,"IBGE 59210",,"et al.","14/03/1981",,,"METRO",,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Poaceae","Barnhart","family_as_genus","Poaceae","Poaceae","Barnhart","family","name accepted","bfo-193",,,"Poaceae Barnhart",,"Poaceae","high",
"user","RB","RB00638181","Podocarpus lambertii Klotzsch ex Endl.","Plantae","Podocarpaceae","Podocarpus","1979","11","22","Brasil","São Paulo",,"Parque Estadual Campos de Jordão.","JBRJ",,"Preserved Specimen","Robert Mill",,"lambertii","Angela Maria Studart da Fonseca Vaz",,,,"Klotzsch ex Endl.",,,,,,,,,,,,,,,,,,,,,,,,,"Campos do Jordão","2015-6-23",,,"BR",,,"1979-11-22",,,,,,,"sp.","Physical Object",,,,"RB",,"Vaz, A.M.S.F.","s.n.","1979","Mill, R.","2015",,"Vaz",,"brazil","sao paulo","campos do jordao","parque estadual campos de jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,"urn:catalog:JBRJ:RB:638181",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/63/81/81/00638181.jpg|jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/63/81/81/00638181-1.jpg",,,,,,,,,,,,,,,,,"2015-12-11 14:06:52+00","Gimnospermas","brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Podocarpus lambertii","Klotzsch ex Endl.","name_w_authors","Podocarpaceae","Podocarpus lambertii","Klotzsch ex Endl.","species","name accepted","bfo-20526",,,"Podocarpus lambertii Klotzsch ex Endl.","Podocarpus","Podocarpaceae","low","Podocarpus lambertii"
"speciesLink","SPSF","52008","Podocarpus sellowii","Plantae","Podocarpaceae","Podocarpus","2016","08","29","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Coniferophyta","PreservedSpecimen","N.M.Ivanauskas","13","sellowii","N.M.Ivanauskas & R.Esteves","-45.464444","-22.691667","2024-08-06T09:12:27","Klotzsch ex Endl.","SPSF00052008","2016","08","29",,,"6799","1467","1467","<nO>COLETA: Árvore de 6 m de altura. Fértil.; GEOGRAFIA: Floresta Ombrófila Mista. Trilha do córrego Galharada.;</nO>",,"América do Sul","Pinopsida","Pinales",,,,,,,,,,"SPLINK","Campos do Jordão","2016-08-29",,,,,,,,,,,,,,,,,,"SPSF",,"Ivanauskas, N.M.","6799","2016","Ivanauskas, N.M.","2016","Esteves, R.","Ivanauskas",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Podocarpus sellowii","Klotzsch ex Endl.","possibly_ok","Podocarpaceae","Podocarpus sellowii","Klotzsch ex Endl.","species","name accepted","bfo-20527",,,"Podocarpus sellowii Klotzsch ex Endl.","Podocarpus","Podocarpaceae","medium","Podocarpus sellowii"
"gbif","SP","262764","Podostemum muelleri Warm.","Plantae","Podostemaceae","Podostemum","1993","6","22","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, Mirante das Cachoeiras","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Mello, AS","https://specieslink.net/col/1","muelleri","Yano, O; Marcelli, MP",,,"2021-12-09 11:17:34","Warm.",,,,,,,"19544",,,,,,"Magnoliopsida","Malpighiales",,,,,,,,,,"GBIF","Campos do Jordão","2018-01-22","Podostemum muelleri Warm.",,"BR",,,"1993-06-22",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","2452859821",,,,"https://specieslink.net/guid/1/262764",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Podostemum",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Podostemum muelleri","Podostemum muelleri","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Podostemum muelleri","Warm.","name_w_authors","Podostemaceae","Podostemum muelleri","Warm.","species","name accepted","bfo-13683",,,"Podostemum muelleri Warm.","Podostemum","Podostemaceae","unknown","Podostemum muelleri"
"gbif","SP-BRYOPHYTA","191848","Pogonatum campylocarpum (Müll.Hal.) Mitt.","Plantae","Polytrichaceae","Pogonatum","1984","9","29","BRASIL","São Paulo",,"Parque Estadual de Campos do Jordão","IPA/SP","Bryophyta","PRESERVED_SPECIMEN","Peralta, D.F.","https://specieslink.net/col/339","campylocarpum","Yano, O.; Watanabe, H.M.","-45.589722","-22.73","2019-05-02 10:55:14","(Müll. Hal.) Mitt.",,,,,,,"9226","2000","2000",,,,"Polytrichopsida","Polytrichales",,,,,,,,,,"GBIF","Campos do Jordão","2006-06-01","Pogonatum campylocarpum (Müll.Hal.) Mitt.",,"BR",,,"1984-09-29",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1803037189",,,,"https://specieslink.net/guid/339/191848",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pogonatum",,,,,,"f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222",,,TRUE,FALSE,"Pogonatum campylocarpum","Pogonatum campylocarpum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Pogonatum campylocarpum","(Müll.Hal.) Mitt.","name_w_authors",,"Pogonatum campylocarpum","(Müll.Hal.) Mitt.","species","not found",,,,"Pogonatum campylocarpum (Müll.Hal.) Mitt.","Pogonatum","Poaceae","unknown","Pogonatum campylocarpum"
"gbif","SP-BRYOPHYTA","191843","Pogonatum pensilvanicum (E.B.Bartram ex Hedw.) P.Beauv.","Plantae","Polytrichaceae","Pogonatum","1984","9","29","BRASIL","São Paulo",,"Parque Estadual de Campos do Jordão","IPA/SP","Bryophyta","PRESERVED_SPECIMEN","Peralta, D.F.","https://specieslink.net/col/339","pensilvanicum","Yano, O.; Watanabe, H.M.","-45.589722","-22.73","2019-05-02 10:55:14","(Hedw.) P. Beauv.",,,,,,,"9221","2000","2000",,,,"Polytrichopsida","Polytrichales",,,,,,,,,,"GBIF","Campos do Jordão","2006-06-01","Pogonatum pensilvanicum (Bartram ex Hedw.) Paris",,"BR",,,"1984-09-29",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1803037175",,,,"https://specieslink.net/guid/339/191843",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pogonatum",,,,,,"f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222",,,TRUE,FALSE,"Pogonatum pensilvanicum","Pogonatum pensilvanicum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Pogonatum pensilvanicum","(E.B.Bartram ex Hedw.) P.Beauv.","name_w_authors",,"Pogonatum pensilvanicum","(E.B.Bartram ex Hedw.) P.Beauv.","species","not found",,,,"Pogonatum pensilvanicum (E.B.Bartram ex Hedw.) P.Beauv.","Pogonatum","Poaceae","unknown","Pogonatum pensilvanicum"
"gbif","UB","178840","Pohlia Hedw.","Plantae","Mniaceae","Pohlia","2012","5","6","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão.","UnB","Bryophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/224",,"Soares, AER; García, MA; Bernabé, MJC; Fernández, JAJ","-45.42","-22.649722","2025-01-01 12:06:04",,,,,,,,"2001","1810","1810",,,,"Bryopsida","Bryales",,,,,,,,,,"GBIF","Campos do Jordão",,"Pohlia Hedw.",,"BR",,,"2012-05-06",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1213635322",,,,"https://specieslink.net/guid/224/178840",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pohlia",,,,,,"d82d5a18-0428-4e52-be16-f509153e8126",,,TRUE,FALSE,,"Pohlia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Pohlia","Hedw.","name_w_authors",,"Pohlia","Hedw.","family","not found",,,,"Pohlia Hedw.",,"Annonaceae","unknown",
"gbif","BHCB-SL","74619","Polybotrya speciosa Schott","Plantae","Dryopteridaceae","Polybotrya","1995","10","25","Brasil","São Paulo",,"Parque Municipal Campos do Jordão, Parque Estadual de Campos do Jordão.Beira de Cachoeira. em Mata Ciliar.","UFMG","Tracheophyta","PRESERVED_SPECIMEN","Salino, A","https://specieslink.net/col/453","speciosa","Rodrigues Jr., CE",,,"2023-09-05 18:11:40","Schott",,,,,,,"863",,,,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Campos do Jordão","2002-09-01","Polybotrya speciosa Schott",,"BR",,,"1995-10-25",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque municipal campos do jordao, parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","1802855053",,,,"https://specieslink.net/guid/453/74619",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polybotrya",,,,,,"ed8e1590-62b5-48a8-8654-4ecc13554f57",,,FALSE,FALSE,"Polybotrya speciosa","Polybotrya speciosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Polybotrya speciosa","Schott","name_w_authors","Dryopteridaceae","Polybotrya speciosa","Schott","species","name accepted","bfo-91135",,,"Polybotrya speciosa Schott","Polybotrya","Dryopteridaceae","unknown","Polybotrya speciosa"
"gbif","SP","347422","Polygala L.","Plantae","Polygalaceae","Polygala","2000","12","5","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, trilha do rio Sapucaí","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/1",,"Costa, CB; et al.","-45.481389","-22.691111","2022-06-15 16:46:16",,,,,,,,"402","1500","1500",,,,"Magnoliopsida","Fabales",,,,,,,,,,"GBIF","Campos do Jordão",,"Polygala L.",,"BR",,,"2000-12-05",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","2980291434",,,,"https://specieslink.net/guid/1/347422",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polygala",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,TRUE,FALSE,,"Polygala","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Polygala","L.","name_w_authors","Polygalaceae","Polygala","L.","genus","name accepted","bfo-20541",,,"Polygala L.","Polygala","Polygalaceae","unknown",
"gbif","R","250582","Polygalaceae","Plantae","Polygalaceae",,"1979","1","3","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão. Estrada da Colônia.","MN","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/189",,"Emmerich, W.",,,"2024-10-18 12:52:46",,,,,,,,,,,,,,"Magnoliopsida","Fabales",,,,,,,,,,"GBIF","Campos do Jordão",,"Polygalaceae",,"BR",,,"1979-01-03",,,,,,"ACCEPTED","FAMILY",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao, estrada da colonia",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","4974602986",,,,"https://specieslink.net/guid/189/250582",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cd6905cf-54d7-4628-b762-f63d269e239b",,,FALSE,FALSE,,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/R010091357","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Polygalaceae","Hoffmanns. & Link","family_as_genus","Polygalaceae","Polygalaceae","Hoffmanns. & Link","family","name accepted","bfo-195",,,"Polygalaceae Hoffmanns. & Link",,"Polygalaceae","unknown",
"gbif","SPF","163218","Polygonum hydropiperoides Michx.","Plantae","Polygonaceae","Persicaria","1973","9","15","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão","USP-IB","Tracheophyta","PRESERVED_SPECIMEN","Melo, E","https://specieslink.net/col/7","hydropiperoides","Mattos, J",,,"2023-12-20 16:06:58","Michx.",,,,,,,"16349",,,,,,"Magnoliopsida","Caryophyllales",,,,,,,,,,"GBIF","Campos do Jordão","1990-09-01","Persicaria hydropiperoides (Michx.) Small",,"BR",,,"1973-09-15",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1252618896",,,,"https://specieslink.net/guid/7/163218",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polygonum",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Persicaria hydropiperoides","Polygonum hydropiperoides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00163218","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Polygonum hydropiperoides","Michx.","name_w_authors","Polygonaceae","Polygonum hydropiperoides","Michx.","species","name accepted","bfo-13725",,,"Polygonum hydropiperoides Michx.","Polygonum","Polygonaceae","unknown","Polygonum hydropiperoides"
"gbif","NY","NY02422573","Polyphlebium angustatum (Carmich.) Ebihara & Dubuisson","Plantae","Hymenophyllaceae","Polyphlebium","1996","3","21","Brazil","São Paulo",,"Trilha da Cachoeira, Parque Estadual de Campos do Jordao.","NY","Tracheophyta","PRESERVED_SPECIMEN",,,"angustatum","J. Prado",,,,"(Carmich.) Ebihara & Dubuisson",,,,,,,"803",,,,,,"Polypodiopsida","Hymenophyllales",,,,,,,,,,"GBIF",,,"Polyphlebium angustatum (Carmich.) Ebihara & Dubuisson","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3138725","BR",,,"1996-03-21",,,,,,"ACCEPTED","SPECIES",,,"1996-03-21",,,,,,,,,,,,"brazil","sao paulo","trilha da cachoeira","parque estadual de campos do jordao",,"locality","brazil_sao paulo_trilha cachoeira","brazil_sao paulo",-22.2584562,-48.7420254,"state","2997465364",,,,"3138725",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Polyphlebium",,,,,,"a185d0c4-1a12-45c1-a729-2a7b058b528d",,,FALSE,FALSE,"Polyphlebium angustatum","Polyphlebium angustatum (Carmich.) Ebihara & Dubuisson","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/2/42/25/73/ny_02422573.dzi",,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Polyphlebium angustatum","(Carmich.) Ebihara & Dubuisson","name_w_authors","Hymenophyllaceae","Polyphlebium angustatum","(Carmich.) Ebihara & Dubuisson","species","name accepted","bfo-91225",,,"Polyphlebium angustatum (Carmich.) Ebihara & Dubuisson","Polyphlebium","Hymenophyllaceae","unknown","Polyphlebium angustatum"
"gbif","HEPH","21791","Polypodiaceae","Plantae","Polypodiaceae",,"1996","12","19","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão trilha Canhanbora","Jardim Botânico de Brasília","Tracheophyta","PRESERVED_SPECIMEN","Rodrigues Júnior, CE",,,"Rodrigues Júnior, CE","-45.5625","-22.697222","2023-06-22 19:23:09",,,,,,"-45.5625","-22.697222","1050","150","150",,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Campos do Jordão",,"Polypodiaceae",,"BR",,"HEPH - Herbário Ezechias Paulo Heringer","1996-12-19",,,,,,"ACCEPTED","FAMILY","Collection",,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao trilha canhanbora",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","1211323277",,,,"BRA:JBB:HEPH:21791",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"fce21d43-c0c7-4d1f-b6d2-fc048f053456",,,TRUE,FALSE,,,"null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Polypodiaceae","J.Presl","family_as_genus","Polypodiaceae","Polypodiaceae","J.Presl","family","name accepted","bfo-91537",,,"Polypodiaceae J.Presl",,"Polypodiaceae","unknown",
"user","HUFU","HUFU00054432","Polypodium",,"Polypodiaceae","Polypodium","1981","04","12","Brasil","São Paulo",,"Parque Estadual Campos do Jordão","HUFU",,,"Ranal, M",,,"Ranal, M.","0","0",,,,,,,,,"64",,,,,,,,,,,,,"não",,,,"REFLORA","Campos do Jordão","12/04/1981",,,,,,,,,,,,,"GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYPODIACEAE ",,,,,,,,,"HUFU",,,,"Ranal, M","12/04/1981",,,"METRO",,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Polypodium","L.","indet","Polypodiaceae","Polypodium","L.","genus","name accepted","bfo-91541",,,"Polypodium L.","Polypodium","Polypodiaceae","high",
"speciesLink","SPSF","57389","Polypogon elongatus","Plantae","Poaceae","Polypogon","2023","02","09","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen",,"13","elongatus","R.T.Shirasuna & N.M.Ivanauskas & R.Esteves","-45.460556","-22.667778","2024-08-06T09:12:51","Kunth","SPSF00057389",,,,,,"5300",,,"<nO>COLETA: Erva. Sinflorescência verde-vinácea.; GEOGRAFIA: Em beira de estrada.;</nO>",,"América do Sul","Liliopsida","Poales",,,,,,,,,,"SPLINK","Campos do Jordão",,,,,,,,,,,,,,,,,,,"SPSF",,"Shirasuna, R.T.","5300","2023","s.n.","n.d.","Ivanauskas, N.M.; Esteves, R.","Shirasuna",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Polypogon elongatus","Kunth","possibly_ok","Poaceae","Polypogon elongatus","Kunth","species","name accepted","bfo-104962",,,"Polypogon elongatus Kunth","Polypogon","Poaceae","high","Polypogon elongatus"
