"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","barcode","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","recordNumber","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","continentocean","class","order","infraspecificEpithet","preparationtype","individualcount","minimumDepthInMeters","maximumDepthInMeters","typeStatus","fieldNumber","sex","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"gbif","SPSF","37736","Campyloneurum fallax Fée","Plantae","Polypodiaceae","Campyloneurum","2007","6","29","Brasil","Sp",,"Parque Estadual de Campos do Jordão","IF","Tracheophyta","PRESERVED_SPECIMEN","J.Prado","https://specieslink.net/col/13","fallax","N.M. Ivanauskas & M.C.Assis & R.P.M.Souza & R. Esteves & R.T.Polisel","-45.464444","-22.691667","2024-08-06 09:17:23","Fée",,,,,,,"278","1467","1467",,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Campos do Jordão","2007-12-09","Campyloneurum fallax Fée",,"BR",,,"2007-06-29",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1086906383",,,,"https://specieslink.net/guid/13/37736",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campyloneurum",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Campyloneurum fallax","Campyloneurum fallax","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPSF00037736","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Campyloneurum fallax","Fée","name_w_authors","Polypodiaceae","Campyloneurum fallax","Fée","species","name accepted","bfo-91558",,,"Campyloneurum fallax Fée","Campyloneurum","Polypodiaceae","unknown","Campyloneurum fallax"
"gbif","SPSF","37732","Campyloneurum lapathifolium (Poir.) Ching","Plantae","Polypodiaceae","Campyloneurum","2007","4","30","Brasil","Sp",,"Parque Estadual de Campos do Jordão","IF","Tracheophyta","PRESERVED_SPECIMEN","J.Prado","https://specieslink.net/col/13","lapathifolium","N.M. Ivanauskas & R.P.M.Souza & R. Esteves & R.T.Polisel","-45.464444","-22.691667","2024-08-06 09:17:23","(Poir) Ching",,,,,,,"239","1467","1467",,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Campos do Jordão",,"Campyloneurum repens (Aubl.) C.Presl",,"BR",,,"2007-04-30",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1086906386",,,,"https://specieslink.net/guid/13/37732",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campyloneurum",,,,,,"16ed67e5-fd70-4fd4-85c3-70ea2da627fe",,,TRUE,FALSE,"Campyloneurum repens","Campyloneurum lapathifolium","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPSF00037732","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Campyloneurum lapathifolium","(Poir.) Ching","name_w_authors","Polypodiaceae","Campyloneurum lapathifolium","(Poir.) Ching","species","name accepted","bfo-91560",,,"Campyloneurum lapathifolium (Poir.) Ching","Campyloneurum","Polypodiaceae","unknown","Campyloneurum lapathifolium"
"speciesLink","SPSF","37735","Campyloneurum major","Plantae","Polypodiaceae","Campyloneurum","2007","06","29","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Pteridophyta","PreservedSpecimen","J.Prado","13","major","N.M. Ivanauskas & R.P.M.Souza & R. Esteves & R.T.Polisel","-45.464444","-22.691667","2024-08-06T09:17:23","(Hieron.ex Hicken) Lellinger","SPSF00037735","2007","12","09",,,"277","1467","1467","<nO>COLETA: Pterophyta epífita.; GEOGRAFIA: Trilha da Cachoeira. Área da fitossociologia.;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Campos do Jordão","2007-12-09",,,,,,,,,,,,,,,,,,"SPSF",,"Ivanauskas, N.M.","277","2007","Prado, J.","2007","Souza, R.P.M.; Esteves, R.; Polisel, R.T.","Ivanauskas",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Campyloneurum major","(Hieron.ex Hicken) Lellinger","possibly_ok",,"Campyloneurum major","(Hieron.ex Hicken) Lellinger","species","not found",,,,"Campyloneurum major (Hieron.ex Hicken) Lellinger","Campyloneurum","Polypodiaceae","low","Campyloneurum major"
"gbif","NY","NY02422551","Campyloneurum nitidum (Kaulf.) C.Presl","Plantae","Polypodiaceae","Campyloneurum","1996","3","21","Brazil","São Paulo",,"Trilha da Cachoeiral, Parque Estadual de Campos do Jordão","NY","Tracheophyta","PRESERVED_SPECIMEN",,,"nitidum","J. Prado",,,,"(Kaulf.) C.Presl",,,,,,,"798",,,,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF",,,"Campyloneurum nitidum (Kaulf.) C.Presl","Herbário Virtual REFLORA Disponível em: http://herbariovirtualreflora.jbrj.gov.br/reflora/herbarioVirtual/ConsultaPublicoHVUC/ConsultaPublicoHVUC.do?idTestemunho=3138704","BR",,,"1996-03-21",,,,,,"ACCEPTED","SPECIES",,,"1996-03-21",,,,,,,,,,,,"brazil","sao paulo","trilha da cachoeiral","parque estadual de campos do jordao",,"locality","brazil_sao paulo_trilha cachoeiral","brazil_sao paulo",-22.2584562,-48.7420254,"state","2997459335",,,,"3138704",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campyloneurum",,,,,,"a185d0c4-1a12-45c1-a729-2a7b058b528d",,,FALSE,FALSE,"Campyloneurum nitidum","Campyloneurum nitidum (Kaulf.) C.Presl","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","jbrj-public.s3-sa-east-1.amazonaws.com/fsi/server?type=image&source=DZI/newyork/ny_/2/42/25/51/ny_02422551.dzi",,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Campyloneurum nitidum","(Kaulf.) C.Presl","name_w_authors","Polypodiaceae","Campyloneurum nitidum","(Kaulf.) C.Presl","species","name accepted","bfo-91562",,,"Campyloneurum nitidum (Kaulf.) C.Presl","Campyloneurum","Polypodiaceae","unknown","Campyloneurum nitidum"
"gbif","SP-BRYOPHYTA","191862","Campylopus Brid.","Plantae","Leucobryaceae","Campylopus","1984","9","29","BRASIL","São Paulo",,"Parque Estadual de Campos do Jordão","IPA/SP","Bryophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/339",,"Yano, O.; Watanabe, H.M.","-45.589722","-22.73","2019-05-02 10:52:53",,,,,,,,"9240","2000","2000",,,,"Bryopsida","Dicranales",,,,,,,,,,"GBIF","Campos do Jordão",,"Campylopus Brid.",,"BR",,,"1984-09-29",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1803037221",,,,"https://specieslink.net/guid/339/191862",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campylopus",,,,,,"f2f31bf8-abd3-4bbc-b55e-8fa88c5c8222",,,TRUE,FALSE,,"Campylopus sp.","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Campylopus","Brid.","name_w_authors",,"Campylopus","Brid.","family","not found",,,,"Campylopus Brid.",,"Burmanniaceae","unknown",
"gbif","PACA-BRYOPHYTES","117210","Campylopus arctocarpus (Hornsch.) Mitt.","Plantae","Leucobryaceae","Campylopus","1993","6","21","Brasil","Sp",,"parque estadual de campos do jordao","IAP","Bryophyta","PRESERVED_SPECIMEN","Carmo, D.M.","https://specieslink.net/col/479","arctocarpus","Yano, O.","-45.589444","-22.73","2019-08-27 12:06:27","(Hornsch.) Mitt.",,,,,,,"19423",,,,,,"Bryopsida","Dicranales",,,,,,,,,,"GBIF","Campos do Jordão","2016-03-01","Campylopus arctocarpus (Hornsch.) Mitt.",,"BR",,,"1993-06-21",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1844432153",,,,"https://specieslink.net/guid/479/117210",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campylopus",,,,,,"bd87f432-1b92-4494-894b-e3f0b1eca64d",,,TRUE,FALSE,"Campylopus arctocarpus","Campylopus arctocarpus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Campylopus arctocarpus","(Hornsch.) Mitt.","name_w_authors",,"Campylopus arctocarpus","(Hornsch.) Mitt.","species","not found",,,,"Campylopus arctocarpus (Hornsch.) Mitt.","Campylopus","Burmanniaceae","unknown","Campylopus arctocarpus"
"gbif","CESJ","71059","Campylopus lamellinervis (Müll.Hal.) Mitt.","Plantae","Leucobryaceae","Campylopus","1993","6","23","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão.","UFJF","Bryophyta","PRESERVED_SPECIMEN","D.M. Carmo","https://specieslink.net/col/229","lamellinervis","O. Yano","-45.352778","-22.442222","2024-08-14 18:39:18","(Müll. Hal.) Mitt.",,,,,,,"19633","1","1",,,,"Bryopsida","Dicranales",,,,,,,,,,"GBIF","Campos do Jordão","2016-04-01","Campylopus lamellinervis (Müll.Hal.) Mitt.",,"BR",,,"1993-06-23",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","4955393628",,,,"https://specieslink.net/guid/229/71059",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campylopus",,,,,,"330d773a-abe3-4234-b423-129dc4d00963",,,TRUE,FALSE,"Campylopus lamellinervis","Campylopus lamellinervis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Campylopus lamellinervis","(Müll.Hal.) Mitt.","name_w_authors",,"Campylopus lamellinervis","(Müll.Hal.) Mitt.","species","not found",,,,"Campylopus lamellinervis (Müll.Hal.) Mitt.","Campylopus","Burmanniaceae","unknown","Campylopus lamellinervis"
"gbif","NY","02712979","Campylopus pilifer Brid.","Plantae","Leucobryaceae","Campylopus","1984","9","29","Brazil","São Paulo","Campos do Jordão Mun.","Parque Estadual de Campos do Jordão","NY","Bryophyta","PRESERVED_SPECIMEN",,"http://biocol.org/urn:lsid:biocol.org:col:15556","pilifer","O. Yano","-45.5897","-22.73",,"Brid.",,,,,,,"9240",,,,,,"Bryopsida","Dicranales",,,,,,,,,,"GBIF","Campos do Jordão Mun.",,"Campylopus pilifer Brid.",,"BR",,"Mosses","1984-09-29",,,,,,"ACCEPTED","SPECIES","PhysicalObject","6562 ft","29 Sep 1984",,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","1930974557","http://biocol.org/urn:lsid:biocol.org:col:15556",,,"e2d5ca71-fbc2-4b8b-abaa-d6fa35a9bb86",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Campylopus",,,,,,"d415c253-4d61-4459-9d25-4015b9084fb0",,"StillImage",TRUE,FALSE,"Campylopus pilifer","Campylopus pilifer Brid.","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Campylopus pilifer","Brid.","name_w_authors",,"Campylopus pilifer","Brid.","species","not found",,,,"Campylopus pilifer Brid.","Campylopus","Burmanniaceae","unknown","Campylopus pilifer"
"gbif","SP","341462","Cantinoa muricata (Schott ex Benth.) Harley & J.F.B.Pastore","Plantae","Lamiaceae","Cantinoa","1985","4","2","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão, Região do paiol","IPA/SP","Tracheophyta","PRESERVED_SPECIMEN","Harley, RM","https://specieslink.net/col/1","muricata","Robim, MJ",,,"2021-12-09 11:08:22","(Schott ex Benth.) Harley & J.F.B.Pastore",,,,,,,"269",,,,,,"Magnoliopsida","Lamiales",,,,,,,,,,"GBIF","Campos do Jordão","1993-05-25","Cantinoa muricata (Schott ex Benth.) Harley & J.F.B.Pastore",,"BR",,,"1985-04-02",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","2831320597",,,,"https://specieslink.net/guid/1/341462",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cantinoa",,,,,,"17efa320-7312-4b55-bf0a-a4cfc4613169",,,FALSE,FALSE,"Cantinoa muricata","Cantinoa muricata","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Cantinoa muricata","(Schott ex Benth.) Harley & J.F.B.Pastore","name_w_authors","Lamiaceae","Cantinoa muricata","(Schott ex Benth.) Harley & J.F.B.Pastore","species","name accepted","bfo-132559",,,"Cantinoa muricata (Schott ex Benth.) Harley & J.F.B.Pastore","Cantinoa","Lamiaceae","unknown","Cantinoa muricata"
"gbif","SPF","31699","Cantinoa plectranthoides (Benth.) Harley & J.F.B.Pastore","Plantae","Lamiaceae","Cantinoa","1983","7","19","Brasil","São Paulo",,"Parque Estadual de Campos do Jordão","USP-IB","Tracheophyta","PRESERVED_SPECIMEN","Silva-Luz, CL","https://specieslink.net/col/7","plectranthoides","Giulietti, AM",,,"2023-12-20 16:00:07","(Benth.) Harley & J.F.B.Pastore",,,,,,,"1031",,,,,,"Magnoliopsida","Lamiales",,,,,,,,,,"GBIF","Campos do Jordão","2015-01-01","Cantinoa plectranthoides (Benth.) Harley & J.F.B.Pastore",,"BR",,,"1983-07-19",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","2236795389",,,,"https://specieslink.net/guid/7/31699",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cantinoa",,,,,,"1bb3cae3-b91f-4109-8a2d-a1f05f2d6fd3",,,FALSE,FALSE,"Cantinoa plectranthoides","Cantinoa plectranthoides","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SPF00031699","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Cantinoa plectranthoides","(Benth.) Harley & J.F.B.Pastore","name_w_authors","Lamiaceae","Cantinoa plectranthoides","(Benth.) Harley & J.F.B.Pastore","species","name accepted","bfo-132562",,,"Cantinoa plectranthoides (Benth.) Harley & J.F.B.Pastore","Cantinoa","Lamiaceae","unknown","Cantinoa plectranthoides"
"gbif","CEN","35117","Capsicum L.","Plantae","Solanaceae","Capsicum","1999","5","11","BR","Sp",,"Estrada Campos do Jordão - Itajuba, que corta o Parque Estadual de Campos de Jordão, a 9,5 km do entroncamento [Próximo 2ª guarita], beira sa estrada, local pouco pertubado.","Cenargen","Tracheophyta","PRESERVED_SPECIMEN",,"https://specieslink.net/col/399",,"Luciano de Bem Bianchetti","-45.43833","-22.65","2024-09-19 14:10:51",,,,,,,,"1551","1650","1650",,,,"Magnoliopsida","Solanales",,,,,,,,,,"GBIF","CAMPOS DO JORDAO",,"Capsicum L.",,"BR",,,"1999-05-11",,,,,,"ACCEPTED","GENUS",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","estrada campos do jordao - itajuba, que corta o parque estadual de campos de jordao, beira sa estrada",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","1095214923",,,,"https://specieslink.net/guid/399/35117",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Capsicum",,,,,,"e38d4c95-3a1d-4594-9ae9-883b48042e6d",,,TRUE,FALSE,,"Capsicum","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Capsicum","L.","name_w_authors","Solanaceae","Capsicum","L.","genus","name accepted","bfo-14622",,,"Capsicum L.","Capsicum","Solanaceae","unknown",
"gbif","FUEL","34461","Carex bonariensis Desf.","Plantae","Cyperaceae","Carex","1993","4","22","Brasil","São Paulo",,"Parque Estadual Campos do Jordão","UEL","Tracheophyta","PRESERVED_SPECIMEN","Alves, M","https://specieslink.net/col/48","bonariensis","Pastore, JA; Robim, MJ",,,"2024-12-05 15:06:02","Desf.",,,,,,,"479","0","0",,,,"Liliopsida","Poales",,,,,,,,,,"GBIF","Campos do Jordão","2009-06-10","Carex bonariensis Desf.",,"BR",,,"1993-04-22",,,,,,"DOUBTFUL","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality","2464853868",,,,"https://specieslink.net/guid/48/34461",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carex",,,,,,"78dcee36-b0a2-4679-802d-bc0b5016518b",,,FALSE,FALSE,"Carex bonariensis","Carex bonariensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"ok_same_resolution","Carex bonariensis","Desf. ex Poir.","name_w_authors","Cyperaceae","Carex bonariensis","Desf. ex Poir.","species","author misspelled","bfo-7163",,,"Carex bonariensis Desf. ex Poir.","Carex","Cyperaceae","unknown","Carex bonariensis"
"gbif","UEC","109972","Carex brasiliensis A.St.-Hil.","Plantae","Cyperaceae","Carex","1999","10","12","Brazil","São Paulo",,"Parque Estadual Campos do Jordão, Parque dos Lagos, São Bento do Sapucaí.","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","Shepherd, GJ","https://specieslink.net/col/2","brasiliensis","Anderson, LO; Amaral, MCE; Bittrich, V; Aona, LYS; Mendonça, TG; Faria, AD",,,"2024-11-25 11:10:49","A.St.-Hil.",,,,,,,"87",,,,,,"Liliopsida","Poales",,,,,,,,,,"GBIF","Campos do Jordão","2000-01-01","Carex brasiliensis A.St.-Hil.",,"BR",,,"1999-10-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual campos do jordao, parque dos lagos",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","1089059566",,,,"https://specieslink.net/guid/2/109972",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carex",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Carex brasiliensis","Carex brasiliensis","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC012176","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Carex brasiliensis","A.St.-Hil.","name_w_authors","Cyperaceae","Carex brasiliensis","A.St.-Hil.","species","name accepted","bfo-7164",,,"Carex brasiliensis A.St.-Hil.","Carex","Cyperaceae","unknown","Carex brasiliensis"
"gbif","UEC","109973","Carex pseudocyperus L.","Plantae","Cyperaceae","Carex","1999","10","12","Brazil","São Paulo",,"Parque Estadual Campos do Jordão, Parque dos Lagos, São Bento do Sapucaí.","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN","Shepherd, GJ","https://specieslink.net/col/2","pseudocyperus","Anderson, LO; Amaral, MCE; Bittrich, V; Aona, LYS; Mendonça, TG; Faria, AD",,,"2024-11-25 11:10:50","L.",,,,,,,"88",,,,,,"Liliopsida","Poales",,,,,,,,,,"GBIF","Campos do Jordão","2000-01-01","Carex pseudocyperus L.",,"BR",,,"1999-10-12",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","campos do jordao","parque estadual campos do jordao, parque dos lagos",,"locality","brazil_sao paulo_campos jordao","brazil_sao paulo_campos jordao",-22.70151972,-45.53304923,"county","1089059548",,,,"https://specieslink.net/guid/2/109973",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Carex",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Carex pseudocyperus","Carex pseudocyperus","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC","https://images.cria.org.br/viewer/UEC012177","WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_campos jordao","Brazil","São Paulo","Campos do Jordão",,"check_local.2municip.","Carex pseudocyperus","L.","name_w_authors","Cyperaceae","Carex pseudocyperus","L.","species","name accepted","bfo-130223",,,"Carex pseudocyperus L.","Carex","Cyperaceae","unknown","Carex pseudocyperus"
"speciesLink","SPSF","57649","Carex purpureovaginata","Plantae","Cyperaceae","Carex","2023","03","09","Brasil","SP","Campos do Jordão","Parque Estadual de Campos do Jordão","IF","Magnoliophyta","PreservedSpecimen","N.M.Ivanauskas","13","purpureovaginata","N.M.Ivanauskas & R.T.Shirasuna & R.Esteves","-45.474444","-22.693333","2024-08-06T09:12:43","Boeckeler","SPSF00057649","2023","04","30",,,"7539","1596","1596","<nO>COLETA: Erva.; GEOGRAFIA: Campo de Altitude. Trilha dos Campos.;</nO>",,"América do Sul","Liliopsida","Poales",,,,,,,,,,"SPLINK","Campos do Jordão","2023-04-30",,,,,,,,,,,,,,,,,,"SPSF",,"Ivanauskas, N.M.","7539","2023","Ivanauskas, N.M.","2023","Shirasuna, R.T.; Esteves, R.","Ivanauskas",,"brazil","sao paulo","campos do jordao","parque estadual de campos do jordao",,"locality","brazil_sao paulo_campos jordao_parque estadual campos jordao","brazil_sao paulo_campos jordao_pe campos jordao",-22.691958,-45.46331,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Carex purpureovaginata","Boeckeler","possibly_ok","Cyperaceae","Carex purpureovaginata","Boeckeler","species","name accepted","bfo-34936",,,"Carex purpureovaginata Boeckeler","Carex","Cyperaceae","medium","Carex purpureovaginata"
