"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Euphorbiaceae","Actinostemon","concolor","(Spreng.) Müll.Arg.","EUPHORBIACEAE Actinostemon concolor (Spreng.) Müll.Arg.","SPSF00024051","SPLINK","SPSF","Cordeiro, I.","1572","Native","Ouro","Estação Ecológica Juréia-Itatins","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Ferns and Lycophytes","Pteridaceae","Adiantopsis","radiata","(L.) Fée","PTERIDACEAE Adiantopsis radiata (L.) Fée","UPCB0034804","REFLORA",,,"1086","Native","Ouro","Estação Ecológica Juréia-Itatins, Trilha do Morro Fernando.","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Araceae","Anthurium","naviculare","Cath. & Nadruz","ARACEAE Anthurium naviculare Cath. & Nadruz","244645","GBIF",,,"1406","Native","Ouro","Estação Ecológica Juréia-Itatins, Proximidades do maciço da Juréia, mata de encosta junto ao paredão rochoso próximo ao alojamento","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Arecaceae","Bactris","hatschbachii","Noblick ex A.J.Hend.","ARECACEAE Bactris hatschbachii Noblick ex A.J.Hend.","254419","GBIF",,,"1065","Native","Ouro","Estação Ecológica Juréia-Itatins, Trilha para a Figueira","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Asteraceae","Barrosoa","betonicaeformis","(DC.) R.M.King & H.Rob.","ASTERACEAE Barrosoa betonicaeformis (DC.) R.M.King & H.Rob.","K000941127","REFLORA",,,"66","Native","Ouro","Estação Ecológica Juréia-Itatins, Caminho do Imperador.","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Begoniaceae","Begonia","jureiensis","S.J.Gomes da Silva & Mamede","BEGONIACEAE Begonia jureiensis S.J.Gomes da Silva & Mamede","247677","GBIF",,,"189","Native","Ouro","Estação Ecológica Juréia-Itatins, Serra da Juréia. Trilha para o campo próximo ao alojamento do IBAMA","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Melastomataceae","Bertolonia","margaritacea","Naudin","MELASTOMATACEAE Bertolonia margaritacea Naudin","RB00695240",,"RB","Melo, M.R.F.","1079","Native","Ouro","Trilha do Morrro Fernando. Estação Ecológica Juréia-Itatins","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Solanaceae","Brunfelsia","uniflora","(Pohl) D.Don","SOLANACEAE Brunfelsia uniflora (Pohl) D.Don","HSTM00007859","REFLORA",,,"1890","Native","Ouro","Estação Ecológica Juréia-Itatins. Trilha para a cahoeira do Salto. Mata de Planície.","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Salicaceae","Casearia","paranaensis","Sleumer","SALICACEAE Casearia paranaensis Sleumer","46196","SPLINK","IAC","Anunciacao, E.A.","545","Native","Ouro","Estação Ecológica Juréia-Itatins, Serra da Juréia, trilha para o morrinho, próximo ao primeiro paredão","Não"
"ESTAÇÃO ECOLÓGICA JURÉIA-ITATINS","Angiosperms","Orchidaceae","Cleistes","montana","Gardner","ORCHIDACEAE Cleistes montana Gardner","ICN00039502","REFLORA",,,"365","Native","Ouro","Estação Ecológica Juréia-Itatins Barra do Una 24°26'34""""S - 47°4'33""""W","Não"
