"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Asteraceae","Acanthospermum","australe","(Loefl.) Kuntze","ASTERACEAE Acanthospermum australe (Loefl.) Kuntze","HRCB052523","SPLINK","HRCB","Oliveira, A.P.C.","66","Native","Ouro","Parque Estadual de Porto Ferreira Trilha da borda do Parque paralela à estrada","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Bignoniaceae","Adenocalymma","marginatum","(Cham.) DC.","BIGNONIACEAE Adenocalymma marginatum (Cham.) DC.","HRCB052438","SPLINK","HRCB","Lombardi, J.A.","7784","Native","Ouro","Parque Estadual de Porto Ferreira Trilha do Poção","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Malpighiaceae","Banisteriopsis","argyrophylla","(A.Juss.) B.Gates","MALPIGHIACEAE Banisteriopsis argyrophylla (A.Juss.) B.Gates","53520","SPLINK","FUEL","Lombardi, J.A.","7755","Native","Ouro","Parque Estadual de Porto Ferreira, Trilha do Poção","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Malpighiaceae","Banisteriopsis","malifolia","(Nees & Mart.) B.Gates","MALPIGHIACEAE Banisteriopsis malifolia (Nees & Mart.) B.Gates","RB00742506",,"RB","Lombardi, J.A.","7764","Native","Ouro","Parque Estadual de Porto Ferreira, trilha do Poção, ca. .","Não"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Malpighiaceae","Banisteriopsis","variabilis","B.Gates","MALPIGHIACEAE Banisteriopsis variabilis B.Gates","SP121153","SPLINK","SP","Lombardi, J.A.","7750","Native","Ouro","Parque Estadual de Porto Ferreira, Trilha do Poção","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Asteraceae","Bidens","squarrosa","Kunth","ASTERACEAE Bidens squarrosa Kunth","UEC017682","SPLINK","UEC","Oliveira, A.P.C.","01","Naturalized","Ouro","Parque Estadual de Porto Ferreira, Trilha do Poção.","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Bignoniaceae","Bignonia","campanulata","Cham.","BIGNONIACEAE Bignonia campanulata Cham.","HRCB052382","SPLINK","HRCB","Lombardi, J.A.","7728","Native","Ouro","Parque Estadual de Porto Ferreira Trilha do Poção","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Malpighiaceae","Byrsonima","intermedia","A.Juss.","MALPIGHIACEAE Byrsonima intermedia A.Juss.","470813","SPLINK","SP","Oliveira, A.P.C.","41","Native","Ouro","Parque Estadual de Porto Ferreira, Trilha da borda do parque paralela à estrada","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Convolvulaceae","Camonea","umbellata","(L.) A.R. Simões & Staples","CONVOLVULACEAE Camonea umbellata (L.) A.R. Simões & Staples","HRCB052517","SPLINK","HRCB","Oliveira, A.P.C.","60","Native","Ouro","Parque Estadual de Porto Ferreira Trilha da borda do parque paralela à estrada","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Fabaceae","Canavalia","picta","Mart. ex Benth.","FABACEAE Canavalia picta Mart. ex Benth.","RB00736268",,"RB","Oliveira, A.P.C.","92","Native","Ouro","Parque Estadual de Porto Ferreira, Trilha das árvores gigantes, ca.","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Malpighiaceae","Carolus","chlorocarpus","(A.Juss.) W.R.Anderson","MALPIGHIACEAE Carolus chlorocarpus (A.Juss.) W.R.Anderson","SP048316","SPLINK","SP","Lombardi, J.A.","7732","Native","Ouro","Parque Estadual de Porto Ferreira, Trilha do Poção","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Cannabaceae","Celtis","iguanaea","(Jacq.) Sarg.","CANNABACEAE Celtis iguanaea (Jacq.) Sarg.","HUEFS0202007","REFLORA",,,"8532","Native","Ouro","Parque Estadual de Porto Ferreira, trilha das Árvores Gigantes.","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Fabaceae","Chamaecrista","flexuosa","(L.) Greene","FABACEAE Chamaecrista flexuosa (L.) Greene","HRCB052452","SPLINK","HRCB","Oliveira, A.P.C.","6","Native","Ouro","Parque Estadual de Porto Ferreira Trilha da lagoa","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Asteraceae","Chaptalia","nutans","(L.) Pol.","ASTERACEAE Chaptalia nutans (L.) Pol.","HRCB052662","SPLINK","HRCB","Oliveira, A.P.C.","96","Native","Ouro","Parque Estadual de Porto Ferreira Trilha das árvores gigantes","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Poaceae","Chloris","elata","Desv.","POACEAE Chloris elata Desv.","SP042130","SPLINK","SP","Oliveira, A.P.C.","57","Native","Ouro","Parque Estadual de Porto Ferreira, Trilha da borda do parque paralela à estrada.","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Asteraceae","Chromolaena","laevigata","(Lam.) R.M.King & H.Rob.","ASTERACEAE Chromolaena laevigata (Lam.) R.M.King & H.Rob.","HRCB052428","SPLINK","HRCB","Lombardi, J.A.","7774","Native","Ouro","Parque Estadual de Porto Ferreira","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Asteraceae","Chromolaena","maximiliani","(Schrad. ex DC.) R.M.King & H.Rob.","ASTERACEAE Chromolaena maximiliani (Schrad. ex DC.) R.M.King & H.Rob.","UEC017692","SPLINK","UEC","Lombardi, J.A.","7774","Native","Ouro","Parque estadual de Porto Ferreira, trilha da pesquisa.","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Asteraceae","Chromolaena","odorata","(L.) R.M.King & H.Rob.","ASTERACEAE Chromolaena odorata (L.) R.M.King & H.Rob.","FUEL015552","SPLINK","FUEL","Lombardi, J.A.","7753","Native","Ouro","Parque Estadual de Porto Ferreira, Trilha do Poção","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Vitaceae","Cissus","erosa","Rich.","VITACEAE Cissus erosa Rich.","FUEL000243","SPLINK","FUEL","Oliveira, A.P.C.","27","Native","Ouro","Parque Estadual de Porto Ferreira, Trilha da borda do parque paralela à estrada","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Vitaceae","Cissus","tinctoria","Mart.","VITACEAE Cissus tinctoria Mart.","RB00748061",,"RB","Lombardi, J.A.","7677","Native","Ouro","Parque Estadual de Porto Ferreira, trilha de uso extensivo dos Jequitibás, ca.","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Commelinaceae","Commelina","obliqua","Vahl","COMMELINACEAE Commelina obliqua Vahl","HURB000003223","SPLINK","HURB","Lombardi, J.A.","7682","Native","Ouro","Parque Estadual de Porto Ferreira.","Não"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Bignoniaceae","Cuspidaria","pulchra","(Cham.) L.G.Lohmann","BIGNONIACEAE Cuspidaria pulchra (Cham.) L.G.Lohmann","HRCB052471","SPLINK","HRCB","Oliveira, A.P.C.","25","Native","Ouro","Parque Estadual de Porto Ferreira Trilha da borda do Parque paralela à estrada","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Cyperaceae","Cyperus","laxus","Lam.","CYPERACEAE Cyperus laxus Lam.","HRCB052433","SPLINK","HRCB","Lombardi, J.A.","7779","Native","Ouro","parque Estadual de Porto Ferreira Trilha do Poção","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Asteraceae","Cyrtocymura","scorpioides","(Lam.) H.Rob.","ASTERACEAE Cyrtocymura scorpioides (Lam.) H.Rob.","UEC017840","SPLINK","UEC","Oliveira, A.P.C.","116","Native","Ouro","Parque Estadual de Porto Ferreira, Trilha do Poção.","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Fabaceae","Desmodium","affine","Schltdl.","FABACEAE Desmodium affine Schltdl.","HRCB052293","SPLINK","HRCB","Lombardi, J.A.","7684","Native","Ouro","Trilha de uso entensivo dos Jequitibás. Parque Estadual de Porto Ferreira.","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Fabaceae","Desmodium","distortum","(Aubl.) J.F.Macbr.","FABACEAE Desmodium distortum (Aubl.) J.F.Macbr.","HRCB052507","SPLINK","HRCB","Oliveira, A.P.C.","50","Native","Ouro","Trilha da borda do parque paralela à estrada Parque Estadual de Porto Ferreira.","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Fabaceae","Desmodium","uncinatum","(Jacq.) DC.","FABACEAE Desmodium uncinatum (Jacq.) DC.","HRCB052391","SPLINK","HRCB","Lombardi, J.A.","7737","Native","Ouro","Trilha do Poção Parque Estadual de Porto Ferreira.","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Commelinaceae","Dichorisandra","hexandra","(Aubl.) C.B.Clarke","COMMELINACEAE Dichorisandra hexandra (Aubl.) C.B.Clarke","HRCB052280","SPLINK","HRCB","Lombardi, J.A.","7671","Native","Ouro","Parque Estadual de Porto Ferreira Trilha de uso extensivo dos Jequitibás","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Malpighiaceae","Diplopterys","pubipetala","(A.Juss.) W.R.Anderson & C.C.Davis","MALPIGHIACEAE Diplopterys pubipetala (A.Juss.) W.R.Anderson & C.C.Davis","53523","SPLINK","FUEL","Oliveira, A.P.C.","114","Native","Ouro","Parque Estadual de Porto Ferreira, Trilha do Poção","Sim"
"PARQUE ESTADUAL DE PORTO FERREIRA","Angiosperms","Convolvulaceae","Distimake","macrocalyx","(Ruiz & Pav.) A.R. Simões & Staples","CONVOLVULACEAE Distimake macrocalyx (Ruiz & Pav.) A.R. Simões & Staples","425959","SPLINK","SP","Oliveira, A.P.C.","90","Native","Ouro","Parque Estadual de Porto Ferreira, trilha das árvores gigantes","Sim"
