"data_source","gbifID","bibliographicCitation","modified","type","institutionID","collectionID","datasetID","institutionCode","collectionCode","datasetName","basisOfRecord","informationWithheld","dataGeneralizations","occurrenceID","catalogNumber","recordNumber","recordedBy","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","fieldNumber","eventDate","year","month","day","verbatimEventDate","habitat","samplingProtocol","fieldNotes","eventRemarks","locationID","countryCode","stateProvince","county","municipality","locality","verbatimLocality","verbatimElevation","locationRemarks","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","typeStatus","identifiedBy","identifiedByID","dateIdentified","identificationRemarks","taxonID","scientificName","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","kingdom","phylum","class","order","superfamily","family","subfamily","tribe","subtribe","genus","genericName","subgenus","infragenericEpithet","specificEpithet","infraspecificEpithet","cultivarEpithet","taxonRank","verbatimTaxonRank","taxonomicStatus","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","acceptedScientificName","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","country","minimumElevationInMeters","maximumElevationInMeters","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","verbatimLatitude","verbatimLongitude","scientificNameAuthorship","downloadedFrom","dayIdentified","latitude","longitude","monthIdentified","occurrenceRemarks","yearIdentified","right","modified_incomplete","Clado","barcode","continentocean","preparationtype","previouscatalognumber","relationshiptype","relatedcatalogitem","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","source","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,,"2021-12-09T11:02:26",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"331266","1502","Batalha, M",,,,,,,,,,,,"1996","11","07",,,,,,,,"São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante",,,,"-21.6","-47.566667",,,,,,,,,,,,"Moreira, BA",,"2018-04-09",,,"Acanthostachys strobilacea",,,,,,,"Plantae",,,,,"Bromeliaceae",,,,"Acanthostachys",,,,"strobilacea",,,,,,,,,,,,,,"Acanthostachys strobilacea",,,,,,,"Brasil",,,,,,,"-21.6","-47.566667","(Schult. & Schult.f.) Klotzsch","Splink","09",,,"04",,"2018",,,,,,,,,,,,,,,,,,,,,,,"SP",,"Batalha, M.","1502","1996","Moreira, B.A.","2018",,"Batalha",,"brazil","sao paulo","santa rita do passa quatro","arie cerrado pe-de-gigante",,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante",-21.636119,-47.617193,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","Brazil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","treeco","ok_same_resolution","Acanthostachys strobilacea","(Schult. & Schult.f.) Klotzsch","possibly_ok","Bromeliaceae","Acanthostachys strobilacea","(Schult. & Schult.f.) Klotzsch","species","name accepted","bfo-5752",,,"Acanthostachys strobilacea (Schult. & Schult.f.) Klotzsch","Acanthostachys","Bromeliaceae","high","Acanthostachys strobilacea"
"speciesLink",,,"2024-01-30T15:18:45",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"131520","828","Batalha, MA",,,,,,,,,,,,"1995","10","03",,,,,,,,"São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante",,,,"-21.6","-47.566667",,,,,,,,,,,,"Batalha, MA",,,,,"Achyrocline satureioides",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Achyrocline",,,,"satureioides",,,,,,,,,,,,,,"Achyrocline satureioides",,,,,,,"Brasil",,,,,,,"-21.6","-47.566667","(Lam.) DC.","Splink",,,,,,,,,,"SPF00131520",,,,,,,,,,,,,,,,,,,"SPF",,"Batalha, M.A.","828","1995","Batalha, M.A.",,,"Batalha",,"brazil","sao paulo","santa rita do passa quatro","arie cerrado pe-de-gigante",,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante",-21.636119,-47.617193,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","Brazil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","treeco","ok_same_resolution","Achyrocline satureioides","(Lam.) DC.","possibly_ok","Asteraceae","Achyrocline satureioides","(Lam.) DC.","species","name accepted","bfo-108826",,,"Achyrocline satureioides (Lam.) DC.","Achyrocline","Asteraceae","low","Achyrocline satureioides"
"speciesLink",,,"2025-06-01T00:01:00",,,"40",,"MBM","MBM",,"PreservedSpecimen",,,,"314650","1533","Batalha, M.A.",,,,,,,,,,,,"1997","12","12",,,,,,,,"São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante",,,,"-47.5666667","-21.6",,,,,,,,,,,,"Meyer, F.S.",,"2024-7-NA",,,"Acisanthera alsinaefolia",,,,,,,"Plantae",,,,,"Melastomataceae",,,,"Acisanthera",,,,"alsinaefolia",,,,,,,,,,,,,,"Acisanthera alsinaefolia",,,,,,,"Brazil",,,,,,,"47º34'S","21º36'W","(Mart. & Schrank ex DC.) Triana","Splink",,,,"7",,"2024",,,,"MBM314650",,,,,,,,,,,,,,,,,,,"MBM",,"Batalha, M.A.","1533","1997","Meyer, F.S.","2024",,"Batalha",,"brazil","sao paulo","santa rita do passa quatro","arie cerrado pe-de-gigante",,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante",-21.636119,-47.617193,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","Brazil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","treeco","ok_same_resolution","Acisanthera alsinaefolia","(Mart. & Schrank ex DC.) Triana","possibly_ok","Melastomataceae","Acisanthera alsinaefolia","(Mart. & Schrank ex DC.) Triana","species","name accepted","bfo-25779",,,"Acisanthera alsinaefolia (Mart. & Schrank ex DC.) Triana","Acisanthera","Melastomataceae","high","Acisanthera alsinaefolia"
"speciesLink",,,"2023-12-20T15:56:07",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"131508","975","Batalha, MA",,,,,,,,,,,,"1995","12","14",,,,,,,,"São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante",,,,"-21.6","-47.566667",,,,,,,,,,,,"Lohmann, LG",,"2006-NA-NA",,,"Adenocalymma peregrinum",,,,,,,"Plantae",,,,,"Bignoniaceae",,,,"Adenocalymma",,,,"peregrinum",,,,,,,,,,,,,,"Adenocalymma peregrinum",,,,,,,"Brasil",,,,,,,"-21.6","-47.566667","(Miers) L.G.Lohmann","Splink",,,,,,"2006",,,,"SPF00131508",,,,,,,,,,,,,,,,,,,"SPF",,"Batalha, M.A.","975","1995","Lohmann, L.G.","2006",,"Batalha",,"brazil","sao paulo","santa rita do passa quatro","arie cerrado pe-de-gigante",,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante",-21.636119,-47.617193,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","Brazil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","treeco","ok_same_resolution","Adenocalymma peregrinum","(Miers) L.G.Lohmann","possibly_ok","Bignoniaceae","Adenocalymma peregrinum","(Miers) L.G.Lohmann","species","name accepted","bfo-112409",,,"Adenocalymma peregrinum (Miers) L.G.Lohmann","Adenocalymma","Bignoniaceae","high","Adenocalymma peregrinum"
"speciesLink",,,"2025-03-21T08:58:49",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"331353","1073","Batalha, MA",,,,,,,,,,,,"1996","06","03",,,,,,,,"São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante",,,,"-21.6","-47.566667",,,,,,,,,,,,"Link-Pérez, M; Hickey, RJ",,"2012-NA-NA",,,"Adiantopsis chlorophylla",,,,,,,"Plantae",,,"Pteridophyta",,"Pteridaceae",,,,"Adiantopsis",,,,"chlorophylla",,,,,,,,,,,,,,"Adiantopsis chlorophylla",,,,,,,"Brasil",,,,,,,"-21.6","-47.566667","(Sw.) Fée","Splink",,,,,,"2012",,,,"SP0331353",,,,,,,,,,,,,,,,,,,"SP",,"Batalha, M.A.","1073","1996","Link-Perez, M.","2012",,"Batalha","Hickey, R.J.","brazil","sao paulo","santa rita do passa quatro","arie cerrado pe-de-gigante",,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante",-21.636119,-47.617193,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","Brazil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","treeco","ok_same_resolution","Adiantopsis chlorophylla","(Sw.) Fée","possibly_ok","Pteridaceae","Adiantopsis chlorophylla","(Sw.) Fée","species","name accepted","bfo-91798",,,"Adiantopsis chlorophylla (Sw.) Fée","Adiantopsis","Pteridaceae","low","Adiantopsis chlorophylla"
"speciesLink",,,"2024-12-04T12:25:13",,,"237",,"UFU","HUFU",,"S",,,,"87651","1216","Godoy, S.A.P.; Weiser, V de L & Rondinoni, C.",,,,,,,,,,,,"1997","11","24",,,,,,,,"São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante, Margem do cerrado da área demarcada.",,,,"-21.709999","-47.470001",,"24893",,,,,,,,,,,,,,,"Eupatorium",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Eupatorium",,,,,,,,,,,,,,,,,,"Eupatorium",,,,,,,"Brasil",,,,,,,"0","0",,"Splink",,,,,,,,,,"HUFU00086380",,,,,,,,,,,,,,,,,,,"HUFU",,"Godoy, S.A.P.","1216","1997",,,"Weiser, V.L.; Rondinoni, C.","Godoy",,"brazil","sao paulo","santa rita do passa quatro","arie cerrado pe-de-gigante",,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante",-21.636119,-47.617193,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","Brazil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","treeco","ok_same_resolution","Agrimonia","L.","indet","Asteraceae|Rosaceae","Agrimonia","L.","genus","+1 name, but 1 accepted","bfo-116397","Agrimonia","L.","Agrimonia L.","Agrimonia","Asteraceae|Rosaceae","unknown",
"speciesLink",,,"2024-01-30T15:18:50",,,"7",,"USP","SPF",,"PreservedSpecimen",,,,"131542","1571","Batalha, MA",,,,,,,,,,,,"1997","01","07",,,,,,,,"São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante",,,,"-21.6","-47.566667",,,,,,,,,,,,"Pirani, JR; Magenta, MAG",,"2016-NA-NA",,,"Aldama arenaria",,,,,,,"Plantae",,,,,"Asteraceae",,,,"Aldama",,,,"arenaria",,,,,,,,,,,,,,"Aldama arenaria",,,,,,,"Brasil",,,,,,,"-21.6","-47.566667","(Baker) E.E.Schill. & Panero","Splink",,,,,,"2016",,,,"SPF00131542",,,,,,,,,,,,,,,,,,,"SPF",,"Batalha, M.A.","1571","1997","Pirani, J.R.","2016",,"Batalha","Magenta, M.A.G.","brazil","sao paulo","santa rita do passa quatro","arie cerrado pe-de-gigante",,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante",-21.636119,-47.617193,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","Brazil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","treeco","ok_same_resolution","Aldama arenaria","(Baker) E.E.Schill. & Panero","possibly_ok","Asteraceae","Aldama arenaria","(Baker) E.E.Schill. & Panero","species","name accepted","bfo-126122",,,"Aldama arenaria (Baker) E.E.Schill. & Panero","Aldama","Asteraceae","medium","Aldama arenaria"
"speciesLink",,,"2021-12-09T10:58:34",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"331242","1095","Batalha, MA",,,,,,,,,,,,"1996","02","06",,,,,,,,"São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante",,,,"-21.6","-47.566667",,,,,,,,,,,,"Assis, MC",,"2000-12-NA",,,"Alstroemeria plantaginea",,,,,,,"Plantae",,,,,"Alstroemeriaceae",,,,"Alstroemeria",,,,"plantaginea",,,,,,,,,,,,,,"Alstroemeria plantaginea",,,,,,,"Brasil",,,,,,,"-21.6","-47.566667","Mart. ex Schult. & Schult.f.","Splink",,,,"12",,"2000",,,,,,,,,,,,,,,,,,,,,,,"SP",,"Batalha, M.A.","1095","1996","Assis, M.C.","2000",,"Batalha",,"brazil","sao paulo","santa rita do passa quatro","arie cerrado pe-de-gigante",,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante",-21.636119,-47.617193,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","Brazil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","treeco","ok_same_resolution","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.","possibly_ok","Alstroemeriaceae","Alstroemeria plantaginea","Mart. ex Schult. & Schult.f.","species","name accepted","bfo-4291",,,"Alstroemeria plantaginea Mart. ex Schult. & Schult.f.","Alstroemeria","Alstroemeriaceae","low","Alstroemeria plantaginea"
"speciesLink",,,"2021-12-09T10:58:35",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"331241","1255","Batalha, MA",,,,,,,,,,,,"1996","04","01",,,,,,,,"São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante",,,,"-21.6","-47.566667",,,,,,,,,,,,"Batalha, M",,,,,"Alstroemeria pulchella",,,,,,,"Plantae",,,,,"Alstroemeriaceae",,,,"Alstroemeria",,,,"pulchella",,,,,,,,,,,,,,"Alstroemeria pulchella",,,,,,,"Brasil",,,,,,,"-21.6","-47.566667","L.f.","Splink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SP",,"Batalha, M.A.","1255","1996","Batalha, M.",,,"Batalha",,"brazil","sao paulo","santa rita do passa quatro","arie cerrado pe-de-gigante",,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante",-21.636119,-47.617193,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","Brazil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","treeco","ok_same_resolution","Alstroemeria pulchella","L.f.","possibly_ok",,"Alstroemeria pulchella","L.f.","species","not found",,,,"Alstroemeria pulchella L.f.","Alstroemeria","Alstroemeriaceae","low","Alstroemeria pulchella"
"speciesLink",,,"2024-06-21T08:56:11",,,"1",,"IBt","SP",,"PreservedSpecimen",,,,"330740","985","Batalha, MA",,,,,,,,,,,,"1995","12","14",,,,,,,,"São Paulo","Santa Rita do Passa Quatro","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante",,,,"-21.612222","-47.578056",,,,,,,,,,,,"Jung Mendaçolli, SL",,"2007-NA-NA",,,"Amaioua intermedia",,,,,,,"Plantae",,,,,"Rubiaceae",,,,"Amaioua",,,,"intermedia",,,,,,,,,,,,,,"Amaioua intermedia",,,,,,,"Brasil",,,,,,,"-21.612222","-47.578056","Mart.","Splink",,,,,,"2007",,,,"SP0330740",,,,,,,,,,,,,,,,,,,"SP",,"Batalha, M.A.","985","1995","Mendacolli, S.L.J.","2007",,"Batalha",,"brazil","sao paulo","santa rita do passa quatro","arie cerrado pe-de-gigante",,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante",-21.636119,-47.617193,"locality","brazil_sao paulo_santa rita passa quatro_arie cerrado pe gigante","Brazil","São Paulo","Santa Rita do Passa Quatro","ARIE Cerrado Pé-de-Gigante","treeco","ok_same_resolution","Amaioua intermedia","Mart. ex Schult. & Schult.f.","possibly_ok","Rubiaceae","Amaioua intermedia","Mart. ex Schult. & Schult.f.","species","author misspelled","bfo-13830",,,"Amaioua intermedia Mart. ex Schult. & Schult.f.","Amaioua","Rubiaceae","low","Amaioua intermedia"
