"data_source","barcode","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","basisOfRecord","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","phylum","class","order","individualcount","continentocean","preparationtype","typeStatus","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","previouscatalognumber","relationshiptype","relatedcatalogitem","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink",,"SP-ALGAE","429277","Acrosorium ciliolatum","Plantae","Delesseriaceae","Acrosorium","2012","04","19","Brasil","São Paulo",,"Parque Estadual Marinho Laje de Santos, Laje principal","IBt","PreservedSpecimen","C.H. Kano","2013","0",,"24°19'11""S","46°10'50""W","31","ciliolatum","M.T. Fujii","-46.180556","-24.319722","2025-04-17T10:02:37","(Harvey) Kylin",,,,,,,"Florideophyceae","Ceramiales",,,,,,,,,,,"SPLINK",,"2013-0-NA",,,,,,,,,,,,,,,,,,"SP-ALGAE","code not found","Fujii, M.T.","s.n.","2012","Kano, C.H.","2013",,"Fujii",,"brazil","sao paulo","parque estadual marinho laje de santos","parque estadual marinho laje de santos",,"locality","brazil_sao paulo_parque estadual marinho laje santos","brazil_sao paulo",-22.2584562,-48.7420254,"state",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Acrosorium ciliolatum","(Harvey) Kylin","possibly_ok",,"Acrosorium ciliolatum","(Harvey) Kylin","species","not found",,,,"Acrosorium ciliolatum (Harvey) Kylin","Acrosorium","Pteridaceae","low","Acrosorium ciliolatum"
"speciesLink",,"SP-ALGAE","399957","Aglaothamnion halliae","Plantae","Callithamniaceae","Aglaothamnion","2007","03","21","Brasil","São Paulo","Santos","Parque Estadual Marinho da Laje de Santos, Laje Principal","IBt","PreservedSpecimen","R.R. Jorge","2009","0",,"24° 08' 25""S","46° 17' 36"" W","31","halliae","R.R. Jorge","-46.293333","-24.140278","2025-04-17T10:02:33","(Collins) Aponte, D.L.Ballantine & J.N.Norris",,,,,,,"Florideophyceae","Ceramiales",,,,,,,,,,,"SPLINK","Santos","2009-0-NA",,,,,,,,,,,,,,,,,,"SP-ALGAE","code not found","Jorge, R.R.","s.n.","2007","Jorge, R.R.","2009",,"Jorge",,"brazil","sao paulo","santos","parque estadual marinho da laje de santos",,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_santos","Brazil","São Paulo","Santos",,"check_local.2municip.","Aglaothamnion halliae","(Collins) Aponte, D.L.Ballantine & J.N.Norris","possibly_ok",,"Aglaothamnion halliae","(Collins) Aponte, D.L.Ballantine & J.N.Norris","species","not found",,,,"Aglaothamnion halliae (Collins) Aponte, D.L.Ballantine & J.N.Norris","Aglaothamnion","Araceae","low","Aglaothamnion halliae"
"user",,"RB","RB00599436","Amphiroa anastomosans","Plantae","Corallinaceae","Amphiroa","2001","1","17","Brasil","São Paulo",,"Parque Estadual Marinho da Laje de Santos. Coleta realizada entre 18 e 20m de profundidade.","JBRJ","Preserved Specimen","P.S. Brasileiro, M. T. Fujii, M. B. B. Barreto",,,,"24º19´7´´","46º10´59´´W",,"anastomosans","G.M. Amado Filho","-46.1830556","-24.3186111",,"Weber Bosse",,,,,,,,,,,,,,,,,,,,"Santos",,,,"BR",,,"2001-01-17",,,,,,,"sp.","Physical Object",,,,"RB",,"Amado Filho, G.M.","s.n.","2001","Brasileiro, P.S.","n.d.",,"Amado Filho","Fujii, M.T.; Barreto, M.B.B.","brazil","sao paulo","santos","parque estadual marinho da laje de santos",,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county",,,,,"urn:catalog:JBRJ:RB:599436",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-10-17 19:26:13+00","Algas","brazil_sao paulo_santos","Brazil","São Paulo","Santos",,"check_local.2municip.","Amphiroa anastomosans","Weber Bosse","possibly_ok",,"Amphiroa anastomosans","Weber Bosse","species","not found",,,,"Amphiroa anastomosans Weber Bosse","Amphiroa","Violaceae","low","Amphiroa anastomosans"
"user",,"RB","RB00599422","Amphiroa beauvoisii","Plantae","Corallinaceae","Amphiroa","2001","1","17","Brasil","São Paulo",,"Parque Estadual Marinho da Laje de Santos. Coleta realizada entre 18 e 20m de profundidade.","JBRJ","Preserved Specimen","P.S. Brasileiro, M. T. Fujii, M. B. B. Barreto",,,,"24º19´7´´","46º10´59´´W",,"beauvoisii","G.M. Amado Filho","-46.1830556","-24.3186111",,"J.V.Lamour.",,,,,,,,,,,,,,,,,,,,"Santos",,,,"BR",,,"2001-01-17",,,,,,,"sp.","Physical Object",,,,"RB",,"Amado Filho, G.M.","s.n.","2001","Brasileiro, P.S.","n.d.",,"Amado Filho","Fujii, M.T.; Barreto, M.B.B.","brazil","sao paulo","santos","parque estadual marinho da laje de santos",,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county",,,,,"urn:catalog:JBRJ:RB:599422",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-10-17 18:57:38+00","Algas","brazil_sao paulo_santos","Brazil","São Paulo","Santos",,"check_local.2municip.","Amphiroa beauvoisii","J.V.Lamour.","possibly_ok",,"Amphiroa beauvoisii","J.V.Lamour.","species","not found",,,,"Amphiroa beauvoisii J.V.Lamour.","Amphiroa","Violaceae","low","Amphiroa beauvoisii"
"speciesLink",,"SP-ALGAE","399845","Amphiroa rigida","Plantae","Lithophyllaceae","Amphiroa","2007","06","14","Brasil","São Paulo","Santos","Parque Estadual Marinho da Laje de Santos,Laje Principal","IBt","PreservedSpecimen","Renato Rocha Jorge",,,,"24° 08' 25""S","46° 17' 36"" W","31","rigida","Renato Rocha Jorge","-46.293333","-24.140278","2025-04-17T10:03:01","J.V.Lamouroux",,,,,,,"Florideophyceae","Corallinales",,,,,,,,,,,"SPLINK","Santos",,,,,,,,,,,,,,,,,,,"SP-ALGAE","code not found","Jorge, R.R.","s.n.","2007","Jorge, R.R.","n.d.",,"Jorge",,"brazil","sao paulo","santos","parque estadual marinho da laje de santos",,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_santos","Brazil","São Paulo","Santos",,"check_local.2municip.","Amphiroa rigida","J.V.Lamouroux","possibly_ok",,"Amphiroa rigida","J.V.Lamouroux","species","not found",,,,"Amphiroa rigida J.V.Lamouroux","Amphiroa","Violaceae","low","Amphiroa rigida"
"user",,"RB","RB00599496","Anotrichium tenue (C.Agardh) Nägeli","Plantae","Ceramiaceae","Anotrichium","2005","11","5","Brasil","São Paulo",,"Parque Estadual Marinho da Laje de Santos. Coleta realizada a 12m de profundidade.","JBRJ","Preserved Specimen","P.S. Brasileiro, M. T. Fujii, M. B. B. Barreto",,,,"24º19´7´´","46º10´59´´W",,"tenue","G.M. Amado Filho","-46.1830556","-24.3186111",,"(C.Agardh) Nägeli",,,,,,,,,,,,,,,,,,,,"Santos",,,,"BR",,,"2005-11-05",,,,,,,"sp.","Physical Object",,,,"RB",,"Amado Filho, G.M.","s.n.","2005","Brasileiro, P.S.","n.d.",,"Amado Filho","Fujii, M.T.; Barreto, M.B.B.","brazil","sao paulo","santos","parque estadual marinho da laje de santos",,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county",,,,,"urn:catalog:JBRJ:RB:599496",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-10-17 16:04:16+00","Algas","brazil_sao paulo_santos","Brazil","São Paulo","Santos",,"check_local.2municip.","Anotrichium tenue","(C.Agardh) Nägeli","name_w_authors",,"Anotrichium tenue","(C.Agardh) Nägeli","species","not found",,,,"Anotrichium tenue (C.Agardh) Nägeli","Anotrichium","Plantaginaceae","low","Anotrichium tenue"
"speciesLink",,"SP-ALGAE","427814","Arthrocardia corymbosa","Plantae","Corallinaceae","Arthrocardia","2012","11","05","Brasil","São Paulo","Santos","Parque Estadual Marinho da Laje de Santos (Laje Principal)","IBt","PreservedSpecimen","R. Rocha-Jorge","2013","0",,"24°17'54""S","46°10'37""W","31","corymbosa","R. Rocha-Jorge","-46.176944","-24.298333","2025-04-17T10:02:57","(Lamarck) Decaisne",,,,,,,"Florideophyceae","Corallinales",,,,,,,,,,,"SPLINK","Santos","2013-0-NA",,,,,,,,,,,,,,,,,,"SP-ALGAE","code not found","Rocha-Jorge, R.","s.n.","2012","Rocha-Jorge, R.","2013",,"Rocha-Jorge",,"brazil","sao paulo","santos","parque estadual marinho da laje de santos",,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_santos","Brazil","São Paulo","Santos",,"check_local.2municip.","Arthrocardia corymbosa","(Lamarck) Decaisne","possibly_ok",,"Arthrocardia corymbosa","(Lamarck) Decaisne","species","not found",,,,"Arthrocardia corymbosa (Lamarck) Decaisne","Arthrocardia","Cactaceae","low","Arthrocardia corymbosa"
"speciesLink",,"SP-ALGAE","399981","Arthrocardia flabellata","Plantae","Corallinaceae","Arthrocardia","2008","08","18","Brasil","São Paulo","Santos","Parque Estadual Marinho da Laje de Santos, Calhaus","IBt","PreservedSpecimen","R.R. Jorge","2009","0",,"24° 08' 25""S","46° 17' 36"" W","31","flabellata","R.R. Jorge","-46.293333","-24.140278","2025-04-17T10:02:57","(Kutzing) Manza",,,,,,,"Florideophyceae","Corallinales",,,,,,,,,,,"SPLINK","Santos","2009-0-NA",,,,,,,,,,,,,,,,,,"SP-ALGAE","code not found","Jorge, R.R.","s.n.","2008","Jorge, R.R.","2009",,"Jorge",,"brazil","sao paulo","santos","parque estadual marinho da laje de santos",,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_santos","Brazil","São Paulo","Santos",,"check_local.2municip.","Arthrocardia flabellata","(Kutzing) Manza","possibly_ok",,"Arthrocardia flabellata","(Kutzing) Manza","species","not found",,,,"Arthrocardia flabellata (Kutzing) Manza","Arthrocardia","Cactaceae","low","Arthrocardia flabellata"
"user",,"RB","RB00599469","Asparagopsis taxiformis (Delile) Trevis.","Plantae","Bonnemaisoniaceae","Asparagopsis","2001","1","17","Brasil","São Paulo",,"Parque Estadual Marinho da Laje de Santos. Coleta realizada entre 10 e 11m de profundidade.","JBRJ","Preserved Specimen","P.S. Brasileiro, M. T. Fujii, M. B. B. Barreto",,,,"24º19´7´´","46º10´59´´W",,"taxiformis","G.M. Amado Filho","-46.1830556","-24.3186111",,"(Delile) Trevis.",,,,,,,,,,,,,,,,,,,,"Santos",,,,"BR",,,"2001-01-17",,,,,,,"sp.","Physical Object",,,,"RB",,"Amado Filho, G.M.","s.n.","2001","Brasileiro, P.S.","n.d.",,"Amado Filho","Fujii, M.T.; Barreto, M.B.B.","brazil","sao paulo","santos","parque estadual marinho da laje de santos",,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county",,,,,"urn:catalog:JBRJ:RB:599469",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2017-10-17 18:56:17+00","Algas","brazil_sao paulo_santos","Brazil","São Paulo","Santos",,"check_local.2municip.","Asparagopsis taxiformis","(Delile) Trevis.","name_w_authors",,"Asparagopsis taxiformis","(Delile) Trevis.","species","not found",,,,"Asparagopsis taxiformis (Delile) Trevis.","Asparagopsis","Asparagaceae","low","Asparagopsis taxiformis"
"speciesLink",,"SP-ALGAE","400145","Asteromenia peltata","Plantae","Hymenocladiaceae","Asteromenia","2009","04","30","Brasil","São Paulo","Santos","Parque Estadual Marinho da Laje de Santos,Calhaus","IBt","PreservedSpecimen","Renato Rocha Jorge",,,,"24° 08' 25""S","46° 17' 36"" W","31","peltata","Renato Rocha Jorge","-46.293333","-24.140278","2025-04-17T10:03:26","(W.R.Taylor) Huisman & A.J.K.Millar",,,,,,,"Florideophyceae","Rhodymeniales",,,,,,,,,,,"SPLINK","Santos",,,,,,,,,,,,,,,,,,,"SP-ALGAE","code not found","Jorge, R.R.","s.n.","2009","Jorge, R.R.","n.d.",,"Jorge",,"brazil","sao paulo","santos","parque estadual marinho da laje de santos",,"locality","brazil_sao paulo_santos","brazil_sao paulo_santos",-23.84964748,-46.27981485,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"brazil_sao paulo_santos","Brazil","São Paulo","Santos",,"check_local.2municip.","Asteromenia peltata","(W.R.Taylor) Huisman & A.J.K.Millar","possibly_ok",,"Asteromenia peltata","(W.R.Taylor) Huisman & A.J.K.Millar","species","not found",,,,"Asteromenia peltata (W.R.Taylor) Huisman & A.J.K.Millar","Asteromenia","Polygalaceae","low","Asteromenia peltata"
