"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Asteraceae","Baccharis","sphenophylla","Dusén ex Malme","ASTERACEAE Baccharis sphenophylla Dusén ex Malme","HUFABC002540","SPLINK","HUFABC","Barretto, E.H.P.","419","Native","Ouro","Parque Natural Municipal Jaceguava, Campo sujo.","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Melastomataceae","Leandra","australis","(Cham.) Cogn.","MELASTOMATACEAE Leandra australis (Cham.) Cogn.","HUFABC002404","SPLINK","HUFABC","Pascalicchio, F.F.","115","Native","Prata","Parque Natural Municipal Jaceguava, mata.","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Rubiaceae","Borreria","capitata","(Ruiz & Pav.) DC.","RUBIACEAE Borreria capitata (Ruiz & Pav.) DC.","HUFABC002409","SPLINK","HUFABC","Pascalicchio, F.F.","121","Native","Bronze","Parque Natural Municipal Jaceguava, campo.","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Andropogon","selloanus","(Hack.) Hack.","POACEAE Andropogon selloanus (Hack.) Hack.","57297","GBIF",,,"5239","Native","Latão","Parque Natural Municipal Jaceguava","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Asteraceae","Baccharis","helichrysoides","DC.","ASTERACEAE Baccharis helichrysoides DC.","263719","GBIF",,,"420","Native","Latão","Parque Natural Municipal Jaceguava.","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Cinnagrostis","viridiflavescens","(Poir.) P.M. Peterson, Soreng, Romasch. & Barberá","POACEAE Cinnagrostis viridiflavescens (Poir.) P.M. Peterson, Soreng, Romasch. & Barberá","57291","GBIF",,,"5233","Native","Latão","Parque Natural Municipal Jaceguava","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Euphorbiaceae","Croton","gnaphaloides","Schrad.","EUPHORBIACEAE Croton gnaphaloides Schrad.","57268","GBIF",,,"7411","Native","Latão","Parque Natural Municipal Jaceguava","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Cyperaceae","Cyperus","odoratus","L.","CYPERACEAE Cyperus odoratus L.","57271","GBIF",,,"7414","Native","Latão","Parque Natural Municipal Jaceguava","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Echinolaena","inflexa","(Poir.) Chase","POACEAE Echinolaena inflexa (Poir.) Chase","57296","GBIF",,,"5238","Native","Latão","Parque Natural Municipal Jaceguava","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Hypericaceae","Hypericum","brasiliense","Choisy","HYPERICACEAE Hypericum brasiliense Choisy","57269","GBIF",,,"7412","Native","Latão","Parque Natural Municipal Jaceguava","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Imperata","brasiliensis","Trin.","POACEAE Imperata brasiliensis Trin.","57292","GBIF",,,"5234","Native","Latão","Parque Natural Municipal Jaceguava","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Myrtaceae","Myrcia","glabra","(O.Berg) D.Legrand","MYRTACEAE Myrcia glabra (O.Berg) D.Legrand","003227","GBIF",,,"3654","Native","Latão","Parque Natural Municipal Jaceguava, Trilha Gol","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Panicum","campestre","Nees ex Trin.","POACEAE Panicum campestre Nees ex Trin.","57293","GBIF",,,"5235","Native","Latão","Parque Natural Municipal Jaceguava","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Panicum","sellowii","Nees","POACEAE Panicum sellowii Nees","57294","GBIF",,,"5236","Native","Latão","Parque Natural Municipal Jaceguava","Não"
"PARQUE NATURAL MUNICIPAL JACEGUAVA","Angiosperms","Poaceae","Paspalum","pilosum","Lam.","POACEAE Paspalum pilosum Lam.","57290","GBIF",,,"5232","Native","Latão","Parque Natural Municipal Jaceguava","Não"
