"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","institutionCode","phylum","basisOfRecord","verbatimLatitude","verbatimLongitude","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","identifiedBy","coordinatePrecision","barcode","yearIdentified","recordNumber","occurrenceRemarks","monthIdentified","continentocean","class","order","preparationtype","individualcount","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","fieldNumber","typeStatus","previouscatalognumber","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SPSF","28521","Adiantum abscissum","Plantae","Pteridaceae","Adiantum","2000","06","07","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Pteridophyta","PreservedSpecimen",,,"13","abscissum","E.C.Smidt","-45.07","-23.43","2024-08-06T09:17:25",,,"34265","SPSF00028521",,"147","<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Polypodiopsida","Polypodiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Smidt, E.C.","147","2000","s.n.","n.d.",,"Smidt",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Adiantum abscissum","Schrad.","possibly_ok","Pteridaceae","Adiantum abscissum","Schrad.","species","name accepted","bfo-91806",,,"Adiantum abscissum Schrad.","Adiantum","Pteridaceae","unknown","Adiantum abscissum"
"user","HUEFS","HUEFS054069","Adiantum latifolium Lam.",,"Pteridaceae","Adiantum","2001","01","23","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","HUEFS",,,"450º 19' 59"""" S","235º 9' 58"""" W",,,"Athayde, F.P.F.","-235.166111111111","-450.333055555556",,"Lam.","J.Prado",,,,"906",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba","--/11/13",,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"latifolium","PTERIDACEAE Adiantum latifolium Lam.",,,,,,,,,,,"HUEFS",,,,,"23/01/2001",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Adiantum latifolium","Lam.","name_w_authors","Pteridaceae","Adiantum latifolium","Lam.","species","name accepted","bfo-91829",,,"Adiantum latifolium Lam.","Adiantum","Pteridaceae","high","Adiantum latifolium"
"gbif","UEC","78582","Adiantum mynsseniae J.Prado","Plantae","Pteridaceae","Adiantum","1993","1","4","Brazil","São Paulo",,"Parque estadual da Ilha Anchieta","UNICAMP","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/2","mynsseniae","Salino, A",,,"2024-11-25 11:37:30","J.Prado","Prado, J",,,,"1645",,,,"Polypodiopsida","Polypodiales",,,,,,,,,,"GBIF","Ubatuba","2009-01-01","Adiantum mynsseniae J.Prado",,"BR",,,"1993-01-04",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1089036679",,,,"https://specieslink.net/guid/2/78582",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adiantum",,,,,,"7741a517-ab3d-4b85-ae58-56322e44c8ce",,,FALSE,FALSE,"Adiantum mynsseniae","Adiantum mynsseniae","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/UEC052874",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Adiantum mynsseniae","J.Prado","name_w_authors","Pteridaceae","Adiantum mynsseniae","J.Prado","species","name accepted","bfo-91835",,,"Adiantum mynsseniae J.Prado","Adiantum","Pteridaceae","unknown","Adiantum mynsseniae"
"speciesLink","SPSF","32761","Aegiphila fluminensis","Plantae","Lamiaceae","Aegiphila","2002","01","09","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta","IF","Magnoliophyta","PreservedSpecimen",,,"13","fluminensis","R.M.R.Duarte","-45.07","-23.43","2024-08-06T09:14:19",,,"34265","SPSF00032761",,,"<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Magnoliopsida","Lamiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Duarte, R.M.R.","s.n.","2002","s.n.","n.d.",,"Duarte",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aegiphila fluminensis","Vell.","possibly_ok","Lamiaceae","Aegiphila fluminensis","Vell.","species","name accepted","bfo-8107",,,"Aegiphila fluminensis Vell.","Aegiphila","Lamiaceae","unknown","Aegiphila fluminensis"
"speciesLink","SPSF","46766","Aegiphila sellowiana","Plantae","Lamiaceae","Aegiphila","2006","12","16","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","sellowiana","M.H.Carvalho & E.M.B.Prata","-45.058333","-23.541667","2024-08-06T09:14:19","Cham.",,,"SPSF00046766",,"58","<nO>COLETA: Árvore com 10m de altura, folha discolor, presença de frutos imaturos.; GEOGRAFIA: Trilha do Saco Grande.;</nO>",,"América do Sul","Magnoliopsida","Lamiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Carvalho, M.H.","58","2006","s.n.","n.d.","Prata, E.M.B.","Carvalho",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aegiphila integrifolia","(Jacq.) Moldenke","possibly_ok","Lamiaceae","Aegiphila integrifolia","(Jacq.) Moldenke","species","replaced synonym","bfo-23320","Aegiphila integrifolia","(Jacq.) Moldenke","Aegiphila integrifolia (Jacq.) Moldenke","Aegiphila","Lamiaceae","unknown","Aegiphila integrifolia"
"user","ESA","ESA123143","Ageratum cf. conyzoides L.",,"Asteraceae","Ageratum","2008","24","07","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","ESA",,,,,,,"Zipparro, V.B.","0","0",,"L.","Sem determinador",,,,"2460",,,,,,,,,,,,,"não",,"REFLORA","Ubatuba",,,,,,,,,,,,,,"SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"conyzoides","ASTERACEAE Ageratum cf. conyzoides L.",,,,,,,,,,,"ESA",,,"CF",,"07/24/2008",,,"METRO",,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Ageratum conyzoides","L.","conferre|name_w_authors","Asteraceae","Ageratum conyzoides","L.","species","name accepted","bfo-15934",,,"Ageratum conyzoides L.","Ageratum","Asteraceae","high","Ageratum conyzoides"
"speciesLink","SP-ALGAE","355834","Aglaothamnion uruguayense","Plantae","Callithamniaceae","Aglaothamnion","2002","05","28","Brasil","São Paulo","Ubatuba","Parque Estadual da Ilha Anchieta","IBt",,"PreservedSpecimen","23°32'20""S","45°03'56""W","31","uruguayense","M.T.Fujii et al.","-45.065556","-23.538889","2025-04-17T10:02:33","(W.R.Taylor) N.E.Aponte, D.L.Ballantine & J.N.Norris","M.T.Fujii",,,"2002",,"<nO>Material em exsicata</nO>","0",,"Florideophyceae","Ceramiales",,,,,,,,,,"SPLINK","Ubatuba","2002-0-NA",,,,,,,,,,,,,,,,,,"SP-ALGAE","code not found","Fujii, M.T.","s.n.","2002","Fujii, M.T.","2002",,"Fujii",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Aglaothamnion uruguayense","(W.R.Taylor) N.E.Aponte, D.L.Ballantine & J.N.Norris","possibly_ok",,"Aglaothamnion uruguayense","(W.R.Taylor) N.E.Aponte, D.L.Ballantine & J.N.Norris","species","not found",,,,"Aglaothamnion uruguayense (W.R.Taylor) N.E.Aponte, D.L.Ballantine & J.N.Norris","Aglaothamnion","Araceae","low","Aglaothamnion uruguayense"
"speciesLink","SPSF","46524","Eupatorium","Plantae","Asteraceae","Eupatorium","2008","06","22","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13",,"V.B.Zipparro","-45.058333","-23.541667","2024-08-06T09:13:12",,,,"SPSF00046524",,"2451","<nO>COLETA: Herbácea, ca. de 1,3m de altura, presença de flores velhas. Igual ao indivíduo 132HM da Fitossociologia.; GEOGRAFIA: Campo antrópico do Engenho.;</nO>",,"América do Sul","Magnoliopsida","Asterales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Zipparro, V.B.","2451","2008","s.n.","n.d.",,"Zipparro",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Agrimonia","L.","indet","Asteraceae|Rosaceae","Agrimonia","L.","genus","+1 name, but 1 accepted","bfo-116397","Agrimonia","L.","Agrimonia L.","Agrimonia","Asteraceae|Rosaceae","unknown",
"user","RB","RB00610060","Alchornea glandulosa Poepp. & Endl.","Plantae","Euphorbiaceae","Alchornea","2008","7","26","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta.","JBRJ",,"Preserved Specimen",,,,"glandulosa","V.B. Zipparro","-45.0545","-23.53835",,"Poepp. & Endl.","V.B. Zipparro",,,,"2468",,,,,,,,,,,,,,,,"Ubatuba","2008-7-26",,,"BR",,,"2008-07-26",,,,,,,"sp.","Physical Object",,,,"RB",,"Zipparro, V.B.","2468","2008","Zipparro, V.B.","2008",,"Zipparro",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,"urn:catalog:JBRJ:RB:610060",,,,"inferred coordinates",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/0/61/0/60/00610060.jpg",,,,,,,,,,,,,,,,,,,"2021-03-17 16:50:11+00","Angiospermas","brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Alchornea glandulosa","Poepp. & Endl.","name_w_authors","Euphorbiaceae","Alchornea glandulosa","Poepp. & Endl.","species","name accepted","bfo-17456",,,"Alchornea glandulosa Poepp. & Endl.","Alchornea","Euphorbiaceae","low","Alchornea glandulosa"
"speciesLink","SPSF","46641","Alchornea triplinervia","Plantae","Euphorbiaceae","Alchornea","2006","12","16","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","triplinervia","M.H.Carvalho & E.M.B.Prata","-45.058333","-23.541667","2024-08-06T09:15:06","(Müll.Arg.)",,,"SPSF00046641",,"72","<nO>COLETA: 12m de altura, caule com fissuras longitudinais, folha coriácea, glândulas na base da lâmina (perto do pecíolo). Nervuras são um pouco pilosas. Frutos com duas estruturas saindo deles.; GEOGRAFIA: Trilha do Saco Grande (2ª ponte).;</nO>",,"América do Sul","Magnoliopsida","Malpighiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Carvalho, M.H.","72","2006","s.n.","n.d.","Prata, E.M.B.","Carvalho",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Alchornea triplinervia","(Spreng.) Müll.Arg.","possibly_ok","Euphorbiaceae","Alchornea triplinervia","(Spreng.) Müll.Arg.","species","author misspelled","bfo-17458",,,"Alchornea triplinervia (Spreng.) Müll.Arg.","Alchornea","Euphorbiaceae","unknown","Alchornea triplinervia"
"gbif","ESA","123135","Alibertia myrciifolia K.Schum.","Plantae","Rubiaceae","Cordiera","2008","4","15","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA).","ESALQ","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/8","myrciifolia","Zipparro, V.B.",,,"2024-07-23 11:29:12",,,,,,"2384",,,,"Magnoliopsida","Gentianales",,,,,,,,,,"GBIF","Ubatuba",,"Cordiera myrciifolia (K.Schum.) Perss. & Delprete",,"BR",,,"2008-04-15",,,,,,"SYNONYM","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","4955314831",,,,"https://specieslink.net/guid/8/123135",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alibertia",,,,,,"cbf8c968-37d6-45be-bf5c-e22914a384dc",,,FALSE,FALSE,"Cordiera myrciifolia","Alibertia myrciifolia","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","LC",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Alibertia curviflora","K.Schum.","name_w_authors","Rubiaceae","Alibertia curviflora","K.Schum.","species","name misspelled","bfo-24380",,,"Alibertia curviflora K.Schum.","Alibertia","Rubiaceae","unknown","Alibertia curviflora"
"speciesLink","SPSF","19682","Allamanda","Plantae","Apocynaceae","Allamanda","1995","01","15","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13",,"M.J.Robim & R.R.Santos","-45.07","-23.43","2024-08-06T09:14:05",,,"34265","SPSF00019682",,"846","<nO>COLETA: XLS: SPSFAntigo; GEOGRAFIA: trilha da Prainha&nf;;</nO>",,"América do Sul","Magnoliopsida","Gentianales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Robim, M.J.","846","1995","s.n.","n.d.","Santos, R.R.","Robim",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Allamanda","L.","indet","Apocynaceae","Allamanda","L.","genus","name accepted","bfo-4507",,,"Allamanda L.","Allamanda","Apocynaceae","unknown",
"speciesLink","SPSF","18572","Allophylus petiolulatus","Plantae","Sapindaceae","Allophylus","1995","03","05","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","petiolulatus","M.J.Robim & M.Fontes","-45.07","-23.43","2024-08-06T09:16:56",,"G.V.Somner","34265","SPSF00018572","1997","833","<nO>COLETA: XLS: SPSFAntigo&nf;Árvore 5m altura; flores alvas.; GEOGRAFIA: Trilha do Saco Grande; próximo à ponte.;</nO>","10","América do Sul","Magnoliopsida","Sapindales",,,"08",,,,,,,"SPLINK","Ubatuba","1997-10-08",,,,,,,,,,,,,,,,,,"SPSF",,"Robim, M.J.","833","1995","Somner, G.V.","1997","Fontes, M.","Robim",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Allophylus petiolulatus","Radlk.","possibly_ok","Sapindaceae","Allophylus petiolulatus","Radlk.","species","name accepted","bfo-20875",,,"Allophylus petiolulatus Radlk.","Allophylus","Sapindaceae","high","Allophylus petiolulatus"
"speciesLink","SPSF","46775","Alseis floribunda","Plantae","Rubiaceae","Alseis","2007","12","11","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","floribunda","V.B.Zipparro & B.G.Luize","-45.058333","-23.541667","2024-08-06T09:16:26","Schott",,,"SPSF00046775",,"2298","<nO>COLETA: Árvore, cerca de 12 m de altura, presença de inflorescência com flores velhas. Individuo nº 169F na Fitossociologia.; GEOGRAFIA: Trilha do Sul, floresta ombrófila aberta, Parcela F.;</nO>",,"América do Sul","Magnoliopsida","Rubiales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Zipparro, V.B.","2298","2007","s.n.","n.d.","Luize, B.G.","Zipparro",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Alseis floribunda","Schott","possibly_ok","Rubiaceae","Alseis floribunda","Schott","species","name accepted","bfo-13825",,,"Alseis floribunda Schott","Alseis","Rubiaceae","unknown","Alseis floribunda"
"gbif","SJRP-PTERIDOPHYTA","22843","Alsophila setosa Kaulf.","Plantae","Cyatheaceae","Alsophila","2000","6","7","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta (PEIA)","UNESP-IBILCE","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/92","setosa","E.C. Smidt","-45.033333","-23.516667","2021-12-01 14:23:50","Kaulf.","Fernandes, I.",,,,"154",,,,"Polypodiopsida","Cyatheales",,,,,,,,,,"GBIF","Ubatuba",,"Alsophila setosa Kaulf.",,"BR",,,"2000-06-07",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1986492201",,,,"https://specieslink.net/guid/92/22843",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alsophila",,,,,,"fe7e89d1-8039-43dc-a833-df08f05f36b7",,,TRUE,FALSE,"Alsophila setosa","Alsophila setosa","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE","https://images.cria.org.br/viewer/SJRP00014797",,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Alsophila setosa","Kaulf.","name_w_authors","Cyatheaceae","Alsophila setosa","Kaulf.","species","name accepted","bfo-90858",,,"Alsophila setosa Kaulf.","Alsophila","Cyatheaceae","unknown","Alsophila setosa"
"gbif","BHCB-SL","30123","Alsophila sternbergii (Pohl) D.S.Conant","Plantae","Cyatheaceae","Alsophila","1993","5","8","Brasil","São Paulo",,"Parque Estadual da Ilha Anchieta","UFMG","Tracheophyta","PRESERVED_SPECIMEN",,,"https://specieslink.net/col/453","sternbergii","Salino, A",,,"2022-12-26 10:30:35","(Sternb.) D.S. Conant","Salino, A",,,,"1728",,,,"Polypodiopsida","Cyatheales",,,,,,,,,,"GBIF","Ubatuba","1993-01-01","Alsophila sternbergii (Pohl) D.S.Conant",,"BR",,,"1993-05-08",,,,,,"ACCEPTED","SPECIES",,,,,,,,,,,,,,,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality","1802848505",,,,"https://specieslink.net/guid/453/30123",,,,,"PRESENT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alsophila",,,,,,"ed8e1590-62b5-48a8-8654-4ecc13554f57",,,FALSE,FALSE,"Alsophila sternbergii","Alsophila sternbergii","null",FALSE,"LATIN_AMERICA","LATIN_AMERICA","NE",,,,"WGS84",,,,,,,,,,,,,,,,,,"brazil_sao paulo_ubatuba_pe ilha anchieta","Brazil","São Paulo","Ubatuba","PE da Ilha Anchieta","ok_same_resolution","Alsophila sternbergii","(Sternb.) D.S.Conant","name_w_authors","Cyatheaceae","Alsophila sternbergii","(Sternb.) D.S.Conant","species","author misspelled","bfo-90859",,,"Alsophila sternbergii (Sternb.) D.S.Conant","Alsophila","Cyatheaceae","unknown","Alsophila sternbergii"
"speciesLink","SPSF","8169","Amaranthus lividus","Plantae","Amaranthaceae","Amaranthus","1982","04","10","Brasil","SP","Ubatuba","Parque Estadual da Ilha Anchieta (PEIA)","IF","Magnoliophyta","PreservedSpecimen",,,"13","lividus","G.Hashimoto","-45.07","-23.43","2024-08-06T09:13:24",,,"34265","SPSF00008169",,,"<nO>COLETA: XLS: SPSFAntigo;</nO>",,"América do Sul","Magnoliopsida","Caryophyllales",,,,,,,,,,"SPLINK","Ubatuba",,,,,,,,,,,,,,,,,,,"SPSF",,"Hashimoto, G.","s.n.","1982","s.n.","n.d.",,"Hashimoto",,"brazil","sao paulo","ubatuba","parque estadual da ilha anchieta",,"locality","brazil_sao paulo_ubatuba_parque estadual ilha anchieta","brazil_sao paulo_ubatuba_pe ilha anchieta",-23.539998,-45.074064,"locality",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"ok_same_resolution","Amaranthus blitum","L.","possibly_ok","Amaranthaceae","Amaranthus blitum","L.","species","replaced synonym","bfo-101616","Amaranthus blitum","L.","Amaranthus blitum L.","Amaranthus","Amaranthaceae","high","Amaranthus blitum"
