"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"PARQUE ESTADUAL DE ILHABELA","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","SPF00110256","Splink","SPF","Rapini, A.","46","Native","Bronze","Parque Estadual de Ilhabela","Não"
"PARQUE ESTADUAL DE ILHABELA","Angiosperms","Araliaceae","Dendropanax","cuneatus","(DC.) Decne. & Planch.","ARALIACEAE Dendropanax cuneatus (DC.) Decne. & Planch.","SP010728","Splink","SP","Kirizawa, M.","3197","Native","Ouro","Parque Estadual de Ilhabela, Trilha Toca da Goteira","Não"
"PARQUE ESTADUAL DE ILHABELA","Angiosperms","Araliaceae","Dendropanax","monogynus","(Vell.) Seem.","ARALIACEAE Dendropanax monogynus (Vell.) Seem.","UEC109219","Splink","UEC","Kirizawa, M.","3197","Native","Ouro","Parque Estadual de Ilhabela, Mata atlântica. Trilha Toca da Goteira.","Não"
"PARQUE ESTADUAL DE ILHABELA","Angiosperms","Arecaceae","Geonoma","elegans","Mart.","ARECACEAE Geonoma elegans Mart.","288609","Splink","SP","Proenca, S.L.","88","Native","Bronze","Parque Estadual de Ilhabela","Não"
"PARQUE ESTADUAL DE ILHABELA","Ferns and Lycophytes","Aspleniaceae","Asplenium","kunzeanum","Klotzsch ex Rosenst.","ASPLENIACEAE Asplenium kunzeanum Klotzsch ex Rosenst.","UEC060674","Splink","UEC","Salino, A.","1212","Native","Bronze","Parque Estadual de Ilhabela","Não"
"PARQUE ESTADUAL DE ILHABELA","Ferns and Lycophytes","Aspleniaceae","Asplenium","mucronatum","C.Presl","ASPLENIACEAE Asplenium mucronatum C.Presl","UEC060590","Splink","UEC","Salino, A.","1210","Native","Bronze","Parque Estadual de Ilhabela","Não"
"PARQUE ESTADUAL DE ILHABELA","Angiosperms","Asteraceae","Cyrtocymura","scorpioides","(Lam.) H.Rob.","ASTERACEAE Cyrtocymura scorpioides (Lam.) H.Rob.","285610","Splink","SP","Rapini, A.","47","Native","Bronze","Parque Estadual de Ilhabela, Trilha da Água Branca","Não"
"PARQUE ESTADUAL DE ILHABELA","Ferns and Lycophytes","Athyriaceae","Diplazium","ambiguum","Raddi","ATHYRIACEAE Diplazium ambiguum Raddi","UEC076463","Splink","UEC","Salino, A.","1209","Native","Bronze","Parque Estadual de Ilhabela","Não"
"PARQUE ESTADUAL DE ILHABELA","Ferns and Lycophytes","Athyriaceae","Diplazium","celtidifolium","Kunze","ATHYRIACEAE Diplazium celtidifolium Kunze","UEC076455","Splink","UEC","Salino, A.","1205","Native","Bronze","Parque Estadual de Ilhabela","Não"
"PARQUE ESTADUAL DE ILHABELA","Angiosperms","Balanophoraceae","Langsdorffia","hypogaea","Mart.","BALANOPHORACEAE Langsdorffia hypogaea Mart.","285601","Splink","SP","Rapini, A.","37","Native","Bronze","Parque Estadual de Ilhabela, Trilha da Toca da Goteira","Não"
