"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","day","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","identifiedBy","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","occurrenceRemarks","continentocean","phylum","class","order","yearIdentified","monthIdentified","recordNumber","verbatimLatitude","verbatimLongitude","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","barcode","typeStatus","sex","fieldNumber","preparationtype","infraspecificEpithet","individualcount","relatedcatalogitem","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","SP","447624","Boehmeria caudata","Plantae","Urticaceae","Boehmeria","2008","12","16","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju","24176","IBt","PreservedSpecimen","Gaglioti, AL","1","caudata","Nicolau, SA; et al.","-45.459999","-22.92","2021-12-09T11:20:18","Sw.",,,,,,"2013","10","3532","0","0",,,"29",,,,,,,,,"SPLINK","Pindamonhangaba","2013-10-29",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3532","2008","Gaglioti, A.L.","2013",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Boehmeria caudata","Sw.","possibly_ok","Urticaceae","Boehmeria caudata","Sw.","species","name accepted","bfo-15035",,,"Boehmeria caudata Sw.","Boehmeria","Urticaceae","high","Boehmeria caudata"
"speciesLink","SP","447621","Cecropia pachystachya","Plantae","Urticaceae","Cecropia","2008","12","16","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju","24176","IBt","PreservedSpecimen","Gaglioti, AL","1","pachystachya","Nicolau, SA; et al.","-45.459999","-22.92","2021-12-09T11:20:21","Trécul",,,,,,"2013","07","3536","0","0",,,"29",,,,,,,,,"SPLINK","Pindamonhangaba","2013-07-29",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3536","2008","Gaglioti, A.L.","2013",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cecropia pachystachya","Trécul","possibly_ok","Urticaceae","Cecropia pachystachya","Trécul","species","name accepted","bfo-15041",,,"Cecropia pachystachya Trécul","Cecropia","Urticaceae","high","Cecropia pachystachya"
"speciesLink","SP","447634","Celastraceae","Plantae","Celastraceae",,"2008","12","23","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju","24176","IBt","PreservedSpecimen",,"1",,"Nicolau, SA; et al.","-45.459999","-22.92","2022-09-30T10:01:22",,,,,,,,,"3568","0","0",,,,,,,,,,,,"SPLINK","Pindamonhangaba",,,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3568","2008","s.n.","n.d.",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Celastraceae","R.Br.","family_as_genus","Celastraceae","Celastraceae","R.Br.","family","name accepted","bfo-82",,,"Celastraceae R.Br.",,"Celastraceae","unknown",
"speciesLink","SP","447642","Cleobulia coccinea","Plantae","Fabaceae","Cleobulia","2008","12","23","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju","24176","IBt","PreservedSpecimen","Falcão, MJ; Liborio, G; Sena, LDG","1","coccinea","Nicolau, SA; et al.","-45.459999","-22.92","2024-10-11T09:21:45","(Vell.) L.P.Queiroz",,,,,,"2024","09","3564","0","0",,,"11",,,,,,,,,"SPLINK","Pindamonhangaba","2024-09-11",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3564","2008","Falcao, M.J.","2024",,"Nicolau","Liborio, G.; Sena, L.D.G.","brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Cleobulia coccinea","(Vell.) L.P.Queiroz","possibly_ok","Fabaceae","Cleobulia coccinea","(Vell.) L.P.Queiroz","species","name accepted","bfo-617019",,,"Cleobulia coccinea (Vell.) L.P.Queiroz","Cleobulia","Fabaceae","low","Cleobulia coccinea"
"speciesLink","SP","474401","Coccocypselum","Plantae","Rubiaceae","Coccocypselum","2008","12","24","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju. Trilha encosta, paralela a da caixa d'água (captação)","24176","IBt","PreservedSpecimen",,"1",,"Nicolau, SA; et al.","-45.459999","-22.92","2024-06-14T09:05:34",,,,,,,,,"3605","0","0",,,,"SP0474401",,,,,,,,"SPLINK","Pindamonhangaba",,,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3605","2008","s.n.","n.d.",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Coccocypselum","P.Browne","indet","Rubiaceae","Coccocypselum","P.Browne","genus","name accepted","bfo-13876",,,"Coccocypselum P.Browne","Coccocypselum","Rubiaceae","unknown",
"speciesLink","SP","447647","Davilla rugosa","Plantae","Dilleniaceae","Davilla","2008","12","23","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju","24176","IBt","PreservedSpecimen",,"1","rugosa","Nicolau, SA; et al.","-45.459999","-22.92","2022-06-03T17:12:40","Poir.",,,,,,,,"3565","0","0",,,,,,,,,,,,"SPLINK","Pindamonhangaba",,,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3565","2008","s.n.","n.d.",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Davilla rugosa","Poir.","possibly_ok","Dilleniaceae","Davilla rugosa","Poir.","species","name accepted","bfo-7353",,,"Davilla rugosa Poir.","Davilla","Dilleniaceae","unknown","Davilla rugosa"
"speciesLink","SP","468384","Dicliptera","Plantae","Acanthaceae","Dicliptera","2008","12","24","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju","24176","IBt","PreservedSpecimen",,"1",,"Nicolau, SA; et al.","-45.459999","-22.92","2025-04-11T13:06:32",,,,,,,,,"3603","0","0",,,,,,,,,,,,"SPLINK","Pindamonhangaba",,,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3603","2008","s.n.","n.d.",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Dicliptera","Juss.","indet","Acanthaceae","Dicliptera","Juss.","genus","name accepted","bfo-4120",,,"Dicliptera Juss.","Dicliptera","Acanthaceae","unknown",
"speciesLink","SP","447626","Eugenia kleinii","Plantae","Myrtaceae","Eugenia","2008","12","16","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju, Trabiju margem do rio.","24176","IBt","PreservedSpecimen","Mazine, FF","1","kleinii","Nicolau, SA; et al.","-45.459999","-22.92","2024-05-29T12:47:43","D.Legrand",,,,,,"2024","05","3537","0","0",,,"27",,,,,,,,,"SPLINK","Pindamonhangaba","2024-05-27",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3537","2008","Mazine, F.F.","2024",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Eugenia kleinii","D.Legrand","possibly_ok","Myrtaceae","Eugenia kleinii","D.Legrand","species","name accepted","bfo-10429",,,"Eugenia kleinii D.Legrand","Eugenia","Myrtaceae","high","Eugenia kleinii"
"speciesLink","SP","447652","Eumachia cephalantha","Plantae","Rubiaceae","Eumachia","2008","12","23","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju","24176","IBt","PreservedSpecimen","Mamede, MCH","1","cephalantha","Nicolau, SA; et al.","-45.459999","-22.92","2024-08-02T08:59:38","(Müll.Arg.) Delprete & J.H.Kirkbr.",,,,,,"2024","07","3579","0","0",,,,"SP0447652",,,,,,,,"SPLINK","Pindamonhangaba","2024-07-NA",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3579","2008","Mamede, M.C.H.","2024",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Eumachia cephalantha","(Müll. Arg.) Delprete & J.H. Kirkbr.","possibly_ok","Rubiaceae","Eumachia cephalantha","(Müll. Arg.) Delprete & J.H. Kirkbr.","species","author misspelled","bfo-604574",,,"Eumachia cephalantha (Müll. Arg.) Delprete & J.H. Kirkbr.","Eumachia","Rubiaceae","low","Eumachia cephalantha"
"speciesLink","SP","447689","Faramea","Plantae","Rubiaceae","Faramea","2008","12","17","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju, trilha em torno da várzea ao lado do quiosque","24176","IBt","PreservedSpecimen",,"1",,"Nicolau, SA; et al.","-45.459999","-22.92","2024-06-14T09:05:48",,,,,,,,,"3545","0","0",,,,"SP0447689",,,,,,,,"SPLINK","Pindamonhangaba",,,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3545","2008","s.n.","n.d.",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Faramea","Aubl.","indet","Rubiaceae","Faramea","Aubl.","genus","name accepted","bfo-13941",,,"Faramea Aubl.","Faramea","Rubiaceae","unknown",
"speciesLink","SP","447620","Geonoma schottiana","Plantae","Arecaceae","Geonoma","2008","12","16","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju, Margem do rio.","24176","IBt","PreservedSpecimen","Almeida Costa, DG","1","schottiana","Nicolau, SA; Lima, W; Nagahashi, LS; Carvalho, JLM","-45.459999","-22.92","2021-12-09T10:59:59","Mart.",,,,,,"2018","05","3544","0","0",,,,,,,,,,,,"SPLINK","Pindamonhangaba","2018-05-NA",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3544","2008","Costa, D.G.A.","2018","Lima, W.; Nagahashi, L.S.; Carvalho, J.L.M.","Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Geonoma schottiana","Mart.","possibly_ok","Arecaceae","Geonoma schottiana","Mart.","species","name accepted","bfo-26579",,,"Geonoma schottiana Mart.","Geonoma","Arecaceae","low","Geonoma schottiana"
"speciesLink","SP","475114","Griffinia","Plantae","Amaryllidaceae","Griffinia","2006","02","25","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju, Trilha da Captação","24176","IBt","PreservedSpecimen","Campos Rocha, A","1",,"Nicolau, SA; Mana de Deus, JR","-45.459999","-22.92","2024-05-29T12:47:43",,,,,,,"2024","05","4027","0","0",,,"23",,,,,,,,,"SPLINK","Pindamonhangaba","2024-05-23",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","4027","2006","Rocha, A.C.","2024","Deus, J.R.M.","Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Griffinia","Ker Gawl.","indet","Amaryllidaceae","Griffinia","Ker Gawl.","genus","name accepted","bfo-4337",,,"Griffinia Ker Gawl.","Griffinia","Amaryllidaceae","low",
"speciesLink","SP","488515","Guarea kunthiana","Plantae","Meliaceae","Guarea","2008","12","24","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju","24176","IBt","PreservedSpecimen","Pastore, JA","1","kunthiana","Nicolau, SA; et al.","-45.459999","-22.92","2023-05-26T09:23:35","A.Juss.",,,,,,"2017","03","3623","0","0",,,"14",,,,,,,,,"SPLINK","Pindamonhangaba","2017-03-14",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3623","2008","Pastore, J.A.","2017",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Guarea kunthiana","A.Juss.","possibly_ok","Meliaceae","Guarea kunthiana","A.Juss.","species","name accepted","bfo-9996",,,"Guarea kunthiana A.Juss.","Guarea","Meliaceae","high","Guarea kunthiana"
"speciesLink","SP","488514","Guarea macrophylla tuberculata","Plantae","Meliaceae","Guarea","2008","12","16","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju, trilha da Ponte Pencil, margem do rio","24176","IBt","PreservedSpecimen","Pastore, JA","1","macrophylla","Nicolau, SA; et al.","-45.459999","-22.92","2023-05-26T09:23:35","(Vell.) T.D.Penn.",,,,,,"2017","03","3527","0","0",,,"14",,,,,,"tuberculata",,,"SPLINK","Pindamonhangaba","2017-03-14",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3527","2008","Pastore, J.A.","2017",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Guarea macrophylla subsp. tuberculata","(Vell.) T.D.Penn.","not_Genus_epithet_format","Meliaceae","Guarea macrophylla subsp. tuberculata","(Vell.) T.D.Penn.","subspecies","name misspelled","bfo-19739",,,"Guarea macrophylla subsp. tuberculata (Vell.) T.D.Penn.","Guarea","Meliaceae","high","Guarea macrophylla"
"gbif","Observations","106246921","Iris domestica (L.) Goldblatt & Mabb.","Plantae","Iridaceae","Iris","2022","2","5","BR","São Paulo",,"Parque Natural Municipal Do Trabiju - Estrada Municipal José Machado de Andrade - Pindamonhangaba, SP, Brasil",,"iNaturalist","HUMAN_OBSERVATION","Douglas Goldman",,"domestica","scheidtsantos","-45.5189","-22.844839","2022-02-09 02:33:02",,,,"Tracheophyta","Liliopsida","Asparagales",,,,,,,,,,,,,,,,,"GBIF",,"2022-02-06 16:07:46","Iris domestica (L.) Goldblatt & Mabb.",,"BR",,"iNaturalist research-grade observations","2022-02-05T09:30:13Z",,,,,,"ACCEPTED","SPECIES",,,"2022-02-05 09:30:13","Parque Natural Municipal Do Trabiju - Estrada Municipal José Machado de Andrade - Pindamonhangaba, SP, Brasil",,,,,,,,,,,"brazil","sao paulo","parque natural municipal do trabiju - estrada municipal jose machado de andrade - pindamonhangaba","parque natural municipal do trabiju - estrada municipal jose machado de andrade - pindamonhangaba",,"locality","brazil_sao paulo_parque natural municipal trabiju estrada municipal jose machado andrade pindamonhangaba","brazil_sao paulo",-22.2584562,-48.7420254,"state","3468988930",,,,"https://www.inaturalist.org/observations/106246921",,,,,"PRESENT",,,,,,,,,,,,,,,,"235621034",,,"204330",,,,,,,,,,,"Iris",,,,,,"50c9509d-22c7-4a22-a47d-8c48425ef4a7",,"StillImage;StillImage",TRUE,FALSE,"Iris domestica","Iris domestica","null",FALSE,"LATIN_AMERICA","NORTH_AMERICA","NE",,,,"EPSG:4326",,,,,,,,,,,,,,,,,,"brazil_sao paulo","Brazil","São Paulo",,,"check_local.2state","Iris domestica","(L.) Goldblatt & Mabb.","name_w_authors","Iridaceae","Iris domestica","(L.) Goldblatt & Mabb.","species","name accepted","bfo-132749",,,"Iris domestica (L.) Goldblatt & Mabb.","Iris","Iridaceae","unknown","Iris domestica"
"speciesLink","SP","468383","Justicia sellowiana","Plantae","Acanthaceae","Justicia","2008","12","24","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju","24176","IBt","PreservedSpecimen","Brandini, L","1","sellowiana","Nicolau, SA; et al.","-45.459999","-22.92","2025-04-25T10:00:10","Profice",,,,,,"2017","10","3607","0","0",,,"26",,,,,,,,,"SPLINK","Pindamonhangaba","2017-10-26",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3607","2008","Brandini, L.","2017",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Justicia sellowiana","Profice","possibly_ok","Acanthaceae","Justicia sellowiana","Profice","species","name accepted","bfo-26236",,,"Justicia sellowiana Profice","Justicia","Acanthaceae","low","Justicia sellowiana"
"speciesLink","SP","447636","Lacistema","Plantae","Lacistemataceae","Lacistema","2008","12","24","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju","24176","IBt","PreservedSpecimen",,"1",,"Nicolau, SA; et al.","-45.459999","-22.92","2023-02-10T15:03:56",,,,,,,,,"3617","0","0",,,,,,,,,,,,"SPLINK","Pindamonhangaba",,,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3617","2008","s.n.","n.d.",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Lacistema","Sw.","indet","Lacistemataceae","Lacistema","Sw.","genus","name accepted","bfo-17844",,,"Lacistema Sw.","Lacistema","Lacistemataceae","unknown",
"user","RB","RB01194733","Miconia corcovadensis (Raddi) R.Goldenb.","Plantae","Melastomataceae","Miconia","2008","12","23","Brasil","São Paulo",,"Parque Natural Municipal de Trabiju.",,"JBRJ","Preserved Specimen","R. Goldenberg",,"corcovadensis","S.A. Nicolau; L.S. Nagahashi; P.P.R. Caetano; R.A. Alves",,,,"(Raddi) R.Goldenb.",,,,,,,,"3596",,,,,,,,,,,,,,,"Pindamonhangaba",,,,"BR",,,"2008-12-23",,,,,,,"sp.","Physical Object",,,,"RB",,"Nicolau, S.A.","3596","2008","Goldenberg, R.","n.d.","Nagahashi, L.S.; Caetano, P.P.R.; Alves, R.A.","Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal de trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,"urn:catalog:JBRJ:RB:1194733",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"jbrj-public-img.s3-sa-east-1.amazonaws.com/JPG/rb/1/19/47/33/01194733.jpg",,,,,,,,,,,,,,,,,,,"2023-03-30 10:51:42+00","Angiospermas","brazil_sao paulo_pindamonhangaba","Brazil","São Paulo","Pindamonhangaba",,"check_local.2municip.","Leandra angustifolia","DC.","name_w_authors","Melastomataceae","Leandra angustifolia","DC.","species","replaced synonym","bfo-111916","Leandra angustifolia","DC.","Leandra angustifolia DC.","Leandra","Melastomataceae","high","Leandra angustifolia"
"speciesLink","NY","02591368","Leandra santos-limae","Plantae","Melastomataceae","Leandra","2008","12","23","Brazil","São Paulo","Pindamonhangaba Mun.","Parque Natural Municipal Trabiju, encosta.",,"NY","PreservedSpecimen","M. Reginato","67","santos-limae","S. A. Nicolau","0","0","2025-05-25T00:08:00","Brade","<nO><a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2855358' target='other'> <mi>dwc_moreinfo</mi></a></nO>","South America","Magnoliophyta",,"Myrtales","2016",,"3594",,,,,,"NY02591368",,,,"sheet",,,,"SPLINK","Pindamonhangaba Mun.","2016-NA-NA",,,,,,,,,,,,,,,,,,"NY",,"Nicolau, S.A.","3594","2008","Reginato, M.","2016",,"Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Leandra santos-limae","Brade","possibly_ok","Melastomataceae","Leandra santos-limae","Brade","species","name accepted","bfo-9615",,,"Leandra santos-limae Brade","Leandra","Melastomataceae","high","Leandra santos-limae"
"speciesLink","SP","447589","Licaria armeniaca","Plantae","Lauraceae","Licaria","2008","12","16","Brasil","São Paulo","Pindamonhangaba","Parque Natural Municipal Trabiju, Margem do rio.","24176","IBt","PreservedSpecimen","Brotto, ML","1","armeniaca","Nicolau, SA; Lima, W; Nagahashi, LS; Carvalho, JLM","-45.459999","-22.92","2021-12-09T11:08:35","(Nees) Kosterm.",,,,,,"2017","02","3542","0","0",,,"07",,,,,,,,,"SPLINK","Pindamonhangaba","2017-02-07",,,,,,,,,,,,,,,,,,"SP",,"Nicolau, S.A.","3542","2008","Brotto, M.L.","2017","Lima, W.; Nagahashi, L.S.; Carvalho, J.L.M.","Nicolau",,"brazil","sao paulo","pindamonhangaba","parque natural municipal trabiju",,"locality","brazil_sao paulo_pindamonhangaba","brazil_sao paulo_pindamonhangaba",-22.87953976,-45.4589989,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Licaria armeniaca","(Nees) Kosterm.","possibly_ok","Lauraceae","Licaria armeniaca","(Nees) Kosterm.","species","name accepted","bfo-8419",,,"Licaria armeniaca (Nees) Kosterm.","Licaria","Lauraceae","high","Licaria armeniaca"
