"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"ESTAÇÃO ECOLÓGICA DO BARREIRO RICO","Angiosperms","Bignoniaceae","Anemopaegma","laeve","DC.","BIGNONIACEAE Anemopaegma laeve DC.","525670","Splink","SP","Bianchini, R.S.","2437","Native","Bronze","Estação Ecológica de Barreiro Rico","Não"
"ESTAÇÃO ECOLÓGICA DO BARREIRO RICO","Angiosperms","Bignoniaceae","Bignonia","campanulata","Cham.","BIGNONIACEAE Bignonia campanulata Cham.","525643","Splink","SP","Bianchini, R.S.","2410","Native","Ouro","Estação Ecológica de Barreiro Rico","Não"
