"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","Angiosperms","Amaranthaceae","Alternanthera","brasiliana","(L.) Kuntze","AMARANTHACEAE Alternanthera brasiliana (L.) Kuntze","HUFABC002566","Splink","HUFABC","Garcia, R.J.F.","4372","Native","Bronze","Parque Natural Municipal Cabeceiras do Aricanduva, Antes da implantação do parque.","Não"
"PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","Angiosperms","Asteraceae","Austrocritonia","velutina","(Gardner) R.M.King & H.Rob.","ASTERACEAE Austrocritonia velutina (Gardner) R.M.King & H.Rob.","263720","GBIF","HUEFS","Garcia, R.J.F.","4526","Native","Ouro","Parque Natural Municipal Cabeceiras do Aricanduva.","Não"
"PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","Angiosperms","Asteraceae","Baccharis","anomala","DC.","ASTERACEAE Baccharis anomala DC.","JOI023760","Splink","JOI","Garcia, R.J.F.","4537","Native","Ouro","Parque Natural Municipal Cabeceiras do Aricanduva","Não"
"PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","Angiosperms","Asteraceae","Campovassouria","cruciata","(Vell.) R.M.King & H.Rob.","ASTERACEAE Campovassouria cruciata (Vell.) R.M.King & H.Rob.","264297","GBIF","HUEFS","Garcia, R.J.F.","4821","Native","Ouro","Parque Natural Municipal Cabeceiras do Aricanduva, N. Cid. Tiradentes. Antes da implantação do parque.","Não"
"PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","Angiosperms","Asteraceae","Lepidaploa","muricata","(DC.) H.Rob.","ASTERACEAE Lepidaploa muricata (DC.) H.Rob.","HUFABC002324","Splink","HUFABC","Garcia, R.J.F.","4377","Native","Ouro","Parque Natural Municipal Cabeceiras do Aricanduva., Campo. 908 metros acima do mar.","Não"
"PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","Angiosperms","Asteraceae","Lessingianthus","brevipetiolatus","(Sch.Bip. ex Baker) H.Rob.","ASTERACEAE Lessingianthus brevipetiolatus (Sch.Bip. ex Baker) H.Rob.","264313","GBIF","HUEFS","Garcia, R.J.F.","4381","Native","Ouro","Parque Natural Municipal Cabeceiras do Aricanduva.","Não"
"PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","Angiosperms","Asteraceae","Vernonanthura","hilairiana","(Gardner) A.J.Vega & M.Dematt.","ASTERACEAE Vernonanthura hilairiana (Gardner) A.J.Vega & M.Dematt.","HUFABC002572","Splink","HUFABC","Garcia, R.J.F.","4294","Native","Ouro","Parque Natural Municipal Cabeceiras do Aricanduva, Linha do oleoduto. Antes da implantação do parque. Campo antrópico.","Não"
"PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","Angiosperms","Cyperaceae","Rhynchospora","splendens","Lindm.","CYPERACEAE Rhynchospora splendens Lindm.","263697","GBIF","HUEFS","Garcia, R.J.F.","4268","Native","Bronze","Parque Natural Municipal Cabeceiras do Aricanduva. Antes da implantação do parque.","Não"
"PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","Angiosperms","Cyperaceae","Scleria","distans","Poir.","CYPERACEAE Scleria distans Poir.","HUFABC002376","Splink","HUFABC","Garcia, R.J.F.","4826","Native","Bronze","Parque Natural Municipal Cabeceiras do Aricanduva,","Não"
"PARQUE NATURAL MUNICIPAL CABECEIRAS DO ARICANDUVA","Angiosperms","Fabaceae","Mimosa","adenocarpa","Benth.","FABACEAE Mimosa adenocarpa Benth.","HUFABC002494","Splink","HUFABC","Garcia, R.J.F.","4300","Native","Bronze","Parque Natural Municipal Cabeceiras do Aricanduva, Antes da implantação do parque. Campo.","Não"
