"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já.listada"
"RESERVA BIOLÓGICA TAMBORÉ","Angiosperms","Rosaceae","Rubus","rosifolius","Sm.","ROSACEAE Rubus rosifolius Sm.","34912","GBIF","SJRP","Dantas, Y.C.C.",,"Naturalized","Latão","Reserva Biológica Tamboré, próximo ao córrego.","Não"
"RESERVA BIOLÓGICA TAMBORÉ","Angiosperms","Urticaceae","Urera","nitida","(Vell.) P.Brack","URTICACEAE Urera nitida (Vell.) P.Brack","34914","GBIF","SJRP","Dantas, Y.C.C.",,"Native","Bronze","Reserva Biológica Tamboré, lado direito da trilha da entrada principal.","Não"
