"data_source","collectionCode","catalogNumber","scientificName","kingdom","family","genus","year","month","country","stateProvince","county","locality","coordinatePrecision","institutionCode","basisOfRecord","collectionID","specificEpithet","recordedBy","decimalLongitude","decimalLatitude","modified","scientificNameAuthorship","recordNumber","occurrenceRemarks","barcode","day","continentocean","phylum","class","order","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLatitude","verbatimLongitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","preparationtype","relatedcatalogitem","individualcount","fieldNumber","typeStatus","downloadedFrom","municipality","dateIdentified","acceptedScientificName","bibliographicCitation","countryCode","datasetID","datasetName","eventDate","fieldNotes","habitat","identificationRemarks","latitude","longitude","taxonomicStatus","taxonRank","type","verbatimElevation","verbatimEventDate","verbatimLocality","collectionCode.new","collectionObs","recordedBy.new","recordNumber.new","year.new","identifiedBy.new","yearIdentified.new","recordedBy.aux","last.name","identifiedBy.aux","country.new","stateProvince.new","municipality.new","locality.new","locality.scrap","resol.orig","loc","loc.correct","latitude.gazetteer","longitude.gazetteer","resolution.gazetteer","gbifID","institutionID","informationWithheld","dataGeneralizations","occurrenceID","recordedByID","caste","vitality","georeferenceVerificationStatus","occurrenceStatus","materialEntityID","materialEntityRemarks","verbatimLabel","eventType","samplingProtocol","eventRemarks","locationID","locationRemarks","coordinateUncertaintyInMeters","pointRadiusSpatialFit","verbatimCoordinateSystem","georeferencedBy","georeferencedDate","georeferenceProtocol","georeferenceRemarks","identificationID","verbatimIdentification","identifiedByID","taxonID","acceptedNameUsage","parentNameUsage","originalNameUsage","nameAccordingTo","namePublishedIn","namePublishedInYear","superfamily","subfamily","tribe","subtribe","genericName","subgenus","infragenericEpithet","cultivarEpithet","verbatimTaxonRank","taxonRemarks","datasetKey","distanceFromCentroidInMeters","mediaType","hasCoordinate","hasGeospatialIssues","species","verbatimScientificName","projectId","isSequenced","gbifRegion","publishedByGbifRegion","iucnRedListCategory","associatedMedia","minimumDepthInMeters","maximumDepthInMeters","geodeticDatum","verbatimCoordinates","imageCollectionCode","virtualDuplicates","duplicates","DeterminationQualifier","recordedByExtra","dateCollected","dateCollectedMax","verbatimElevationMax","measurementUnit","verbatimLatitudeMax","verbatimLongitudeMax","updatedBy","dateUpdated","right","modified_incomplete","Clado","loc.correct.mun","NAME_0","NAME_1","NAME_2","NAME_3","loc.check","scientificName.new","scientificNameAuthorship.new","scientificNameStatus","suggestedFamily","suggestedName","suggestedAuthorship","taxon.rank","tax.notes","id","accepted.tax.name","accepted.tax.authorship","scientificNameFull","genus.new","family.new","tax.check","species.new"
"speciesLink","UNBA","6158","Eragrostis","Plantae","Poaceae","Eragrostis",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726",,"Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:35",,,"<nO>Habitat: Cerradão Gramínea, com aproximadamente 13 cm de altura, inflorescência com flores de cor roxo claro, com fruto seco.</nO>",,,"América do Sul","Magnoliophyta","Monocots","Poales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Eragrostis","Wolf","indet","Poaceae","Eragrostis","Wolf","genus","name accepted","bfo-13197",,,"Eragrostis Wolf","Eragrostis","Poaceae","low",
"speciesLink","UNBA","6182","Fimbristylis dichotoma","Plantae","Cyperaceae","Fimbristylis",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","dichotoma","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:35","(L.) Vahl.",,"<nO>Habitat: Cerradão Erva com 37,8 cm de altura. Inflorescência com flores de cor marrom.</nO>",,,"América do Sul","Magnoliophyta","Monocots","Poales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Fimbristylis dichotoma","(L.) Vahl","possibly_ok","Cyperaceae","Fimbristylis dichotoma","(L.) Vahl","species","author misspelled","bfo-7205",,,"Fimbristylis dichotoma (L.) Vahl","Fimbristylis","Cyperaceae","low","Fimbristylis dichotoma"
"speciesLink","UNBA","6183","Gnaphalium coarctatum","Plantae","Asteraceae","Gnaphalium",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","coarctatum","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:18","Willd.",,"<nO>Habitat: Cerradão perturbado Erva, com 25,2 cm de altura, folha lanosa, rosulada. Inflorescência com flores amarelas.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Asterales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Gamochaeta americana","(Mill.) Wedd.","possibly_ok","Asteraceae","Gamochaeta americana","(Mill.) Wedd.","species","replaced synonym","bfo-106771","Gamochaeta americana","(Mill.) Wedd.","Gamochaeta americana (Mill.) Wedd.","Gamochaeta","Asteraceae","low","Gamochaeta americana"
"speciesLink","UNBA","6167","Ichnanthus inconstans","Plantae","Poaceae","Ichnanthus",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","inconstans","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:35","(Trin. Ex. Nees) Döll",,"<nO>Habitat: Cerradão perturbado Gramínea com 32 cm de altura. Inflorescência com flores de cor roxa. Fruto seco.</nO>",,,"América do Sul","Magnoliophyta","Monocots","Poales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Ichnanthus inconstans","(Trin. ex Nees) Döll","possibly_ok","Poaceae","Ichnanthus inconstans","(Trin. ex Nees) Döll","species","author misspelled","bfo-13280",,,"Ichnanthus inconstans (Trin. ex Nees) Döll","Ichnanthus","Poaceae","low","Ichnanthus inconstans"
"speciesLink","UNBA","6207","Mikania campanulata","Plantae","Asteraceae","Mikania",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","campanulata","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:18","Gardner",,"<nO>Habitat: Cerradão Plântula, com 20,7 cm de altura. Trepadeira. Folha com face adaxial de cor verde e abaxial de cor roxa. Presença de estípulas.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Asterales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Mikania campanulata","Gardner","possibly_ok","Asteraceae","Mikania campanulata","Gardner","species","name accepted","bfo-5357",,,"Mikania campanulata Gardner","Mikania","Asteraceae","low","Mikania campanulata"
"speciesLink","UNBA","6176","Mimosa debilis","Plantae","Fabaceae","Mimosa",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","debilis","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:22","Willd.",,"<nO>Habitat: Cerradão Planta com 1,12 m de altura, com inflorescência de cor rosa. Folhas se fecham ao serem tocadas.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Fabales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Mimosa pigra var. pigra","L.","possibly_ok","Fabaceae","Mimosa pigra var. pigra","L.","variety","name misspelled|replaced synonym","bfo-23089","Mimosa pigra var. pigra","L.","Mimosa pigra var. pigra L.","Mimosa","Fabaceae","low","Mimosa pigra"
"speciesLink","UNBA","6211","Oxalis corniculata","Plantae","Oxalidaceae","Oxalis",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","corniculata","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:32","L.",,"<nO>Habitat: Cerradão Erva com 4 cm de altura. Flor amarela.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Oxalidales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Oxalis corniculata","L.","possibly_ok","Oxalidaceae","Oxalis corniculata","L.","species","name accepted","bfo-12456",,,"Oxalis corniculata L.","Oxalis","Oxalidaceae","low","Oxalis corniculata"
"speciesLink","UNBA","6209","Phyllanthus orbiculatus","Plantae","Phyllanthaceae","Phyllanthus",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","orbiculatus","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:28","Rich.",,"<nO>Habitat: Cerradão Erva com 14,8 cm de altura.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Malpighiales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Phyllanthus orbiculatus","Rich.","possibly_ok","Phyllanthaceae","Phyllanthus orbiculatus","Rich.","species","name accepted","bfo-38548",,,"Phyllanthus orbiculatus Rich.","Phyllanthus","Phyllanthaceae","low","Phyllanthus orbiculatus"
"speciesLink","UNBA","6166","Phytolacca thyrsiflora","Plantae","Phytolaccaceae","Phytolacca",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","thyrsiflora","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:19","Fenzl ex. J. A. Schimidt",,"<nO>Habitat: Cerradão Erva com 36 cm de altura, inflorescência com flores rosa claro.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Caryophyllales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Phytolacca thyrsiflora","Fenzl. ex J.A.Schmidt","possibly_ok","Phytolaccaceae","Phytolacca thyrsiflora","Fenzl. ex J.A.Schmidt","species","author misspelled","bfo-12583",,,"Phytolacca thyrsiflora Fenzl. ex J.A.Schmidt","Phytolacca","Phytolaccaceae","low","Phytolacca thyrsiflora"
"speciesLink","UNBA","6181","Piriqueta cistoides","Plantae","Passifloraceae","Piriqueta",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","cistoides","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:28","(L.) Griseb.",,"<nO>Habitat: Cerradão Erva com 42,3 cm de altura, flores amarelas.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Malpighiales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Piriqueta cistoides","(L.) Griseb.","possibly_ok","Turneraceae","Piriqueta cistoides","(L.) Griseb.","species","name accepted","bfo-14982",,,"Piriqueta cistoides (L.) Griseb.","Piriqueta","Turneraceae","low","Piriqueta cistoides"
"speciesLink","UNBA","6162","Porophyllum ruderale","Plantae","Asteraceae","Porophyllum",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","ruderale","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:18","(Jacq.) Cass.",,"<nO>Habitat: Cerradão Erva com aproximadamente 86 cm de altura, inflorescência com flores de cor creme.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Asterales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Porophyllum ruderale","(Jacq.) Cass.","possibly_ok","Asteraceae","Porophyllum ruderale","(Jacq.) Cass.","species","name accepted","bfo-16263",,,"Porophyllum ruderale (Jacq.) Cass.","Porophyllum","Asteraceae","low","Porophyllum ruderale"
"speciesLink","UNBA","6200","Pterocaulon","Plantae","Asteraceae","Pterocaulon",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726",,"Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:18",,,"<nO>Habitat: Cerradão perturbado Subarbusto de 87 cm de altura. Inflorescência com flor de cor creme.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Asterales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Pterocaulon","Elliott","indet","Asteraceae","Pterocaulon","Elliott","genus","name accepted","bfo-16277",,,"Pterocaulon Elliott","Pterocaulon","Asteraceae","low",
"speciesLink","UNBA","6168","Sida ciliaris","Plantae","Malvaceae","Sida",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","ciliaris","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:29","L.",,"<nO>Habitat: Cerradão perturbado Erva com 46 cm de altura, presença de estípulas. Flor com pétalas alvas, com a base vermelha.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Malvales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Sida ciliaris","L.","possibly_ok","Malvaceae","Sida ciliaris","L.","species","name accepted","bfo-595690",,,"Sida ciliaris L.","Sida","Malvaceae","low","Sida ciliaris"
"speciesLink","UNBA","6161","Sida linifolia","Plantae","Malvaceae","Sida",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","linifolia","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:29","Juss. Ex. Cav",,"<nO>Habitat: Cerradão Erva com 31 cm de altura, flores com pétala alva e base vermelha</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Malvales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Sida linifolia","Cav.","possibly_ok","Malvaceae","Sida linifolia","Cav.","species","author misspelled","bfo-9220",,,"Sida linifolia Cav.","Sida","Malvaceae","low","Sida linifolia"
"speciesLink","UNBA","6192","Trichogonia salviifolia","Plantae","Asteraceae","Trichogonia",,,"Brasil","São Paulo","Bauru","Gleba II do Refúgio de Vida Silvestre Aimorés","29186","UNESP - BU","PreservedSpecimen","726","salviifolia","Silva, S. dos S.","-49.060001373291","-22.3099994659424","2024-07-05T11:51:19","Gardner",,"<nO>Habitat: Cerradão perturbado Arbusto de 78 cm de altura. Inflorescência com flores rosa.</nO>",,,"América do Sul","Magnoliophyta","Eudicots","Asterales","S. dos S. Silva",,,,,,,,,,,,,,"SPLINK","Bauru",,,,,,,,,,,,,,,,,,,"UNBA","code not found","Silva, S.S.","s.n.","n.d.","Silva, S.S.","n.d.",,"Silva",,"brazil","sao paulo","bauru","gleba ii do refugio de vida silvestre aimores",,"locality","brazil_sao paulo_bauru","brazil_sao paulo_bauru",-22.25370412,-49.12646842,"county",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"check_local.2municip.","Trichogonia salviifolia","Gardner","possibly_ok","Asteraceae","Trichogonia salviifolia","Gardner","species","name accepted","bfo-5526",,,"Trichogonia salviifolia Gardner","Trichogonia","Asteraceae","low","Trichogonia salviifolia"
