"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae",,,"Juss.","ACANTHACEAE Acanthaceae Juss.","394930","GBIF","SP","Villagra, B.L.P.","158",,"Latão","Parque Estadual das Fontes do Ipiranga","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Brillantaisia","lamium","(Nees) Benth.","ACANTHACEAE Brillantaisia lamium (Nees) Benth.","245134306","GBIF","Observations","Romano, P.",,"Naturalized","Bronze","Parque do Estado, São Paulo - SP, Brasil","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Chamaeranthemum","venosum","M.B.Foster ex Wassh. & L.B.Sm.","ACANTHACEAE Chamaeranthemum venosum M.B.Foster ex Wassh. & L.B.Sm.","490645","GBIF","SP","Indriunas, A.","39","Native","Latão","Jardim Botânico","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Dyschoriste","schottiana","(Nees) Kobuski","ACANTHACEAE Dyschoriste schottiana (Nees) Kobuski","140872","Splink","SP","Skvortzov, B.","225","Native","Latão","Parque Estadual das Fontes do Ipiranga","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Eranthemum","pulchellum","Andrews","ACANTHACEAE Eranthemum pulchellum Andrews","343409","Splink","SP","Correa, F.C.","2-A","Cultivated","Latão","Parque Estadual das Fontes do Ipiranga, Núcleo de Educação Ambiental","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Hygrophila","costata","Nees & T. Nees","ACANTHACEAE Hygrophila costata Nees & T. Nees","NY00484283","Splink","NY","Skvortzov, B.V.","225","Native","Ouro","Ca. 10 km due south of center of Sao Paulo; Parque do Estado, grounds of the Instituto de Botânica.","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Justicia","brandegeeana","Wassh. & L.B.Sm.","ACANTHACEAE Justicia brandegeeana Wassh. & L.B.Sm.","491451","Splink","SP","Assis, L.B.","1","Native","Bronze","Parque Estadual das Fontes do Ipiranga","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Justicia","carnea","Lindl.","ACANTHACEAE Justicia carnea Lindl.","85580","GBIF","MBM","Hoehne, W.","11249","Native","Ouro","Parque do Estado.","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Mendoncia","puberula","Mart.","ACANTHACEAE Mendoncia puberula Mart.","168067","Splink","SP","Barros, F.","595","Native","Ouro","Parque Estadual das Fontes do Ipiranga","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Mendoncia","velloziana","Mart.","ACANTHACEAE Mendoncia velloziana Mart.","201496","Splink","SP","Romaniuc Neto, S.","166","Native","Ouro","Parque Estadual das Fontes do Ipiranga","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Odontonema","tubaeforme","(Bertol.) Kuntze","ACANTHACEAE Odontonema tubaeforme (Bertol.) Kuntze","198507321","GBIF","Observations","Crisnici",,"Cultivated","Bronze","Parque do Estado, São Paulo - State of São Paulo, Brazil","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Pachystachys","lutea","Nees","ACANTHACEAE Pachystachys lutea Nees","118847808","GBIF","Observations","Praeiro, C.",,"Native","Bronze","Parque Estadual das Fontes do Ipiranga – PEFI, São Paulo, SP, BR","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Pseuderanthemum","exaequatum","(Nees) Radlk.","ACANTHACEAE Pseuderanthemum exaequatum (Nees) Radlk.","106889315","GBIF","Observations","Aranda, B.H.",,"Native","Bronze","Parque do Estado","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Ruellia","brevifolia","(Pohl) C.Ezcurra","ACANTHACEAE Ruellia brevifolia (Pohl) C.Ezcurra","196148515","GBIF","Observations","Elprofer",,"Native","Bronze","Parque do Estado, São Paulo - State of São Paulo, Brazil","Não"
"PARQUE ESTADUAL DAS FONTES DO IPIRANGA","Angiosperms","Acanthaceae","Ruellia","elegans","Poir.","ACANTHACEAE Ruellia elegans Poir.","UEC097721","Splink","UEC","Stella, M.","129","Native","Ouro","instituto de botânica, Reserva Biol. Parque Estadual das Fontes do Ipiranga.","Não"
