"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Acanthaceae","Poikilacanthus","glandulosus","(Nees) Ariza","ACANTHACEAE Poikilacanthus glandulosus (Nees) Ariza","373544","Splink","SP","Barreto, K.D.","3394","Native","Ouro","Sítio Boa Vista","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Acanthaceae","Ruellia","angustiflora","(Nees) Lindau ex Rambo","ACANTHACEAE Ruellia angustiflora (Nees) Lindau ex Rambo","373538","GBIF","SP","Barreto, K.D.","3395","Native","Ouro","Borda da Mata; Sítio Boa Vista.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Amaranthaceae","Froelichia","procera","(Seub.) Pedersen","AMARANTHACEAE Froelichia procera (Seub.) Pedersen","37182","GBIF","FUEL","Cesar, O.","727","Native","Ouro","Fazenda Barreiro Rico","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Amaranthaceae","Gomphrena","celosioides","Mart.","AMARANTHACEAE Gomphrena celosioides Mart.","SHPR000735","Splink","SHPR","Biral, L.","1871","Native","Bronze","Fazenda Bacury (antes parte da Fazenda Barreiro Rico)","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Amaranthaceae","Hebanthe","erianthos","(Poir.) Pedersen","AMARANTHACEAE Hebanthe erianthos (Poir.) Pedersen","2294","GBIF","HRCB","Cesar, O.","s.n.","Native","Bronze","Faz. Barreiro Rico","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Anacardiaceae","Tapirira","guianensis","Aubl.","ANACARDIACEAE Tapirira guianensis Aubl.","505","Splink","SETE","Biral, L.","1863","Native","Bronze","Fazenda Bacury (antes parte da Fazenda Barreiro Rico)","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Ferns and Lycophytes","Anemiaceae","Anemia","phyllitidis","(L.) Sw.","ANEMIACEAE Anemia phyllitidis (L.) Sw.","HUFU00053987","Reflora","HUFU","Ranal, M.","140","Native","Ouro","Fazenda Barreiro Rico","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Annonaceae","Annona","cacans","Warm.","ANNONACEAE Annona cacans Warm.","ASE0044280","Splink","ASE","Biral, L.","1854","Native","Bronze","Faz. Bacury (antes parte da Fazenda Barreito Rico), Borda de mata e pasto","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Annonaceae","Annona","mucosa","Jacq.","ANNONACEAE Annona mucosa Jacq.","SPF00228183","Splink","SPF","Biral, L.","1098","Native","Bronze",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Annonaceae","Duguetia","furfuracea","(A.St.-Hil.) Saff.","ANNONACEAE Duguetia furfuracea (A.St.-Hil.) Saff.","6281","GBIF","HRCB","Cesar, O.","731","Native","Ouro","Fazenda Barreiro Rico","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Annonaceae","Duguetia","lanceolata","A.St.-Hil.","ANNONACEAE Duguetia lanceolata A.St.-Hil.","HB000012074","GBIF","HB","Kuhlmann, M.","3951","Native","Ouro","Fazenda Barreiro Rico.","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Annonaceae","Guatteria","australis","A.St.-Hil.","ANNONACEAE Guatteria australis A.St.-Hil.","65801","GBIF","SP","Kuhlmann, M.","4580","Native","Ouro","Fazenda Barreiro Rico. Na orla da mata","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Annonaceae","Guatteria","subsessilis","Mart.","ANNONACEAE Guatteria subsessilis Mart.","1736","GBIF","HRCB","Cesar, O.",,"Native","Bronze","Fazenda Barreiro Rico","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Apiaceae","Centella","asiatica","(L.) Urb.","APIACEAE Centella asiatica (L.) Urb.","SPF00110689","Splink","SPF","Barreto, K.D.","3537","Native","Bronze",,"Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Apocynaceae","Aspidosperma","camporum","Müll.Arg.","APOCYNACEAE Aspidosperma camporum Müll.Arg.","3110","GBIF","HRCB","Cesar, O.",,"Native","Ouro","Fazenda Barreiro Rico","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Apocynaceae","Aspidosperma","polyneuron","Müll.Arg.","APOCYNACEAE Aspidosperma polyneuron Müll.Arg.","2289","GBIF","HRCB","Cesar, O.",,"Native","Ouro","Fazenda Barreiro Rico","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Apocynaceae","Blepharodon","bicuspidatum","E.Fourn.","APOCYNACEAE Blepharodon bicuspidatum E.Fourn.","HB000014220","GBIF","HB","Amaral Junior, A.","1666","Native","Bronze","Fazenda Barreiro Rico","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Apocynaceae","Condylocarpon","isthmicum","(Vell.) A.DC.","APOCYNACEAE Condylocarpon isthmicum (Vell.) A.DC.","NY00440368","Splink","NY","Kuhlmann, M.","3989","Native","Ouro","Anhembi, Fazenda Barreiro Rico","Não"
"ÁREA DE PROTEÇÃO AMBIENTAL BARREIRO RICO","Angiosperms","Apocynaceae","Forsteronia","pubescens","A.DC.","APOCYNACEAE Forsteronia pubescens A.DC.","59947","GBIF","SP","Kuhlmann, M.","3968","Native","Ouro","Fazenda Barreiro Rico","Não"
