"UC","Grupos","Família","Gênero","Espécie","Autor","Táxon_completo","Barcode","BD_Origem","Herbário","Coletor","Número_da_Coleta","Origem_FFBr","ConfiançaID","Localidade","Já listada"
"ESTAÇÃO ECOLÓGICA DE SANTA MARIA","Angiosperms","Amaranthaceae|Rubiaceae","Coussarea",,"Aubl.","AMARANTHACEAE|RUBIACEAE Coussarea Aubl.","6554","GBIF","FCAB","Tozzi, A.M.G.A.","94",,"Bronze",,"Não"
"ESTAÇÃO ECOLÓGICA DE SANTA MARIA","Angiosperms","Anacardiaceae",,,"R.Br.","ANACARDIACEAE Anacardiaceae R.Br.","2059","GBIF","SPFR","Marcondes-Ferreira, W.",,,"Bronze","Estação Ecológica Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA DE SANTA MARIA","Angiosperms","Apocynaceae","Hancornia","speciosa","Gomes","APOCYNACEAE Hancornia speciosa Gomes","114535","GBIF","SPF","Kinoshita-Gouveia, L.S.","94221","Native","Bronze","Campo cerrado.","Não"
"ESTAÇÃO ECOLÓGICA DE SANTA MARIA","Angiosperms","Arecaceae","Syagrus","loefgrenii","Glassman","ARECACEAE Syagrus loefgrenii Glassman","SPSF00052079","Splink","SPSF","Ivanauskas, N.M.","6788","Native","Prata","E.Ec.Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA DE SANTA MARIA","Angiosperms","Asteraceae",,,"Bercht. & J.Presl","ASTERACEAE Asteraceae Bercht. & J.Presl","SPSF00052085","Splink","SPSF","Ivanauskas, N.M.","6791",,"Prata","E.Ec. Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA DE SANTA MARIA","Angiosperms","Asteraceae","Cyrtocymura",,"H. Rob.","ASTERACEAE Cyrtocymura H. Rob.","SPSF00052083","Splink","SPSF","Ivanauskas, N.M.","6789",,"Prata","E.Ec.Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA DE SANTA MARIA","Angiosperms","Chrysobalanaceae","Parinari","obtusifolia","Hook.f.","CHRYSOBALANACEAE Parinari obtusifolia Hook.f.","SPSF00052082","Splink","SPSF","Ivanauskas, N.M.","6787","Native","Prata","E.Ec.Santa Maria","Não"
"ESTAÇÃO ECOLÓGICA DE SANTA MARIA","Angiosperms","Erythroxylaceae","Erythroxylum","suberosum","A.St.-Hil.","ERYTHROXYLACEAE Erythroxylum suberosum A.St.-Hil.","BOTU021469","Splink","BOTU","Ferreira Neto, W.M.K.","223","Native","Ouro",,"Não"
"ESTAÇÃO ECOLÓGICA DE SANTA MARIA","Angiosperms","Fabaceae","Bauhinia",,"L.","FABACEAE Bauhinia L.","HRCB025955","Splink","HRCB","Tozzi, A.M.G.A.","189",,"Ouro",,"Não"
"ESTAÇÃO ECOLÓGICA DE SANTA MARIA","Angiosperms","Fabaceae","Betencourtia","crassifolia","(Benth.) L.P.Queiroz","FABACEAE Betencourtia crassifolia (Benth.) L.P.Queiroz","HUEFS0027131","Splink","HUEFS","Tozzi, A.M.G.A.","9431","Native","Ouro",,"Não"
